,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,pred,prob,prob_less_bet
24231,3.0,14.6,0.2,7.0,2.4,2.0,0.4,1.6,0.2,0.2,0.6,4.4,12.8,0.0,15.0,4.8,0.4,1.0,0.2,0.2,0.6,2.2,3.67,14.0,0.33,7.0,2.33,1.33,0.33,2.0,0.33,0.0,0.67,4.33,12.0,0.0,15.33,5.33,0.33,1.0,0.33,0.0,0.67,1.67,1.732,3.209,0.447,1.871,1.342,1.225,0.548,1.342,0.447,0.447,0.548,1.673,4.438,0.0,2.121,2.28,0.548,0.707,0.447,0.447,0.548,0.837,2.082,3.606,0.577,2.646,1.155,0.577,0.577,1.732,0.577,0.0,0.577,2.309,5.292,0.0,2.887,2.887,0.577,1.0,0.577,0.0,0.577,0.577,3.0,16.4,0.2,11.2,4.2,2.2,0.6,1.2,0.2,0.2,0.6,4.0,15.2,0.2,12.2,3.6,0.4,0.6,0.2,0.4,0.4,1.2,3.67,15.0,0.0,11.33,3.67,2.67,0.33,1.33,0.0,0.33,0.67,3.33,15.67,0.0,11.33,3.0,0.0,0.67,0.0,0.33,0.67,1.67,1.225,5.128,0.447,4.266,2.683,1.304,0.548,0.837,0.447,0.447,0.548,2.0,2.864,0.447,3.271,1.517,0.548,0.548,0.447,0.548,0.548,0.837,0.577,5.0,0.0,5.686,3.512,0.577,0.577,0.577,0.0,0.577,0.577,2.517,3.055,0.0,3.512,1.732,0.0,0.577,0.0,0.577,0.577,0.577,Ein Frankfurt,3.89,3.19,2.1,2017-02-25,D1,0.0,2.0,H,D,Hertha,4.16,3.25,2.12,1.1,True,0.518604976249,0.0424145000586
24232,4.4,14.4,0.6,11.2,3.8,1.0,0.4,2.6,0.0,0.0,1.0,4.2,13.2,0.2,14.2,4.8,0.2,1.2,0.0,0.4,0.6,1.6,4.33,12.33,0.67,12.0,4.0,0.67,0.0,2.67,0.0,0.0,1.0,4.33,13.67,0.0,13.33,4.67,0.0,0.67,0.0,0.33,0.67,2.33,2.302,5.273,0.548,1.483,1.483,1.414,0.548,1.14,0.0,0.0,0.0,1.304,0.837,0.447,5.45,1.483,0.447,1.095,0.0,0.548,0.548,1.14,2.887,3.055,0.577,1.0,2.0,1.155,0.0,1.528,0.0,0.0,0.0,1.528,0.577,0.0,7.506,2.082,0.0,0.577,0.0,0.577,0.577,0.577,4.2,11.8,0.0,11.0,4.4,1.2,1.4,2.0,0.4,0.2,0.4,5.6,12.6,0.2,12.8,5.8,0.6,1.0,0.4,0.0,0.6,0.6,4.67,11.0,0.0,9.33,4.33,1.0,1.33,2.67,0.33,0.0,0.67,7.67,12.0,0.0,15.33,6.67,0.33,1.67,0.0,0.0,1.0,0.67,1.304,3.493,0.0,3.808,2.408,0.837,1.14,1.0,0.548,0.447,0.548,3.13,2.966,0.447,4.712,2.387,0.548,1.0,0.548,0.0,0.548,0.894,1.528,3.606,0.0,2.517,2.309,1.0,1.528,0.577,0.577,0.0,0.577,1.155,2.0,0.0,2.082,2.517,0.577,0.577,0.0,0.0,0.0,1.155,Mainz,4.83,3.84,1.72,2017-02-25,D1,2.0,0.0,A,A,Leverkusen,5.16,3.97,1.74,-1.0,True,0.537979054917,-0.0434162939204
24234,6.0,10.6,0.0,8.6,3.0,1.0,1.4,2.2,0.4,0.0,0.6,4.6,9.4,0.0,12.6,4.2,0.2,0.6,0.2,0.4,0.4,1.2,3.67,11.33,0.0,7.0,3.0,1.67,2.0,1.67,0.67,0.0,0.33,6.67,9.67,0.0,13.33,4.33,0.33,0.33,0.33,0.33,0.33,1.67,3.464,3.05,0.0,3.975,1.0,1.225,1.14,0.837,0.548,0.0,0.548,3.715,2.302,0.0,4.159,0.837,0.447,0.894,0.447,0.548,0.548,0.837,1.155,3.786,0.0,3.606,1.0,1.155,1.0,0.577,0.577,0.0,0.577,3.055,3.055,0.0,5.508,1.155,0.577,0.577,0.577,0.577,0.577,0.577,5.8,10.4,0.0,7.2,3.0,2.2,0.6,2.6,0.0,0.0,1.0,7.0,11.4,0.0,13.2,4.8,0.0,0.8,0.0,0.2,0.8,1.6,7.67,9.33,0.0,7.67,3.67,2.0,1.0,3.0,0.0,0.0,1.0,9.0,12.67,0.0,13.33,6.0,0.0,1.0,0.0,0.0,1.0,1.67,4.604,2.191,0.0,1.789,1.581,1.304,0.894,1.14,0.0,0.0,0.0,2.915,3.13,0.0,3.271,1.924,0.0,0.447,0.0,0.447,0.447,0.894,5.033,1.155,0.0,2.309,1.528,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.155,0.0,4.509,1.0,0.0,0.0,0.0,0.0,0.0,1.155,Swansea,12.92,6.18,1.25,2017-02-25,E0,1.0,3.0,H,D,Chelsea,12.91,6.51,1.27,0.25,True,0.58990101102,-0.21009898898
24236,3.2,9.0,0.0,9.6,3.8,1.6,1.2,2.4,0.2,0.0,0.8,5.0,9.8,0.0,18.2,6.8,0.8,0.8,0.2,0.2,0.6,1.4,2.33,9.33,0.0,10.0,4.33,1.67,1.67,2.0,0.33,0.0,0.67,4.33,11.0,0.0,17.0,6.67,1.33,1.0,0.33,0.0,0.67,1.67,1.643,1.732,0.0,1.673,1.924,0.894,1.643,1.517,0.447,0.0,0.447,2.345,3.347,0.0,5.215,2.049,1.789,0.837,0.447,0.447,0.548,0.894,1.528,2.309,0.0,1.0,2.309,1.155,2.082,2.0,0.577,0.0,0.577,2.887,3.606,0.0,3.606,2.082,2.309,1.0,0.577,0.0,0.577,1.155,6.2,8.8,0.0,12.6,4.6,1.2,1.0,3.0,0.2,0.0,0.8,5.2,11.8,0.2,11.6,5.0,0.2,1.0,0.0,0.6,0.4,1.8,7.33,8.33,0.0,14.33,5.33,1.33,1.0,4.33,0.0,0.0,1.0,5.67,12.0,0.0,12.67,6.67,0.0,1.33,0.0,0.33,0.67,1.67,2.049,3.701,0.0,3.362,2.074,0.447,1.225,2.236,0.447,0.0,0.447,3.701,4.55,0.447,5.225,3.317,0.447,1.225,0.0,0.548,0.548,1.304,1.155,5.132,0.0,3.215,2.517,0.577,1.732,1.528,0.0,0.0,0.0,3.786,6.245,0.0,5.859,3.055,0.0,1.528,0.0,0.577,0.577,1.528,Sunderland,7.87,4.97,1.4,2017-02-25,E0,0.0,2.0,H,H,Everton,7.91,5.18,1.43,0.4,True,0.559052415965,-0.15523329832
24240,4.2,10.8,0.4,7.4,3.2,1.2,1.0,1.4,0.2,0.2,0.6,8.4,13.0,0.0,19.2,7.4,0.8,0.8,0.2,0.2,0.6,1.6,4.33,10.67,0.33,8.0,3.67,1.0,1.0,0.67,0.33,0.0,0.67,9.33,13.0,0.0,18.0,6.33,1.0,0.67,0.33,0.0,0.67,1.33,0.837,2.168,0.548,3.847,2.775,0.837,1.414,1.14,0.447,0.447,0.548,4.827,3.24,0.0,3.701,3.286,1.304,0.447,0.447,0.447,0.548,1.14,1.155,2.887,0.577,5.292,3.786,1.0,1.732,0.577,0.577,0.0,0.577,5.859,3.464,0.0,3.606,2.887,1.732,0.577,0.577,0.0,0.577,1.155,5.0,13.4,0.0,9.8,3.2,2.6,1.6,1.2,0.4,0.4,0.2,6.2,13.0,0.0,14.8,5.6,0.6,0.8,0.2,0.6,0.2,1.0,3.33,14.67,0.0,8.67,3.0,2.67,2.0,1.0,0.67,0.33,0.0,8.33,13.67,0.0,19.0,6.67,0.67,1.0,0.33,0.33,0.33,0.67,2.449,3.209,0.0,2.168,2.168,0.894,0.894,0.837,0.548,0.548,0.447,3.347,3.674,0.0,7.05,2.191,0.894,0.837,0.447,0.548,0.447,1.414,1.155,1.528,0.0,2.082,2.646,1.155,1.0,1.0,0.577,0.577,0.0,2.082,4.041,0.0,5.196,2.082,1.155,1.0,0.577,0.577,0.577,1.155,Derby,3.14,3.19,2.37,2017-02-25,E1,0.0,1.0,H,H,Aston Villa,3.25,3.23,2.45,1.37,True,0.583003799371,0.161062871101
24242,4.8,11.6,0.0,10.2,3.2,1.8,0.0,3.0,0.0,0.0,1.0,5.4,10.4,0.0,14.8,5.6,0.0,0.6,0.0,0.6,0.4,0.6,3.67,13.67,0.0,9.67,3.33,2.33,0.0,2.67,0.0,0.0,1.0,4.67,11.67,0.0,13.67,6.0,0.0,0.67,0.0,0.67,0.33,0.67,2.28,3.507,0.0,1.924,1.095,1.304,0.0,1.581,0.0,0.0,0.0,2.302,2.074,0.0,5.933,1.673,0.0,0.894,0.0,0.548,0.548,0.548,2.309,2.517,0.0,2.517,1.155,1.528,0.0,2.082,0.0,0.0,0.0,1.528,1.528,0.0,3.055,2.0,0.0,1.155,0.0,0.577,0.577,0.577,4.2,11.0,0.2,11.8,4.8,1.4,1.4,1.8,0.2,0.6,0.2,7.8,12.6,0.0,14.4,4.8,0.4,0.8,0.4,0.2,0.4,2.0,5.67,10.0,0.0,11.0,4.67,1.33,1.67,2.33,0.33,0.33,0.33,7.33,11.33,0.0,15.0,5.67,0.33,1.33,0.33,0.0,0.67,1.33,2.28,1.871,0.447,2.387,0.837,0.548,1.342,1.304,0.447,0.548,0.447,0.837,3.05,0.0,4.037,2.775,0.548,1.095,0.548,0.447,0.548,1.0,1.155,1.732,0.0,3.0,0.577,0.577,1.528,1.155,0.577,0.577,0.577,0.577,3.512,0.0,1.0,0.577,0.577,1.155,0.577,0.0,0.577,0.577,Rotherham,6.38,4.41,1.49,2017-02-25,E1,2.0,4.0,H,H,Brentford,6.91,4.68,1.5,0.49,True,0.581314207167,-0.0898267324305
24243,3.0,12.6,0.2,10.2,4.6,1.8,1.6,1.6,0.4,0.2,0.4,3.8,14.0,0.0,14.0,4.6,0.2,0.6,0.0,0.6,0.4,1.6,3.33,12.33,0.0,8.67,3.67,1.67,1.0,1.0,0.33,0.33,0.33,5.0,13.33,0.0,15.67,4.67,0.0,0.33,0.0,0.67,0.33,1.0,0.707,2.966,0.447,2.387,1.673,0.837,1.14,1.14,0.548,0.447,0.548,2.775,1.732,0.0,2.915,1.517,0.447,0.548,0.0,0.548,0.548,0.894,0.577,4.041,0.0,1.528,1.528,0.577,1.0,1.0,0.577,0.577,0.577,3.0,2.082,0.0,2.517,1.528,0.0,0.577,0.0,0.577,0.577,0.0,6.2,11.4,0.6,10.6,3.8,1.8,0.6,2.2,0.0,0.2,0.8,5.4,13.0,0.2,15.8,6.4,0.4,0.8,0.0,0.6,0.4,1.2,5.33,10.67,0.0,9.0,4.0,2.0,0.67,2.0,0.0,0.33,0.67,4.67,13.67,0.0,15.0,5.33,0.33,0.67,0.0,0.67,0.33,1.33,2.168,4.159,0.894,2.408,0.447,1.924,0.548,1.304,0.0,0.447,0.447,5.128,2.739,0.447,5.933,2.074,0.548,0.447,0.0,0.548,0.548,1.304,0.577,5.686,0.0,1.0,0.0,2.646,0.577,1.732,0.0,0.577,0.577,2.887,2.082,0.0,4.359,0.577,0.577,0.577,0.0,0.577,0.577,1.528,Reading,5.47,3.75,1.66,2017-02-25,E1,0.0,3.0,H,H,Brighton,5.9,4.0,1.65,0.66,True,0.521098116984,-0.0813115215702
24246,5.2,10.6,0.0,16.0,5.2,2.8,1.4,2.2,0.0,0.2,0.8,5.8,16.0,0.0,13.4,6.0,1.0,0.6,0.4,0.2,0.4,2.0,5.67,11.0,0.0,15.67,5.33,3.0,1.33,2.0,0.0,0.33,0.67,5.33,13.0,0.0,13.0,4.33,1.0,0.33,0.33,0.33,0.33,2.0,2.28,1.673,0.0,4.637,2.95,0.837,1.14,0.837,0.0,0.447,0.447,2.49,4.301,0.0,1.673,2.55,1.414,0.548,0.548,0.447,0.548,0.0,3.055,2.0,0.0,3.512,4.041,1.0,1.528,1.0,0.0,0.577,0.577,2.309,1.0,0.0,2.0,1.528,1.732,0.577,0.577,0.577,0.577,0.0,4.0,9.6,0.2,8.0,2.8,1.0,0.6,2.4,0.0,0.2,0.8,6.6,12.8,0.0,17.8,7.2,0.4,1.0,0.0,0.4,0.6,1.6,4.33,9.67,0.0,7.0,2.33,0.67,0.67,1.67,0.0,0.33,0.67,5.0,12.33,0.0,16.33,7.33,0.33,1.0,0.0,0.33,0.67,1.67,1.871,1.949,0.447,2.55,1.304,0.707,0.894,1.14,0.0,0.447,0.447,2.302,3.899,0.0,3.899,1.095,0.548,0.0,0.0,0.548,0.548,1.14,0.577,1.155,0.0,2.646,1.528,0.577,1.155,0.577,0.0,0.577,0.577,1.0,3.055,0.0,2.517,1.155,0.577,0.0,0.0,0.577,0.577,0.577,Bristol City,6.84,4.23,1.49,2017-02-25,E1,2.0,2.0,D,A,Newcastle,7.78,4.56,1.48,-1.0,True,0.535403682591,-0.135737257007
24248,2.0,11.6,0.4,6.6,1.6,1.2,0.8,2.6,0.0,0.2,0.8,6.8,12.8,0.0,14.8,5.0,0.4,1.2,0.0,0.6,0.4,1.6,1.67,11.0,0.33,6.33,1.67,1.0,1.0,3.33,0.0,0.0,1.0,6.0,12.0,0.0,14.33,5.0,0.33,1.67,0.0,0.33,0.67,1.33,1.414,2.702,0.548,0.894,1.342,0.837,0.837,1.817,0.0,0.447,0.447,1.924,3.899,0.0,1.304,3.317,0.548,1.304,0.0,0.548,0.548,0.894,1.155,3.606,0.577,0.577,1.155,1.0,1.0,1.528,0.0,0.0,0.0,2.0,3.464,0.0,1.528,3.606,0.577,1.528,0.0,0.577,0.577,0.577,4.4,13.4,0.0,8.6,2.6,1.8,1.0,0.8,0.4,0.4,0.2,5.2,13.4,0.0,11.4,2.8,0.4,0.4,0.4,0.4,0.2,1.0,4.67,13.0,0.0,9.0,2.33,1.67,1.0,0.67,0.33,0.67,0.0,5.33,14.0,0.0,12.67,3.33,0.67,0.0,0.67,0.33,0.0,1.0,1.14,2.608,0.0,3.362,1.14,1.483,0.707,1.095,0.548,0.548,0.447,1.095,2.074,0.0,5.413,2.387,0.548,0.894,0.548,0.548,0.447,0.707,1.528,3.0,0.0,3.606,1.155,0.577,1.0,1.155,0.577,0.577,0.0,1.528,2.646,0.0,4.726,2.517,0.577,0.0,0.577,0.577,0.0,1.0,Nott'm Forest,3.59,3.25,2.14,2017-02-25,E1,0.0,0.0,D,D,Wigan,3.82,3.28,2.18,-1.0,True,0.542602301899,0.0753125822727
24249,3.6,11.2,0.0,9.6,4.0,1.8,0.8,1.4,0.0,0.8,0.2,4.2,8.2,0.0,11.6,4.8,0.2,1.0,0.0,0.6,0.4,1.2,3.67,10.67,0.0,9.67,3.33,2.33,0.33,1.33,0.0,0.67,0.33,3.67,7.0,0.0,10.0,3.33,0.33,1.0,0.0,0.67,0.33,1.0,2.702,2.95,0.0,2.51,2.345,0.837,1.304,1.949,0.0,0.447,0.447,1.483,2.775,0.0,2.881,3.271,0.447,1.414,0.0,0.548,0.548,0.837,3.786,0.577,0.0,2.517,2.309,0.577,0.577,2.309,0.0,0.577,0.577,1.528,3.0,0.0,2.646,3.512,0.577,1.732,0.0,0.577,0.577,1.0,3.8,10.8,0.0,9.4,3.4,2.2,1.0,2.0,0.0,0.6,0.4,7.2,10.8,0.2,16.0,5.4,0.8,0.6,0.4,0.4,0.2,1.6,3.67,12.67,0.0,9.67,3.33,2.0,1.0,1.33,0.0,0.67,0.33,5.33,13.0,0.33,12.33,3.33,0.67,0.67,0.33,0.33,0.33,2.0,2.28,4.147,0.0,1.673,1.14,1.643,0.707,1.225,0.0,0.548,0.548,4.207,3.271,0.447,6.964,3.912,0.837,0.894,0.548,0.548,0.447,1.517,1.155,2.309,0.0,2.309,1.528,1.732,0.0,0.577,0.0,0.577,0.577,2.517,1.0,0.577,4.041,1.528,0.577,1.155,0.577,0.577,0.577,1.732,Walsall,3.16,3.22,2.28,2017-02-25,E2,0.0,1.0,H,D,AFC Wimbledon,3.45,3.36,2.29,1.28,True,0.549763488726,0.111166997498
24250,2.4,15.6,0.4,8.2,3.0,3.4,1.0,1.4,0.2,0.4,0.4,5.6,14.8,0.0,13.8,5.2,0.4,0.6,0.0,0.8,0.2,3.0,1.0,17.67,0.67,8.33,3.0,3.67,1.33,1.67,0.33,0.33,0.33,6.0,15.0,0.0,15.0,5.33,0.67,0.67,0.0,1.0,0.0,3.33,3.13,4.037,0.548,3.493,1.414,0.894,0.707,1.14,0.447,0.548,0.548,2.302,3.421,0.0,3.701,0.837,0.548,0.548,0.0,0.447,0.447,0.707,0.0,3.215,0.577,4.933,2.0,0.577,0.577,1.155,0.577,0.577,0.577,1.0,4.583,0.0,4.583,1.155,0.577,0.577,0.0,0.0,0.0,0.577,5.2,9.0,0.0,9.0,3.4,1.2,0.2,1.8,0.0,0.4,0.6,4.8,9.2,0.0,11.4,4.8,0.2,1.2,0.0,0.6,0.4,1.0,5.33,10.0,0.0,10.33,4.0,1.0,0.33,0.67,0.0,0.67,0.33,5.67,11.0,0.0,9.33,4.33,0.33,0.67,0.0,0.67,0.33,0.67,2.28,5.431,0.0,2.236,1.673,0.447,0.447,1.924,0.0,0.548,0.548,2.049,3.564,0.0,4.037,3.114,0.447,1.643,0.0,0.548,0.548,0.707,1.155,7.0,0.0,1.528,2.0,0.0,0.577,0.577,0.0,0.577,0.577,2.309,1.0,0.0,3.215,4.041,0.577,0.577,0.0,0.577,0.577,0.577,Scunthorpe,3.01,3.25,2.35,2017-02-25,E2,1.0,1.0,D,H,Bristol Rvs,3.28,3.34,2.38,-1.0,True,0.538303833876,0.112771918983
24254,3.8,8.6,0.0,9.4,3.0,2.0,1.2,3.0,0.0,0.2,0.8,4.8,12.6,0.0,16.4,7.0,0.6,1.6,0.2,0.4,0.4,1.8,4.67,11.33,0.0,11.33,4.0,3.0,2.0,3.0,0.0,0.33,0.67,4.67,14.67,0.0,14.33,7.33,1.0,1.33,0.33,0.33,0.33,2.33,1.643,4.159,0.0,3.05,2.0,1.581,1.304,1.871,0.0,0.447,0.447,0.837,2.881,0.0,4.615,2.236,0.894,1.673,0.447,0.548,0.548,1.304,1.528,2.517,0.0,2.082,2.0,1.0,1.0,1.732,0.0,0.577,0.577,0.577,0.577,0.0,4.509,3.055,1.0,1.155,0.577,0.577,0.577,1.528,4.2,11.4,0.0,8.4,3.0,2.2,0.6,1.4,0.0,0.4,0.6,4.4,9.6,0.0,8.8,3.6,0.4,0.4,0.4,0.4,0.2,1.4,4.67,11.0,0.0,8.0,3.0,2.33,0.67,1.0,0.0,0.67,0.33,4.0,10.33,0.0,9.33,4.0,0.67,0.0,0.67,0.33,0.0,1.33,1.924,2.408,0.0,2.51,2.0,0.837,0.548,1.14,0.0,0.548,0.548,0.894,3.647,0.0,3.962,1.949,0.548,0.894,0.548,0.548,0.447,0.894,2.517,2.646,0.0,1.732,2.0,0.577,0.577,1.0,0.0,0.577,0.577,1.0,4.933,0.0,5.132,2.646,0.577,0.0,0.577,0.577,0.0,1.155,Northampton,3.6,3.33,2.05,2017-02-25,E2,0.0,3.0,H,H,Fleetwood Town,3.79,3.41,2.14,1.05,True,0.508358162464,0.0205532844155
24256,4.0,12.2,0.4,11.0,4.4,1.6,1.0,1.2,0.2,0.4,0.4,5.8,10.8,0.2,14.4,4.6,0.2,0.6,0.2,0.4,0.4,0.6,1.33,13.67,0.33,10.67,4.67,1.67,1.0,1.0,0.33,0.33,0.33,6.0,10.33,0.0,15.0,4.0,0.33,0.33,0.33,0.33,0.33,1.0,4.743,5.31,0.548,2.915,2.51,0.548,0.0,0.837,0.447,0.548,0.548,2.387,3.834,0.447,3.647,2.302,0.447,0.894,0.447,0.548,0.548,0.894,1.528,5.686,0.577,3.215,3.512,0.577,0.0,1.0,0.577,0.577,0.577,3.0,4.726,0.0,5.0,3.0,0.577,0.577,0.577,0.577,0.577,1.0,4.4,11.6,0.0,7.8,3.6,1.8,1.4,2.0,0.2,0.2,0.6,6.8,11.4,0.0,11.8,4.8,0.4,0.8,0.2,0.4,0.4,1.6,3.0,10.0,0.0,5.33,2.0,1.33,0.67,0.67,0.33,0.33,0.33,7.0,10.67,0.0,8.67,2.33,0.33,0.0,0.33,0.67,0.0,1.33,1.949,2.881,0.0,3.564,2.51,1.304,1.14,2.0,0.447,0.447,0.548,2.683,1.673,0.0,4.764,3.768,0.548,1.095,0.447,0.548,0.548,1.517,0.0,2.646,0.0,0.577,1.732,1.528,0.577,0.577,0.577,0.577,0.577,3.464,1.155,0.0,1.528,2.309,0.577,0.0,0.577,0.577,0.0,0.577,Shrewsbury,5.38,3.67,1.65,2017-02-25,E2,1.0,2.0,H,H,Milton Keynes Dons,5.96,3.83,1.68,0.65,True,0.515508497821,-0.0905521082393
24260,4.0,12.2,0.0,10.4,4.0,1.8,1.2,1.2,0.2,0.6,0.2,7.4,9.8,0.0,10.4,4.2,0.4,0.8,0.4,0.0,0.6,1.2,3.67,14.33,0.0,9.33,3.33,2.0,1.67,1.67,0.0,1.0,0.0,7.67,11.33,0.0,9.33,3.0,0.33,1.0,0.33,0.0,0.67,1.33,1.0,3.768,0.0,3.715,2.55,1.643,0.837,0.837,0.447,0.548,0.447,3.286,3.421,0.0,2.191,2.049,0.548,0.837,0.548,0.0,0.548,0.447,1.155,1.528,0.0,3.786,3.215,1.732,0.577,0.577,0.0,0.0,0.0,4.163,1.528,0.0,2.082,1.732,0.577,1.0,0.577,0.0,0.577,0.577,2.0,11.6,0.2,7.2,2.0,1.4,1.0,1.6,0.2,0.4,0.4,7.8,11.8,0.0,18.4,6.0,0.2,0.6,0.2,0.4,0.4,1.2,2.0,13.67,0.33,7.33,2.33,1.67,1.0,1.67,0.33,0.33,0.33,6.67,12.67,0.0,18.0,5.67,0.33,0.67,0.33,0.33,0.33,1.33,1.0,5.771,0.447,2.28,1.225,1.342,1.0,1.517,0.447,0.548,0.548,3.633,4.764,0.0,2.302,1.225,0.447,0.894,0.447,0.548,0.548,1.643,1.0,5.508,0.577,3.215,1.528,1.528,1.0,2.082,0.577,0.577,0.577,3.055,6.351,0.0,1.0,1.528,0.577,1.155,0.577,0.577,0.577,2.309,Bolton,5.64,3.6,1.64,2017-02-25,E2,0.0,2.0,H,H,Sheffield United,6.35,3.69,1.68,0.64,True,0.558403380964,-0.0513527165973
