,Thresh,n,ll_mean,ll_std
0,0.0,205,0.647062369882,0.00895831284714
0,0.000513610662892,154,0.647998435279,0.00798154155248
0,0.00102722132578,117,0.648209246151,0.00777372798419
0,0.00154083210509,100,0.648076781828,0.00772338816509
0,0.00205444265157,91,0.64821233431,0.00717958472463
0,0.00256805331446,82,0.648145605389,0.00735394205662
0,0.00308166421019,79,0.648416204096,0.00732123559215
0,0.00359527487308,69,0.648586715354,0.00765494070031
0,0.00410888530314,66,0.648773932094,0.00794017806914
0,0.00462249619886,63,0.648694512446,0.00804824323212
0,0.00513610662892,53,0.648672498301,0.00818295593772
0,0.00564971752465,50,0.648569550305,0.00804539785154
0,0.00616332842037,49,0.648568826895,0.00798857341827
0,0.00667693885043,48,0.648612130881,0.00797727807764
0,0.00719054974616,43,0.648703494774,0.00789541879478
0,0.00770416017622,40,0.648730345917,0.00819114841376
0,0.00821777060628,35,0.649158740646,0.00835335941794
0,0.00873138196766,34,0.649222316821,0.00835477034855
0,0.00924499239773,30,0.649502106326,0.00835520183616
0,0.00975860282779,27,0.649351233144,0.00830342177226
0,0.0102722132578,25,0.6493476599,0.00830812609111
0,0.0118130454794,21,0.648995507805,0.00789706916094
0,0.0123266568407,19,0.649382327502,0.00812051720349
0,0.0148947099224,18,0.649265664255,0.00815822782569
0,0.0154083203524,17,0.649602067735,0.00829227591861
0,0.0164355412126,16,0.649798284747,0.00809393317154
0,0.0174627639353,15,0.650021320299,0.0080635179662
0,0.0190035961568,13,0.649875098328,0.00806715884708
0,0.0215716492385,12,0.649921998053,0.0077251241699
0,0.0225988700986,10,0.649921731172,0.00830119501027
0,0.0236260909587,8,0.649803085989,0.0083930169136
0,0.0256805345416,7,0.650040364749,0.00843954368534
0,0.0267077554017,6,0.650204068737,0.00855986544648
0,0.0277349762619,5,0.650132690017,0.00898550518202
0,0.0380071923137,4,0.649306189248,0.009638567062
0,0.0508474558592,3,0.649519325684,0.00953513106332
0,0.0564971752465,2,0.6482294345,0.0101612884896
0,0.0970724225044,1,0.649244420788,0.00963521193859
