,Thresh,n,ll_mean,ll_std
0,0.0,205,-13.5277461402,0.303205219104
0,0.00051203276962,159,-13.4620578756,0.287285752283
0,0.00102406553924,128,-13.3882135594,0.374160463781
0,0.00153609830886,111,-13.4073485928,0.291136379967
0,0.00204813107848,96,-13.4867530097,0.324532528257
0,0.0025601638481,82,-13.3827090286,0.275529487763
0,0.00307219661772,74,-13.5223079669,0.292069189984
0,0.00358422938734,69,-13.5058515722,0.252568114299
0,0.00409626215696,59,-13.5414876215,0.377484885418
0,0.00460829492658,52,-13.5059071599,0.344057082898
0,0.0051203276962,48,-13.5004145314,0.339170240867
0,0.00563236046582,45,-13.5031778889,0.388097669763
0,0.00614439323545,41,-13.456664313,0.419947166208
0,0.00665642600507,38,-13.3827582291,0.417390076267
0,0.00716845877469,34,-13.3471762905,0.413402466065
0,0.00768049154431,32,-13.3252724606,0.425806357237
0,0.00819252431393,30,-13.3635869674,0.386528799115
0,0.00870455708355,27,-13.3362229879,0.42087979635
0,0.00972862262279,24,-13.349899646,0.40339517925
0,0.0102406553924,22,-13.369063647,0.443035540995
0,0.0112647209316,21,-13.3827854947,0.483029264023
0,0.0117767537013,20,-13.3690871977,0.423090752801
0,0.0133128520101,19,-13.4238091016,0.379279243104
0,0.0138248847798,17,-13.4265604983,0.412417749446
0,0.0158730167896,16,-13.4402352249,0.388589366533
0,0.0174091141671,15,-13.421073077,0.391403297173
0,0.0189452134073,13,-13.3882025262,0.36887817191
0,0.0204813107848,12,-13.3936744466,0.372507146364
0,0.0209933444858,11,-13.4320113307,0.398367794822
0,0.022017410025,10,-13.4511561748,0.366271984148
0,0.029697900638,9,-13.4538891711,0.367286108108
0,0.0358422957361,7,-13.4210265104,0.354759275566
0,0.0363543257117,5,-13.4319768585,0.355461464869
0,0.0389144904912,4,-13.4401604802,0.380323842473
0,0.048131082207,3,-13.3553145413,0.36832130757
0,0.051715310663,2,-13.4374323774,0.445798884221
0,0.100358426571,1,-13.4428946724,0.38429115996
