,INFO_Date,INFO_Div,INFO_HomeTeam,INFO_AwayTeam,INFO_FTHG,INFO_FTAG,INFO_FTR,INFO_BbAvH,INFO_PSH,PROBS,INFO_FTR_H,PROB_LESS_ODD,WIN_AVG,WIN_PINNACLE
0,2013-11-01,F1,Paris SG,Lorient,4.0,0.0,H,1.19,1.2,0.570637177811,True,-0.269698956643,0.19,0.19
1,2013-11-02,F1,Ajaccio,Valenciennes,1.0,3.0,A,2.49,2.66,0.390752462028,False,-0.0108539636746,-1.0,-1.0
2,2013-11-02,F1,Evian Thonon Gaillard,Toulouse,2.0,1.0,H,2.63,2.7,0.384800099548,True,0.00457196266618,1.63,1.63
3,2013-11-02,F1,Lyon,Guingamp,2.0,0.0,H,1.81,1.83,0.439363404861,True,-0.113122782984,0.81,0.81
4,2013-11-02,F1,Reims,Bastia,4.0,2.0,H,2.19,2.24,0.448720358025,True,-0.00790064654097,1.19,1.19
5,2013-11-02,F1,Rennes,Marseille,1.0,1.0,D,2.61,2.69,0.439128836608,False,0.0559870741556,-1.0,-1.0
6,2013-11-02,F1,Sochaux,St Etienne,0.0,0.0,D,4.02,4.48,0.436742193516,False,0.187985974611,-1.0,-1.0
7,2013-11-03,F1,Lille,Monaco,2.0,0.0,H,2.99,3.1,0.494522811276,True,0.160074650741,1.99,1.99
8,2013-11-03,F1,Montpellier,Nantes,1.0,1.0,D,2.25,2.3,0.396802723592,False,-0.0476417208526,-1.0,-1.0
9,2013-11-03,F1,Nice,Bordeaux,1.0,2.0,A,2.34,2.42,0.503624275368,False,0.0762738480172,-1.0,-1.0
10,2013-11-08,F1,Monaco,Evian Thonon Gaillard,1.0,1.0,D,1.28,1.32,0.502214047017,False,-0.279035952983,-1.0,-1.0
11,2013-11-09,F1,Bastia,Rennes,1.0,0.0,H,2.38,2.46,0.451034556225,True,0.0308664889978,1.38,1.38
12,2013-11-09,F1,Guingamp,Lille,0.0,0.0,D,3.24,3.4,0.439514571321,False,0.130872596012,-1.0,-1.0
13,2013-11-09,F1,Lorient,Reims,0.0,0.0,D,1.95,2.02,0.575332867975,False,0.0625123551541,-1.0,-1.0
14,2013-11-09,F1,Paris SG,Nice,3.0,1.0,H,1.24,1.25,0.541667220576,True,-0.264784392327,0.24,0.24
15,2013-11-09,F1,Toulouse,Ajaccio,1.0,1.0,D,1.56,1.6,0.519792230226,False,-0.1212334108,-1.0,-1.0
16,2013-11-09,F1,Valenciennes,Montpellier,1.0,1.0,D,2.55,2.64,0.445010620539,False,0.052853757794,-1.0,-1.0
17,2013-11-10,F1,Bordeaux,Nantes,0.0,3.0,A,2.2,2.23,0.462432359789,False,0.00788690524394,-1.0,-1.0
18,2013-11-10,F1,Marseille,Sochaux,2.0,1.0,H,1.48,1.53,0.445810222825,True,-0.22986545285,0.48,0.48
19,2013-11-10,F1,St Etienne,Lyon,1.0,2.0,A,2.08,2.17,0.423064448176,False,-0.0577047825935,-1.0,-1.0
20,2013-11-22,F1,Ajaccio,Marseille,1.0,3.0,A,4.35,4.85,0.437057857038,False,0.207172799567,-1.0,-1.0
21,2013-11-23,F1,Evian Thonon Gaillard,Lorient,0.0,4.0,A,2.17,2.22,0.480227494458,False,0.0193980013708,-1.0,-1.0
22,2013-11-23,F1,Lyon,Valenciennes,1.0,1.0,D,1.59,1.62,0.493645078932,False,-0.135285738678,-1.0,-1.0
23,2013-11-23,F1,Montpellier,Guingamp,1.0,1.0,D,1.98,2.06,0.514827959966,False,0.00977745491559,-1.0,-1.0
24,2013-11-23,F1,Reims,Paris SG,0.0,3.0,A,7.41,8.36,0.314649796688,False,0.179697030157,-1.0,-1.0
25,2013-11-23,F1,Rennes,Bordeaux,1.0,1.0,D,2.36,2.45,0.426601133612,False,0.00287232005268,-1.0,-1.0
26,2013-11-23,F1,Sochaux,Bastia,1.0,1.0,D,2.39,2.48,0.445026716166,False,0.0266166743246,-1.0,-1.0
27,2013-11-24,F1,Lille,Toulouse,1.0,0.0,H,1.61,1.63,0.467125340922,True,-0.153992671501,0.61,0.61
28,2013-11-24,F1,Nantes,Monaco,0.0,1.0,A,3.37,3.73,0.459897965474,False,0.163162060429,-1.0,-1.0
29,2013-11-24,F1,Nice,St Etienne,0.0,1.0,A,2.75,3.03,0.502009506239,False,0.138373142602,-1.0,-1.0
30,2013-11-29,F1,Marseille,Montpellier,2.0,0.0,H,1.84,1.93,0.362558537146,True,-0.180919723723,0.84,0.84
31,2013-11-30,F1,Guingamp,Nantes,1.0,0.0,H,2.55,2.74,0.433758357804,True,0.0416014950587,1.55,1.55
32,2013-11-30,F1,Lorient,Nice,3.0,0.0,H,1.98,2.01,0.5609325836,True,0.0558820785494,0.98,0.98
33,2013-11-30,F1,Monaco,Rennes,2.0,0.0,H,1.51,1.54,0.481924268761,True,-0.180327386868,0.51,0.51
34,2013-11-30,F1,St Etienne,Reims,4.0,0.0,H,1.64,1.66,0.462598311338,True,-0.147157786223,0.64,0.64
35,2013-11-30,F1,Toulouse,Sochaux,5.0,1.0,H,1.69,1.75,0.542889106571,True,-0.0488268697603,0.69,0.69
36,2013-11-30,F1,Valenciennes,Lille,0.0,1.0,A,3.71,4.08,0.397149222439,False,0.127607443463,-1.0,-1.0
37,2013-12-01,F1,Bastia,Evian Thonon Gaillard,2.0,0.0,H,1.99,2.02,0.476522780114,True,-0.0259897827003,0.99,0.99
38,2013-12-01,F1,Bordeaux,Ajaccio,4.0,0.0,H,1.45,1.46,0.617890648964,True,-0.0717645234502,0.45,0.45
39,2013-12-01,F1,Paris SG,Lyon,4.0,0.0,H,1.34,1.34,0.534666350184,True,-0.211602306532,0.34,0.34
40,2013-12-03,F1,Lille,Marseille,1.0,0.0,H,2.01,2.08,0.303479644398,True,-0.194032793413,1.01,1.01
41,2013-12-03,F1,Nantes,Valenciennes,2.0,1.0,H,1.73,1.75,0.445584128751,True,-0.13245055333,0.73,0.73
42,2013-12-03,F1,Nice,Monaco,0.0,3.0,A,4.76,5.5,0.383995119001,False,0.173911085388,-1.0,-1.0
43,2013-12-04,F1,Ajaccio,Bastia,1.0,1.0,D,3.31,3.53,0.447831080011,False,0.145716276386,-1.0,-1.0
44,2013-12-04,F1,Evian Thonon Gaillard,Paris SG,2.0,0.0,H,8.93,10.27,0.393809939724,True,0.281827856857,7.93,7.93
45,2013-12-04,F1,Guingamp,Bordeaux,0.0,1.0,A,2.53,2.69,0.462691004323,False,0.0674340873269,-1.0,-1.0
46,2013-12-04,F1,Montpellier,Lorient,0.0,2.0,A,1.97,2.05,0.434977372432,False,-0.072636840766,-1.0,-1.0
47,2013-12-04,F1,Rennes,St Etienne,3.0,1.0,H,2.79,2.96,0.456979878089,True,0.0985569390207,1.79,1.79
48,2013-12-04,F1,Sochaux,Reims,0.0,2.0,A,2.14,2.2,0.509547614095,False,0.0422578944691,-1.0,-1.0
49,2013-12-05,F1,Lyon,Toulouse,1.0,1.0,D,1.87,1.96,0.532564209753,False,-0.00219514853557,-1.0,-1.0
50,2013-12-06,F1,Marseille,Nantes,0.0,1.0,A,1.85,1.88,0.537937041957,False,-0.00260349858402,-1.0,-1.0
51,2013-12-07,F1,Lorient,Rennes,2.0,0.0,H,2.17,2.22,0.444201648012,True,-0.0166278450758,1.17,1.17
52,2013-12-07,F1,Paris SG,Sochaux,5.0,0.0,H,1.12,1.13,0.516912061088,True,-0.375945081769,0.12,0.12
53,2013-12-07,F1,Reims,Nice,1.0,0.0,H,2.22,2.28,0.417687285913,True,-0.0327631645378,1.22,1.22
54,2013-12-07,F1,Valenciennes,Guingamp,1.0,1.0,D,2.27,2.36,0.476654217865,False,0.036125583504,-1.0,-1.0
55,2013-12-08,F1,Bastia,Lyon,1.0,3.0,A,2.82,2.88,0.49459915324,False,0.139989224162,-1.0,-1.0
56,2013-12-08,F1,Bordeaux,Lille,1.0,0.0,H,2.65,2.8,0.369839401144,True,-0.00751908942245,1.65,1.65
57,2013-12-08,F1,Monaco,Ajaccio,1.0,0.0,H,1.16,1.15,0.578242477257,True,-0.28382648826,0.16,0.16
58,2013-12-08,F1,Toulouse,Montpellier,1.0,1.0,D,2.04,2.08,0.450895829077,False,-0.0393002493546,-1.0,-1.0
59,2013-12-13,F1,Montpellier,St Etienne,0.0,1.0,A,2.66,2.54,0.462900769491,False,0.0869609198669,-1.0,-1.0
60,2013-12-14,F1,Ajaccio,Lorient,1.0,2.0,A,3.54,3.95,0.361130107466,False,0.0786442317594,-1.0,-1.0
61,2013-12-14,F1,Evian Thonon Gaillard,Reims,1.0,1.0,D,2.1,2.15,0.437528073629,False,-0.0386624025616,-1.0,-1.0
62,2013-12-14,F1,Guingamp,Monaco,0.0,2.0,A,4.65,5.33,0.324613214961,False,0.10955945152,-1.0,-1.0
63,2013-12-14,F1,Nantes,Toulouse,1.0,2.0,A,2.07,2.14,0.495393903766,False,0.0123021163266,-1.0,-1.0
64,2013-12-14,F1,Nice,Sochaux,1.0,0.0,H,1.8,1.83,0.531187027695,True,-0.0243685278606,0.8,0.8
65,2013-12-14,F1,Rennes,Paris SG,1.0,3.0,A,8.68,9.68,0.358635271727,False,0.243427898455,-1.0,-1.0
66,2013-12-15,F1,Bordeaux,Valenciennes,2.0,1.0,H,1.6,1.61,0.430578415448,True,-0.194421584552,0.6,0.6
67,2013-12-15,F1,Lille,Bastia,2.0,1.0,H,1.45,1.47,0.429739764059,True,-0.259915408355,0.45,0.45
68,2013-12-15,F1,Lyon,Marseille,2.0,2.0,D,2.12,2.18,0.394552916979,False,-0.0771451962285,-1.0,-1.0
69,2013-12-20,F1,Monaco,Valenciennes,1.0,2.0,A,1.24,1.24,0.580546416988,False,-0.225905195915,-1.0,-1.0
70,2013-12-21,F1,Bastia,Montpellier,0.0,0.0,D,2.5,2.62,0.537006492189,False,0.137006492189,-1.0,-1.0
71,2013-12-21,F1,Nice,Evian Thonon Gaillard,3.0,1.0,H,1.93,1.94,0.445700350917,True,-0.0724343641087,0.93,0.93
72,2013-12-21,F1,Reims,Ajaccio,4.0,1.0,H,1.68,1.7,0.495813753527,True,-0.0994243417114,0.68,0.68
73,2013-12-21,F1,Sochaux,Rennes,2.0,1.0,H,2.89,3.03,0.517659550074,True,0.171638788828,1.89,1.89
74,2013-12-21,F1,St Etienne,Nantes,2.0,0.0,H,1.76,1.79,0.517541252081,True,-0.0506405661003,0.76,0.76
75,2013-12-21,F1,Toulouse,Guingamp,0.0,0.0,D,1.8,1.79,0.439729156505,False,-0.115826399051,-1.0,-1.0
76,2013-12-22,F1,Lorient,Lyon,2.0,2.0,D,2.5,2.58,0.496738414742,False,0.0967384147418,-1.0,-1.0
77,2013-12-22,F1,Marseille,Bordeaux,2.0,2.0,D,2.0,2.09,0.498297456332,False,-0.00170254366817,-1.0,-1.0
78,2013-12-22,F1,Paris SG,Lille,2.0,2.0,D,1.4,1.4,0.5140213438,False,-0.200264370486,-1.0,-1.0
79,2014-01-08,F1,St Etienne,Evian Thonon Gaillard,1.0,0.0,H,1.53,1.53,0.526572987088,True,-0.127021784154,0.53,0.53
80,2014-01-10,F1,Montpellier,Monaco,1.0,1.0,D,4.58,4.8,0.307958936994,False,0.0896183256407,-1.0,-1.0
81,2014-01-11,F1,Ajaccio,Paris SG,1.0,2.0,A,13.7,16.92,0.340177768258,False,0.267185067528,-1.0,-1.0
82,2014-01-11,F1,Bordeaux,Toulouse,0.0,1.0,A,1.99,2.1,0.562091688855,False,0.059579126041,-1.0,-1.0
83,2014-01-11,F1,Guingamp,St Etienne,0.0,0.0,D,2.97,3.13,0.43753608476,False,0.10083574806,-1.0,-1.0
84,2014-01-11,F1,Lyon,Sochaux,2.0,0.0,H,1.4,1.41,0.601582591458,True,-0.112703122828,0.4,0.4
85,2014-01-11,F1,Rennes,Nice,0.0,0.0,D,2.19,2.24,0.391866563204,False,-0.0647544413625,-1.0,-1.0
86,2014-01-11,F1,Valenciennes,Bastia,3.0,2.0,H,2.06,2.15,0.439911603981,True,-0.0455252892231,1.06,1.06
87,2014-01-12,F1,Evian Thonon Gaillard,Marseille,1.0,2.0,A,3.54,3.82,0.38437283421,False,0.101886958504,-1.0,-1.0
88,2014-01-12,F1,Lille,Reims,1.0,2.0,A,1.45,1.5,0.52577216815,False,-0.163883004263,-1.0,-1.0
