,INFO_Date,INFO_Div,INFO_HomeTeam,INFO_AwayTeam,INFO_FTHG,INFO_FTAG,INFO_FTR,INFO_BbAvH,INFO_PSH,PROBS,INFO_FTR_H,PROB_LESS_ODD,WIN_AVG,WIN_PINNACLE
0,2009-11-01,F1,Nice,Le Mans,1.0,0.0,H,1.99,,0.470808598715,True,-0.0317039640987,0.99,0.99
1,2009-11-01,F1,Rennes,Valenciennes,0.0,3.0,A,1.64,,0.545881469617,False,-0.0638746279438,-1.0,-1.0
2,2009-11-01,F1,Sochaux,Paris SG,1.0,4.0,A,2.71,,0.450767793436,False,0.0817641033987,-1.0,-1.0
3,2009-11-07,F1,Le Mans,Auxerre,0.0,1.0,A,2.58,,0.444833820258,False,0.0572369210329,-1.0,-1.0
4,2009-11-07,F1,Lorient,Boulogne,5.0,0.0,H,1.55,,0.632072321474,True,-0.0130889688485,0.55,0.55
5,2009-11-07,F1,Monaco,Grenoble,0.0,0.0,D,1.3,,0.466218905809,False,-0.303011863422,-1.0,-1.0
6,2009-11-07,F1,Nancy,St Etienne,0.0,1.0,A,2.07,,0.452855548557,False,-0.0302362388826,-1.0,-1.0
7,2009-11-07,F1,Paris SG,Nice,0.0,1.0,A,1.63,,0.472656434851,False,-0.140840497665,-1.0,-1.0
8,2009-11-07,F1,Sochaux,Lens,1.0,2.0,A,1.95,,0.531958756995,False,0.0191382441743,-1.0,-1.0
9,2009-11-07,F1,Valenciennes,Montpellier,1.0,1.0,D,2.13,,0.468144070333,False,-0.00133949774241,-1.0,-1.0
10,2009-11-08,F1,Lille,Bordeaux,2.0,0.0,H,2.67,,0.476824722141,True,0.102292886935,1.67,1.67
11,2009-11-08,F1,Lyon,Marseille,5.0,5.0,D,2.04,,0.339012822159,False,-0.151183256272,-1.0,-1.0
12,2009-11-08,F1,Toulouse,Rennes,3.0,2.0,H,2.33,,0.450489359488,True,0.0213048101313,1.33,1.33
13,2009-11-20,F1,Marseille,Paris SG,1.0,0.0,H,1.72,,0.490918944137,True,-0.0904764047,0.72,0.72
14,2009-11-21,F1,Auxerre,Monaco,2.0,0.0,H,2.26,,0.433082613171,True,-0.0093952629347,1.26,1.26
15,2009-11-21,F1,Bordeaux,Valenciennes,0.0,1.0,A,1.4,,0.549076930197,False,-0.165208784089,-1.0,-1.0
16,2009-11-21,F1,Grenoble,Lyon,1.0,1.0,D,7.24,,0.394096861137,False,0.255975314176,-1.0,-1.0
17,2009-11-21,F1,Lens,Nancy,2.0,1.0,H,2.39,,0.454549160457,True,0.0361391186155,1.39,1.39
18,2009-11-21,F1,Rennes,Le Mans,2.0,1.0,H,1.49,,0.511375442506,True,-0.159765497092,0.49,0.49
19,2009-11-22,F1,Montpellier,Lille,2.0,0.0,H,2.72,,0.486750429631,True,0.119103370808,1.72,1.72
20,2009-11-22,F1,Nice,Toulouse,1.0,0.0,H,2.36,,0.470446888006,True,0.0467180744469,1.36,1.36
21,2009-11-22,F1,St Etienne,Lorient,0.0,2.0,A,2.18,,0.458458785996,False,-0.000256810333792,-1.0,-1.0
22,2009-11-28,F1,Lens,Marseille,1.0,0.0,H,3.98,,0.357239412857,True,0.10598313145,2.98,2.98
23,2009-11-28,F1,Lille,Valenciennes,4.0,0.0,H,1.72,,0.567926945614,True,-0.0134684032236,0.72,0.72
24,2009-11-28,F1,Lorient,Grenoble,2.0,2.0,D,1.47,,0.445930380224,False,-0.234341728619,-1.0,-1.0
25,2009-11-28,F1,Paris SG,Auxerre,1.0,0.0,H,1.82,,0.34895319137,True,-0.200497358081,0.82,0.82
26,2009-11-28,F1,Sochaux,Nice,1.0,0.0,H,2.18,,0.465032338852,True,0.00631674252124,1.18,1.18
27,2009-11-28,F1,Toulouse,Boulogne,1.0,0.0,H,1.42,,0.569033378135,True,-0.135191973977,0.42,0.42
