,INFO_Date,INFO_Div,INFO_HomeTeam,INFO_AwayTeam,INFO_FTHG,INFO_FTAG,INFO_FTR,INFO_BbAvH,INFO_PSH,PROBS,INFO_FTR_H,PROB_LESS_ODD,WIN_AVG,WIN_PINNACLE
0,2014-11-01,F1,Guingamp,Bastia,1.0,0.0,H,2.06,2.1,0.604267317543,True,0.118830424339,1.06,1.1
1,2014-11-01,F1,Lille,St Etienne,1.0,1.0,D,2.52,2.63,0.506841060665,False,0.11001566384,-1.0,-1.0
2,2014-11-01,F1,Lorient,Paris SG,1.0,2.0,A,7.25,7.98,0.492158006839,False,0.354226972357,-1.0,-1.0
3,2014-11-01,F1,Metz,Caen,3.0,2.0,H,2.5,2.62,0.441324466721,True,0.0413244667208,1.5,1.62
4,2014-11-01,F1,Montpellier,Evian Thonon Gaillard,2.0,0.0,H,1.98,2.07,0.508991980964,True,0.00394147591345,0.98,1.07
5,2014-11-01,F1,Nice,Lyon,1.0,3.0,A,3.16,3.25,0.468208833521,False,0.151753137319,-1.0,-1.0
6,2014-11-02,F1,Bordeaux,Toulouse,2.0,1.0,H,2.21,2.25,0.540661804443,True,0.0881731166601,1.21,1.25
7,2014-11-02,F1,Marseille,Lens,2.0,1.0,H,1.26,1.28,0.578194675582,True,-0.215456118069,0.26,0.28
8,2014-11-02,F1,Nantes,Rennes,1.0,1.0,D,2.1,2.14,0.477755175489,False,0.00156469929884,-1.0,-1.0
9,2014-11-07,F1,Rennes,Lorient,1.0,0.0,H,2.0,2.04,0.508603138248,True,0.00860313824807,1.0,1.04
10,2014-11-08,F1,Bastia,Montpellier,2.0,0.0,H,2.5,2.6,0.441317664779,True,0.0413176647792,1.5,1.6
11,2014-11-08,F1,Caen,Nantes,1.0,2.0,A,2.41,2.51,0.479133428429,False,0.0641956690928,-1.0,-1.0
12,2014-11-08,F1,Evian Thonon Gaillard,Nice,1.0,0.0,H,2.43,2.44,0.479623602705,True,0.0681009689606,1.43,1.44
13,2014-11-08,F1,Lens,Bordeaux,1.0,2.0,A,3.44,3.57,0.43999081054,False,0.149293136122,-1.0,-1.0
14,2014-11-08,F1,Toulouse,Metz,3.0,0.0,H,1.67,1.68,0.50625921136,True,-0.0925431838492,0.67,0.68
15,2014-11-09,F1,Lyon,Guingamp,3.0,1.0,H,1.48,1.5,0.61634468869,True,-0.0593309869855,0.48,0.5
16,2014-11-09,F1,Paris SG,Marseille,2.0,0.0,H,1.65,1.66,0.44807870707,True,-0.157981898991,0.65,0.66
17,2014-11-09,F1,Reims,Lille,2.0,0.0,H,3.67,3.96,0.353624491432,True,0.0811449273996,2.67,2.96
18,2014-11-09,F1,St Etienne,Monaco,1.0,1.0,D,2.32,2.36,0.554181303414,False,0.123146820655,-1.0,-1.0
19,2014-11-21,F1,Metz,Paris SG,2.0,3.0,A,7.19,7.94,0.449462558338,False,0.310380499923,-1.0,-1.0
20,2014-11-22,F1,Bastia,Lyon,0.0,0.0,D,3.67,4.01,0.450007087203,False,0.17752752317,-1.0,-1.0
21,2014-11-22,F1,Guingamp,Rennes,0.0,1.0,A,2.61,2.74,0.503052754781,False,0.119910992329,-1.0,-1.0
22,2014-11-22,F1,Lorient,Lens,1.0,0.0,H,1.83,1.88,0.51369405898,True,-0.0327540284513,0.83,0.88
23,2014-11-22,F1,Monaco,Caen,2.0,2.0,D,1.62,1.63,0.506782249903,False,-0.110501700714,-1.0,-1.0
24,2014-11-22,F1,Nice,Reims,0.0,0.0,D,1.96,2.01,0.497147001696,False,-0.0130570799362,-1.0,-1.0
25,2014-11-23,F1,Marseille,Bordeaux,3.0,1.0,H,1.62,1.66,0.514621483668,True,-0.102662466949,0.62,0.66
26,2014-11-23,F1,Montpellier,Toulouse,2.0,0.0,H,2.56,2.7,0.551569924552,True,0.160944924552,1.56,1.7
