,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD_BET,prob_less_bet
10,35425,6.2,7.4,0.2,12.0,3.4,0.6,1.2,1.6,0.4,0.2,0.4,6.4,10.6,0.0,15.0,4.6,0.0,0.6,0.0,0.8,0.2,1.2,4.67,7.0,0.33,8.33,2.67,0.67,1.33,2.0,0.33,0.33,0.33,8.67,9.33,0.0,19.33,5.67,0.0,1.0,0.0,0.67,0.33,1.0,3.421,2.966,0.447,6.819,2.302,0.894,0.837,2.074,0.548,0.447,0.548,4.722,3.362,0.0,9.823,4.159,0.0,1.342,0.0,0.447,0.447,1.304,3.786,3.606,0.577,5.508,1.528,1.155,0.577,2.646,0.577,0.577,0.577,4.041,3.215,0.0,10.97,5.508,0.0,1.732,0.0,0.577,0.577,1.0,4.0,9.4,0.0,12.8,3.8,1.4,1.6,1.0,0.4,0.2,0.4,6.8,8.4,0.0,11.6,3.4,0.8,0.4,0.6,0.2,0.2,1.2,3.33,11.67,0.0,12.0,3.67,2.0,1.0,1.0,0.33,0.0,0.67,6.33,8.67,0.0,11.0,3.0,0.33,0.33,0.33,0.33,0.33,1.0,2.0,3.715,0.0,1.924,2.049,1.14,1.817,0.0,0.548,0.447,0.548,2.95,2.408,0.0,1.517,1.517,0.837,0.548,0.548,0.447,0.447,0.837,1.528,2.082,0.0,1.0,2.887,1.0,1.732,0.0,0.577,0.0,0.577,3.215,1.528,0.0,1.732,2.0,0.577,0.577,0.577,0.577,0.577,1.0,Hull,4.74,3.51,1.83,2016-10-15,E0,1.0,6.0,H,H,Bournemouth,5.05,3.61,1.83,1.83,1.83,0.303452633207,0.294071517448,0.402475849346,0.402475849346,H,0.83,0.83,1.83,-0.143972238086
11,35426,5.4,11.8,0.2,14.4,3.8,1.2,1.0,2.4,0.0,0.4,0.6,5.4,8.2,0.0,17.0,6.6,0.4,1.6,0.0,0.4,0.6,1.2,5.33,12.33,0.0,13.33,3.67,2.0,1.0,3.33,0.0,0.0,1.0,4.67,7.0,0.0,15.67,7.67,0.33,2.33,0.0,0.0,1.0,1.0,1.517,3.347,0.447,3.578,1.095,1.095,0.0,1.517,0.0,0.548,0.548,2.702,4.919,0.0,2.55,2.702,0.548,1.517,0.0,0.548,0.548,1.304,2.082,4.509,0.0,4.163,1.155,0.0,0.0,1.155,0.0,0.0,0.0,3.512,2.646,0.0,1.528,3.055,0.577,1.528,0.0,0.0,0.0,1.0,4.8,14.0,0.0,12.0,3.6,2.8,1.2,1.8,0.2,0.4,0.4,7.2,8.2,0.0,16.0,5.8,0.8,0.4,0.4,0.4,0.2,2.2,3.33,12.67,0.0,8.67,2.67,1.67,1.0,2.0,0.33,0.0,0.67,7.33,9.33,0.0,16.67,6.67,0.67,0.67,0.33,0.33,0.33,2.67,2.588,4.183,0.0,5.339,2.191,3.564,0.837,0.837,0.447,0.548,0.548,1.095,4.712,0.0,3.937,2.49,1.095,0.894,0.548,0.548,0.447,1.924,2.082,3.512,0.0,3.786,2.517,0.577,1.0,1.0,0.577,0.0,0.577,1.528,5.774,0.0,5.033,3.055,1.155,1.155,0.577,0.577,0.577,2.082,Leicester,5.88,4.19,1.58,2016-10-15,E0,0.0,3.0,H,H,Chelsea,6.3,4.33,1.58,1.58,1.58,0.199516913993,0.261886070047,0.53859701596,0.53859701596,H,0.58,0.58,1.58,-0.0943143764455
12,35427,5.4,10.2,0.0,13.4,4.2,1.4,1.6,2.2,0.2,0.0,0.8,5.2,11.4,0.0,13.6,5.2,0.6,1.0,0.4,0.2,0.4,2.2,3.67,10.67,0.0,13.0,3.33,2.0,1.33,3.0,0.0,0.0,1.0,4.67,11.67,0.0,15.33,5.67,0.0,1.67,0.0,0.33,0.67,2.67,3.286,4.025,0.0,7.503,1.924,1.14,0.894,1.483,0.447,0.0,0.447,2.387,4.669,0.0,6.189,0.837,0.894,1.414,0.548,0.447,0.548,1.924,2.517,5.033,0.0,8.718,1.528,1.0,0.577,1.0,0.0,0.0,0.0,2.517,5.859,0.0,7.024,0.577,0.0,1.528,0.0,0.577,0.577,2.082,5.0,12.2,0.2,11.0,3.6,1.6,0.8,1.4,0.2,0.4,0.4,7.4,11.4,0.0,17.4,5.4,0.4,0.4,0.4,0.4,0.2,1.6,5.0,11.33,0.0,11.33,3.33,1.33,1.0,1.67,0.33,0.33,0.33,7.67,14.0,0.0,17.33,5.67,0.33,0.67,0.33,0.33,0.33,2.0,1.581,4.087,0.447,1.581,0.894,0.894,0.447,1.673,0.447,0.548,0.548,3.578,3.782,0.0,4.099,1.673,0.548,0.894,0.548,0.548,0.447,0.894,1.0,3.215,0.0,1.528,0.577,0.577,0.0,2.082,0.577,0.577,0.577,4.041,1.732,0.0,5.774,2.082,0.577,1.155,0.577,0.577,0.577,0.0,West Ham,3.61,3.45,2.1,2016-10-15,E0,1.0,0.0,A,A,Crystal Palace,3.71,3.52,2.14,3.61,3.71,0.259943170218,0.241754933887,0.498301895895,0.498301895895,H,-1.0,-1.0,2.1,0.0221114197049
13,35428,4.0,10.2,0.0,14.4,5.8,1.4,1.2,1.6,0.4,0.0,0.6,6.8,11.2,0.0,16.0,4.6,0.2,1.2,0.0,0.4,0.6,1.4,3.67,10.67,0.0,15.33,6.0,1.33,1.67,0.67,0.67,0.0,0.33,5.67,12.33,0.0,11.33,2.33,0.33,0.67,0.0,0.67,0.33,2.0,0.707,2.864,0.0,4.219,2.588,1.14,1.304,1.342,0.548,0.0,0.548,3.033,4.764,0.0,9.028,3.286,0.447,0.837,0.0,0.548,0.548,1.14,0.577,3.055,0.0,4.041,3.606,0.577,1.528,0.577,0.577,0.0,0.577,1.155,3.215,0.0,0.577,1.528,0.577,0.577,0.0,0.577,0.577,1.0,4.2,10.6,0.0,8.2,2.2,1.4,0.8,3.0,0.0,0.2,0.8,7.0,9.6,0.2,16.6,6.0,0.2,1.6,0.0,0.2,0.8,1.0,5.0,11.67,0.0,7.33,2.33,2.0,0.67,3.0,0.0,0.0,1.0,6.33,8.0,0.33,19.33,7.0,0.0,1.67,0.0,0.0,1.0,1.0,1.483,2.191,0.0,3.564,0.447,1.14,0.837,1.0,0.0,0.447,0.447,2.0,4.159,0.447,4.45,3.536,0.447,0.548,0.0,0.447,0.447,0.707,1.0,2.082,0.0,1.528,0.577,1.0,0.577,1.0,0.0,0.0,0.0,2.309,3.0,0.577,3.055,4.359,0.0,0.577,0.0,0.0,0.0,0.0,Everton,6.46,4.52,1.5,2016-10-15,E0,1.0,1.0,D,D,Man City,6.82,4.68,1.52,4.52,4.68,0.127421003639,0.206107012172,0.66647198419,0.66647198419,H,-1.0,-1.0,1.5,-0.000194682477124
14,35429,4.8,12.2,0.2,7.6,3.2,2.2,1.0,1.4,0.0,0.6,0.4,7.4,11.4,0.0,19.0,5.8,0.2,0.2,0.2,0.6,0.2,1.4,4.0,12.67,0.33,6.0,2.33,3.0,0.67,1.33,0.0,0.33,0.67,9.33,11.0,0.0,21.0,6.67,0.0,0.33,0.0,0.67,0.33,1.33,2.588,3.194,0.447,3.647,1.304,1.789,0.707,0.548,0.0,0.548,0.548,4.506,2.966,0.0,7.583,2.387,0.447,0.447,0.447,0.548,0.447,0.548,2.646,4.163,0.577,1.0,0.577,1.732,0.577,0.577,0.0,0.577,0.577,4.509,4.0,0.0,8.66,2.517,0.0,0.577,0.0,0.577,0.577,0.577,7.8,13.8,0.0,15.0,5.8,2.6,2.2,1.0,0.4,0.4,0.2,5.8,11.0,0.0,10.6,2.8,0.8,0.0,0.6,0.4,0.0,2.8,7.0,14.67,0.0,13.67,5.67,3.33,3.0,0.67,0.67,0.33,0.0,7.67,11.33,0.0,11.67,2.33,1.0,0.0,0.67,0.33,0.0,3.0,1.483,2.387,0.0,4.899,1.924,1.342,1.643,0.707,0.548,0.548,0.447,3.033,2.345,0.0,3.209,0.837,0.837,0.0,0.548,0.548,0.0,0.447,1.0,2.887,0.0,5.686,2.517,1.155,1.732,0.577,0.577,0.577,0.0,2.082,2.082,0.0,3.512,0.577,1.0,0.0,0.577,0.577,0.0,0.0,Sunderland,3.99,3.44,1.99,2016-10-15,E0,0.0,2.0,H,H,Stoke,4.34,3.51,1.98,1.99,1.98,0.330190573339,0.310582422454,0.359227004206,0.359227004206,H,0.99,0.98,1.99,-0.143285558608
15,35430,8.0,13.4,0.0,17.0,5.4,2.8,2.0,1.8,0.4,0.4,0.2,5.4,10.6,0.2,13.0,5.0,1.0,0.6,0.6,0.0,0.4,1.8,8.0,13.67,0.0,17.33,5.67,1.0,2.33,0.67,0.67,0.33,0.0,5.67,12.33,0.0,11.0,3.33,1.0,0.33,0.67,0.0,0.33,1.67,1.414,5.899,0.0,2.739,1.517,3.564,1.225,1.924,0.548,0.548,0.447,3.209,2.881,0.447,4.743,3.317,1.0,0.894,0.548,0.0,0.548,1.304,2.0,4.509,0.0,3.786,2.082,1.0,1.528,0.577,0.577,0.577,0.0,4.041,2.082,0.0,4.583,2.309,1.0,0.577,0.577,0.0,0.577,1.528,5.0,9.6,0.0,11.6,4.2,1.2,1.6,1.2,0.4,0.4,0.2,5.8,13.4,0.0,12.0,3.6,0.8,1.0,0.2,0.6,0.2,1.8,4.67,9.0,0.0,14.33,4.67,1.67,1.33,1.67,0.33,0.33,0.33,4.67,14.0,0.0,10.67,4.0,0.33,1.33,0.0,0.67,0.33,2.0,1.0,3.209,0.0,6.841,1.924,1.095,1.14,1.643,0.548,0.548,0.447,2.387,1.949,0.0,2.646,2.074,0.837,1.225,0.447,0.548,0.447,1.304,1.155,2.646,0.0,8.083,2.517,1.155,1.155,2.082,0.577,0.577,0.577,2.517,2.0,0.0,2.517,2.0,0.577,1.528,0.0,0.577,0.577,1.0,Tottenham,1.72,3.71,5.27,2016-10-15,E0,1.0,1.0,D,D,West Brom,1.72,3.91,5.45,3.71,3.91,0.487574577271,0.270362623145,0.242062799584,0.487574577271,A,-1.0,-1.0,1.72,-0.0938207715659
16,35471,4.2,13.8,0.2,11.2,4.4,2.4,1.4,2.2,0.2,0.2,0.6,6.0,9.4,0.0,18.6,5.0,0.8,1.4,0.2,0.2,0.6,1.4,4.0,14.0,0.33,10.0,4.0,2.33,1.67,1.67,0.33,0.33,0.33,5.67,9.67,0.0,18.67,4.67,1.0,1.0,0.33,0.33,0.33,1.33,2.864,1.643,0.447,3.564,2.966,0.548,1.673,1.095,0.447,0.447,0.548,1.581,1.342,0.0,3.912,1.0,0.837,1.14,0.447,0.447,0.548,0.548,2.0,1.732,0.577,4.359,3.606,0.577,2.082,0.577,0.577,0.577,0.577,1.528,1.528,0.0,5.508,1.155,1.0,1.0,0.577,0.577,0.577,0.577,6.6,11.0,0.0,12.8,4.0,2.2,1.6,0.8,0.6,0.4,0.0,5.2,11.0,0.0,10.2,3.8,0.8,0.6,0.4,0.2,0.4,1.4,7.33,10.67,0.0,14.33,3.33,2.67,1.67,1.0,0.67,0.33,0.0,5.67,12.33,0.0,10.0,2.67,1.0,0.67,0.33,0.33,0.33,2.0,2.608,3.808,0.0,3.962,1.871,1.643,0.548,0.447,0.548,0.548,0.0,2.775,5.244,0.0,2.49,1.789,0.837,0.548,0.548,0.447,0.548,1.14,2.309,2.887,0.0,4.041,2.082,2.082,0.577,0.0,0.577,0.577,0.0,3.512,6.658,0.0,3.464,1.155,1.0,0.577,0.577,0.577,0.577,1.0,Watford,3.5,3.21,2.25,2016-10-16,E0,1.0,0.0,A,D,Middlesbrough,3.51,3.27,2.33,3.5,3.51,0.346870668378,0.280089794142,0.37303953748,0.37303953748,H,-1.0,-1.0,2.25,-0.0714049069644
17,35472,2.8,8.6,0.2,7.0,1.8,1.6,0.4,1.4,0.4,0.0,0.6,9.0,10.4,0.0,20.4,6.2,0.2,0.8,0.2,0.2,0.6,1.4,2.67,8.0,0.0,6.33,1.67,1.67,0.33,2.0,0.33,0.0,0.67,7.67,8.33,0.0,17.33,7.0,0.33,1.0,0.33,0.0,0.67,1.0,1.483,2.302,0.447,1.0,1.095,0.548,0.548,1.517,0.548,0.0,0.548,2.449,3.647,0.0,5.857,2.588,0.447,0.837,0.447,0.447,0.548,1.14,2.082,1.732,0.0,0.577,1.528,0.577,0.577,1.732,0.577,0.0,0.577,1.155,2.082,0.0,4.163,2.646,0.577,1.0,0.577,0.0,0.577,1.0,3.0,10.4,0.2,8.2,3.0,1.6,1.0,2.2,0.0,0.4,0.6,5.6,11.2,0.0,18.2,6.2,0.4,0.6,0.2,0.4,0.4,1.4,2.67,9.67,0.33,6.33,2.0,1.67,0.67,1.0,0.0,0.67,0.33,6.0,12.33,0.0,19.67,6.33,0.33,0.0,0.33,0.67,0.0,1.33,1.871,2.51,0.447,4.658,1.581,0.548,0.707,1.643,0.0,0.548,0.548,2.302,3.564,0.0,3.768,0.837,0.548,0.894,0.447,0.548,0.548,0.548,2.082,2.082,0.577,2.309,1.0,0.577,0.577,0.0,0.0,0.577,0.577,1.0,3.786,0.0,4.041,0.577,0.577,0.0,0.577,0.577,0.0,0.577,Burnley,9.33,4.63,1.39,2016-10-16,E0,1.0,3.0,H,D,Southampton,10.41,4.89,1.39,1.39,1.39,0.100749908856,0.205398843429,0.693851247714,0.693851247714,H,0.39,0.39,1.39,-0.0255732127174
18,35487,4.6,12.6,0.0,14.6,4.4,2.2,1.6,1.4,0.6,0.0,0.4,3.4,9.4,0.0,11.0,3.6,0.2,0.4,0.2,0.4,0.4,1.4,5.0,11.67,0.0,18.33,6.0,2.67,1.67,1.33,0.67,0.0,0.33,3.33,10.0,0.0,9.0,3.33,0.33,0.33,0.33,0.33,0.33,1.67,2.408,5.639,0.0,9.423,3.362,1.643,0.894,1.517,0.548,0.0,0.548,2.302,3.209,0.0,5.099,1.817,0.447,0.548,0.447,0.548,0.548,1.14,2.646,6.658,0.0,9.452,3.606,1.528,1.155,1.528,0.577,0.0,0.577,2.082,3.606,0.0,1.0,1.528,0.577,0.577,0.577,0.577,0.577,1.528,4.8,12.0,0.2,9.4,3.4,1.6,1.0,2.8,0.0,0.4,0.6,6.8,8.2,0.0,21.8,8.2,0.4,1.6,0.2,0.0,0.8,1.4,4.0,9.33,0.33,9.0,3.67,1.67,1.0,3.33,0.0,0.33,0.67,7.0,7.67,0.0,25.67,10.67,0.67,1.67,0.33,0.0,0.67,1.67,2.588,4.062,0.447,5.177,2.191,0.548,0.707,1.643,0.0,0.548,0.548,4.382,2.683,0.0,7.918,3.564,0.548,1.14,0.447,0.0,0.447,0.894,2.646,2.309,0.577,6.083,3.055,0.577,0.0,2.082,0.0,0.577,0.577,6.0,3.512,0.0,7.767,1.528,0.577,1.528,0.577,0.0,0.577,1.155,Man United,3.45,3.42,2.16,2016-10-17,E0,0.0,0.0,D,D,Liverpool,3.58,3.51,2.19,3.42,3.51,0.151478636038,0.207885578045,0.640635785916,0.640635785916,H,-1.0,-1.0,2.16,0.177672822953
19,35524,3.6,12.4,0.0,9.6,2.8,1.8,1.0,1.4,0.2,0.4,0.4,5.4,11.0,0.0,15.0,4.6,0.6,0.8,0.2,0.4,0.4,1.2,4.0,12.67,0.0,7.67,1.67,2.33,0.67,1.33,0.0,0.67,0.33,5.0,10.0,0.0,14.33,3.33,0.33,1.0,0.0,0.67,0.33,1.67,1.673,2.074,0.0,4.219,2.168,1.095,0.707,1.14,0.447,0.548,0.548,1.673,3.536,0.0,3.391,2.608,0.894,1.304,0.447,0.548,0.548,0.837,1.0,2.082,0.0,1.155,1.528,1.155,0.577,1.528,0.0,0.577,0.577,1.0,4.359,0.0,4.163,2.309,0.577,1.732,0.0,0.577,0.577,0.577,3.2,10.4,0.0,10.8,4.4,2.4,1.4,3.0,0.2,0.0,0.8,6.0,10.2,0.2,14.4,5.0,0.6,1.6,0.0,0.4,0.6,1.0,2.67,9.67,0.0,11.0,4.33,2.67,1.0,2.67,0.0,0.0,1.0,6.67,8.67,0.33,15.67,4.33,0.67,2.0,0.0,0.33,0.67,0.67,2.168,4.159,0.0,4.147,2.302,1.673,1.673,0.707,0.447,0.0,0.447,1.732,2.387,0.447,3.209,1.871,0.548,0.894,0.0,0.548,0.548,1.414,2.887,1.528,0.0,2.0,2.082,2.082,1.0,0.577,0.0,0.0,0.0,2.082,1.528,0.577,1.528,2.082,0.577,1.0,0.0,0.577,0.577,1.155,Middlesbrough,12.63,5.99,1.26,2016-10-22,E0,0.0,0.0,D,D,Arsenal,13.55,6.28,1.27,5.99,6.28,0.135346523604,0.210565421698,0.654088054698,0.654088054698,H,-1.0,-1.0,1.26,-0.139562738953
20,35525,8.0,11.4,0.0,17.8,6.0,1.4,1.8,1.6,0.4,0.4,0.2,5.0,11.6,0.2,12.0,4.8,0.6,0.6,0.4,0.2,0.4,1.6,8.67,12.33,0.0,19.67,7.0,1.67,2.33,0.67,0.67,0.33,0.0,5.67,13.67,0.0,9.67,2.67,1.0,0.0,0.67,0.33,0.0,2.33,1.414,4.669,0.0,2.95,1.871,0.894,1.304,1.949,0.548,0.548,0.447,3.082,3.05,0.447,5.244,3.347,0.894,0.894,0.548,0.447,0.548,1.14,1.155,4.933,0.0,0.577,1.732,0.577,1.528,0.577,0.577,0.577,0.0,4.041,0.577,0.0,4.726,1.155,1.0,0.0,0.577,0.577,0.0,0.577,3.4,11.4,0.0,11.8,3.8,2.0,1.0,2.0,0.2,0.2,0.6,5.8,7.8,0.0,13.4,4.6,0.6,0.8,0.4,0.2,0.4,1.0,4.0,13.0,0.0,12.0,2.67,2.67,0.33,2.67,0.0,0.0,1.0,6.67,9.0,0.0,15.33,5.33,0.33,1.33,0.0,0.33,0.67,1.0,1.14,2.608,0.0,0.837,2.049,1.0,1.225,2.236,0.447,0.447,0.548,2.387,1.924,0.0,4.98,3.362,0.548,1.304,0.548,0.447,0.548,1.0,1.0,1.732,0.0,1.0,1.155,0.577,0.577,2.887,0.0,0.0,0.0,2.887,1.0,0.0,5.774,4.509,0.577,1.528,0.0,0.577,0.577,1.0,Tottenham,1.97,3.58,3.94,2016-10-22,E0,0.0,0.0,D,D,Bournemouth,1.97,3.7,4.12,3.58,3.7,0.44896191212,0.28366394268,0.2673741452,0.44896191212,A,-1.0,-1.0,1.97,-0.0586523010777
21,35526,3.4,9.6,0.0,13.2,5.2,1.2,1.2,1.2,0.4,0.2,0.4,7.0,11.8,0.0,13.4,4.6,0.2,0.8,0.0,0.6,0.4,1.4,2.67,10.33,0.0,12.0,4.33,1.67,1.33,0.67,0.33,0.33,0.33,7.67,9.33,0.0,14.0,3.67,0.0,0.33,0.0,0.67,0.33,1.0,1.517,2.702,0.0,6.419,3.114,0.837,1.304,1.095,0.548,0.447,0.548,3.464,3.701,0.0,3.362,3.286,0.447,0.837,0.0,0.548,0.548,1.14,1.528,3.215,0.0,8.544,4.041,0.577,1.528,0.577,0.577,0.577,0.577,4.619,2.082,0.0,4.359,3.786,0.0,0.577,0.0,0.577,0.577,1.0,7.4,8.0,0.0,16.8,4.6,1.2,0.6,1.0,0.4,0.2,0.4,4.4,10.0,0.0,9.8,2.4,0.0,0.6,0.0,0.6,0.4,1.2,7.0,7.0,0.0,13.67,3.0,1.0,0.67,1.0,0.33,0.33,0.33,4.67,8.67,0.0,12.0,2.33,0.0,0.33,0.0,0.67,0.33,1.0,3.13,6.0,0.0,5.975,2.608,1.304,0.548,1.0,0.548,0.447,0.548,2.793,4.743,0.0,4.087,1.14,0.0,0.894,0.0,0.548,0.548,1.304,1.732,6.928,0.0,3.786,0.0,1.732,0.577,1.0,0.577,0.577,0.577,2.517,5.859,0.0,1.732,1.528,0.0,0.577,0.0,0.577,0.577,1.0,Everton,1.66,3.74,5.84,2016-10-22,E0,1.0,2.0,H,H,Burnley,1.68,3.87,6.05,5.84,6.05,0.422564038376,0.296780041068,0.280655920556,0.422564038376,A,-1.0,-1.0,1.66,-0.179845600178
22,35527,3.6,12.2,0.0,10.0,3.0,2.0,0.8,1.8,0.0,0.4,0.6,9.0,13.8,0.0,17.6,6.4,0.2,0.6,0.2,0.4,0.4,2.4,3.0,9.67,0.0,8.67,3.67,0.67,0.67,2.0,0.0,0.33,0.67,10.67,14.33,0.0,19.67,8.67,0.0,0.67,0.0,0.67,0.33,2.33,1.817,3.834,0.0,2.345,2.121,2.0,0.447,1.304,0.0,0.548,0.548,3.24,3.633,0.0,4.93,3.209,0.447,0.894,0.447,0.548,0.548,0.548,1.732,1.155,0.0,2.082,2.517,0.577,0.577,1.732,0.0,0.577,0.577,2.082,0.577,0.0,5.132,0.577,0.0,1.155,0.0,0.577,0.577,0.577,4.2,13.0,0.2,20.0,6.6,2.2,1.6,0.6,0.6,0.2,0.2,4.2,10.2,0.2,10.4,3.6,0.2,0.2,0.2,0.6,0.2,1.6,5.67,11.0,0.0,25.0,9.0,2.33,2.33,0.33,1.0,0.0,0.0,2.67,10.33,0.33,7.33,2.33,0.33,0.0,0.33,0.67,0.0,1.33,2.387,4.301,0.447,8.276,3.578,0.447,1.517,0.894,0.548,0.447,0.447,2.775,2.168,0.447,4.336,1.817,0.447,0.447,0.447,0.548,0.447,0.894,1.528,4.583,0.0,3.606,0.0,0.577,1.528,0.577,0.0,0.0,0.0,2.082,2.309,0.577,1.155,0.577,0.577,0.0,0.577,0.577,0.0,1.155,Stoke,2.48,3.27,3.01,2016-10-22,E0,2.0,0.0,A,A,Hull,2.46,3.35,3.16,2.48,2.46,0.379026014043,0.287936746733,0.333037239223,0.379026014043,A,1.48,1.46,2.48,-0.0241997924084
