,index,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,XGBoost_bfA,XGBoost_bfD,XGBoost_bfH,RF_bfA,RF_bfD,RF_bfH,NBA,NBD,NBH,MLPA,MLPD,MLPH,KNNA,KNND,KNNH,0
2010,29606,6.6,10.2,0.0,21.2,6.4,2.0,2.2,1.6,0.4,0.4,0.2,2.8,9.2,0.0,12.0,4.0,0.8,0.8,0.2,0.6,0.2,1.8,7.33,10.0,0.0,23.67,6.0,1.33,1.67,1.33,0.33,0.33,0.33,3.67,8.33,0.0,11.67,3.0,0.33,0.67,0.0,0.67,0.33,2.0,2.074,4.266,0.0,4.382,1.14,1.225,1.095,0.894,0.548,0.548,0.447,2.95,3.114,0.0,4.301,1.871,0.837,0.837,0.447,0.548,0.447,1.789,0.577,4.0,0.0,3.055,1.0,0.577,0.577,1.155,0.577,0.577,0.577,3.512,4.041,0.0,5.508,1.732,0.577,0.577,0.0,0.577,0.577,2.0,4.2,10.0,0.0,8.8,1.6,2.0,0.2,3.4,0.0,0.0,1.0,7.0,11.6,0.0,17.4,7.0,0.0,1.2,0.0,0.4,0.6,1.0,4.33,10.67,0.0,8.33,0.67,2.33,0.0,3.67,0.0,0.0,1.0,8.0,10.33,0.0,19.33,6.33,0.0,1.33,0.0,0.33,0.67,1.0,1.304,2.345,0.0,2.588,1.517,0.707,0.447,2.793,0.0,0.0,0.0,3.391,2.074,0.0,4.219,3.391,0.0,1.304,0.0,0.548,0.548,1.0,1.528,2.309,0.0,3.512,0.577,0.577,0.0,3.786,0.0,0.0,0.0,4.359,0.577,0.0,1.155,4.509,0.0,1.528,0.0,0.577,0.577,1.0,Man City,2.33,3.35,3.1,2014-11-30,E0,3.0,0.0,A,D,Southampton,2.44,3.5,3.08,2.33,2.44,0.286028236151,0.271662771702,0.44230902195,0.245004754202,0.253733177013,0.501262068785,0.896320660866,0.037863546891,0.065815792243,0.319777718507,0.250869997497,0.429352283996,0.323076923077,0.250769230769,0.426153846154,0
2011,29607,3.4,9.6,0.0,12.6,5.6,2.2,1.6,1.0,0.4,0.4,0.2,7.6,12.2,0.0,14.8,3.8,0.6,0.4,0.4,0.4,0.2,2.6,4.67,10.33,0.0,13.67,6.33,2.33,1.67,1.33,0.33,0.33,0.33,7.0,13.67,0.0,13.0,3.33,0.67,0.67,0.33,0.33,0.33,3.0,1.949,2.408,0.0,2.702,1.14,0.837,0.894,0.707,0.548,0.548,0.447,2.608,3.633,0.0,5.541,2.588,0.894,0.548,0.548,0.548,0.447,1.342,1.155,3.055,0.0,3.215,0.577,0.577,1.155,0.577,0.577,0.577,0.577,3.464,3.786,0.0,2.646,0.577,1.155,0.577,0.577,0.577,0.577,1.732,4.4,10.4,0.0,10.6,4.2,2.6,1.6,0.6,0.8,0.0,0.2,8.2,14.0,0.2,10.8,2.4,0.6,0.4,0.4,0.2,0.4,1.8,4.0,11.33,0.0,8.67,3.0,2.33,1.33,1.0,0.67,0.0,0.33,8.33,14.67,0.33,13.33,3.33,0.67,0.67,0.33,0.0,0.67,2.33,1.949,2.408,0.0,3.912,2.28,1.342,1.14,0.548,0.447,0.0,0.447,2.168,4.062,0.447,4.494,1.517,0.894,0.548,0.548,0.447,0.548,1.095,1.732,2.082,0.0,2.082,1.0,1.528,1.155,0.0,0.577,0.0,0.577,2.887,5.508,0.577,4.041,1.155,1.155,0.577,0.577,0.0,0.577,0.577,Everton,3.21,3.39,2.26,2014-11-30,E0,1.0,2.0,H,H,Tottenham,3.39,3.58,2.24,2.26,2.24,0.336944937706,0.290859341621,0.372195720673,0.32440416236,0.280180426266,0.395415411374,0.775140692814,0.171075459791,0.0537838473942,0.382904748732,0.316692426657,0.300402824611,0.336923076923,0.269230769231,0.393846153846,2
2012,29624,3.8,12.8,0.2,9.6,2.2,2.2,1.2,1.0,0.4,0.2,0.4,5.6,12.2,0.0,12.4,3.0,0.4,0.6,0.2,0.4,0.4,1.4,2.67,11.33,0.33,7.67,2.0,2.0,1.33,0.67,0.67,0.0,0.33,7.67,10.0,0.0,13.0,2.33,0.33,0.33,0.33,0.33,0.33,1.67,3.633,4.087,0.447,3.647,1.304,1.483,1.095,0.707,0.548,0.447,0.548,3.209,4.55,0.0,2.702,1.225,0.548,0.548,0.447,0.548,0.548,1.14,1.155,5.033,0.577,0.577,1.0,2.0,1.155,0.577,0.577,0.0,0.577,2.082,1.732,0.0,3.606,0.577,0.577,0.577,0.577,0.577,0.577,1.528,3.6,11.2,0.0,16.2,5.2,2.6,1.4,0.8,0.4,0.4,0.2,4.6,10.8,0.0,14.6,3.8,0.6,0.2,0.4,0.6,0.0,2.8,3.33,10.67,0.0,15.0,4.67,3.33,1.33,1.0,0.33,0.33,0.33,4.33,12.33,0.0,13.0,3.33,1.0,0.33,0.67,0.33,0.0,4.33,2.608,4.207,0.0,3.899,2.387,1.342,1.517,0.447,0.548,0.548,0.447,2.191,5.45,0.0,2.51,1.304,0.894,0.447,0.548,0.548,0.0,2.387,2.082,5.508,0.0,3.0,3.215,1.155,1.528,0.0,0.577,0.577,0.577,3.055,4.509,0.0,1.732,0.577,1.0,0.577,0.577,0.577,0.0,1.528,Newcastle,2.65,3.23,2.78,2014-12-02,E0,1.0,1.0,D,H,Burnley,2.72,3.29,2.87,3.23,3.29,0.303444206715,0.319561213255,0.376994550228,0.308167722471,0.299683410788,0.392148866741,0.602351644231,0.343319126969,0.0543292288003,0.380729546857,0.288844474802,0.330425978342,0.284615384615,0.289230769231,0.426153846154,1
2013,29625,3.4,11.4,0.0,12.4,4.0,2.6,0.2,1.8,0.0,0.4,0.6,5.6,10.0,0.0,15.0,5.4,0.2,0.6,0.2,0.2,0.6,1.4,3.67,10.67,0.0,15.0,5.67,3.0,0.33,1.0,0.0,0.67,0.33,5.33,9.33,0.0,14.33,4.33,0.33,0.33,0.33,0.33,0.33,1.0,1.342,3.435,0.0,4.278,2.55,0.894,0.447,1.304,0.0,0.548,0.548,5.177,1.414,0.0,4.243,1.673,0.447,0.548,0.447,0.447,0.548,1.342,1.528,3.055,0.0,3.0,1.528,1.0,0.577,1.0,0.0,0.577,0.577,6.658,1.528,0.0,5.774,0.577,0.577,0.577,0.577,0.577,0.577,1.732,3.6,11.0,0.2,10.4,3.4,2.2,1.2,1.4,0.4,0.2,0.4,5.8,14.4,0.4,12.2,3.8,0.6,0.2,0.4,0.6,0.0,0.8,2.33,12.0,0.33,11.33,4.33,2.0,2.0,1.67,0.67,0.0,0.33,6.0,15.33,0.67,10.33,3.33,1.0,0.33,0.67,0.33,0.0,0.67,1.817,4.637,0.447,2.881,2.608,0.837,1.304,1.14,0.548,0.447,0.548,3.114,3.782,0.548,3.962,1.924,0.548,0.447,0.548,0.548,0.0,0.837,0.577,6.245,0.577,3.055,3.055,1.0,1.0,1.155,0.577,0.0,0.577,4.359,4.933,0.577,4.163,2.082,0.0,0.577,0.577,0.577,0.0,0.577,Aston Villa,3.86,3.32,2.06,2014-12-02,E0,1.0,0.0,A,A,Crystal Palace,4.05,3.42,2.08,3.86,4.05,0.29134657979,0.274130105972,0.43452334404,0.294236892648,0.268031365189,0.437731742163,0.275267688167,0.361505407464,0.363226904369,0.277447169528,0.279598708958,0.442954121514,0.261538461538,0.253846153846,0.484615384615,0
2014,29626,3.0,11.0,0.0,12.2,4.4,2.6,1.6,1.8,0.4,0.0,0.6,6.4,14.8,0.0,12.8,4.4,0.6,0.6,0.2,0.6,0.2,2.2,2.33,11.0,0.0,11.0,3.0,2.67,1.33,2.0,0.33,0.0,0.67,6.0,14.67,0.0,14.67,4.67,0.33,0.33,0.0,1.0,0.0,2.33,1.225,2.55,0.0,4.207,2.608,1.14,1.342,1.304,0.548,0.0,0.548,1.342,4.087,0.0,3.347,2.408,0.548,0.894,0.447,0.548,0.447,1.789,0.577,3.606,0.0,4.583,2.0,0.577,1.528,1.0,0.577,0.0,0.577,1.732,5.686,0.0,0.577,1.528,0.577,0.577,0.0,0.0,0.0,1.528,5.8,10.2,0.2,13.6,4.6,1.6,1.4,1.6,0.2,0.6,0.2,6.0,12.8,0.0,13.2,4.6,0.8,0.8,0.2,0.6,0.2,1.6,5.0,12.0,0.0,9.33,4.0,2.0,1.0,0.67,0.33,0.67,0.0,7.67,13.0,0.0,14.0,5.0,0.33,0.67,0.0,0.67,0.33,1.33,3.421,2.683,0.447,6.542,1.14,0.894,1.14,2.074,0.447,0.548,0.447,2.739,5.07,0.0,2.49,1.14,0.837,0.837,0.447,0.548,0.447,1.14,3.464,0.0,0.0,1.155,1.0,1.0,1.0,1.155,0.577,0.577,0.0,1.528,7.0,0.0,1.0,1.0,0.577,1.155,0.0,0.577,0.577,1.155,Liverpool,2.05,3.47,3.71,2014-12-02,E0,3.0,1.0,A,D,Leicester,2.09,3.58,3.8,2.05,2.09,0.347466081381,0.288565814495,0.363968074322,0.356653566553,0.264816943401,0.378529490047,0.365781823188,0.381652382661,0.252565794151,0.312045102729,0.289019828873,0.398935068398,0.303076923077,0.281538461538,0.415384615385,0
2015,29627,3.6,13.2,0.0,10.2,3.6,3.0,1.0,1.6,0.2,0.2,0.6,6.6,11.4,0.2,15.8,3.4,0.8,0.8,0.2,0.4,0.4,1.6,4.33,11.33,0.0,10.67,3.0,2.33,0.67,1.0,0.33,0.0,0.67,5.33,13.67,0.33,16.67,3.0,0.67,0.33,0.33,0.33,0.33,1.0,1.673,3.033,0.0,2.168,1.517,1.0,1.0,0.894,0.447,0.447,0.548,2.074,5.177,0.447,5.215,1.14,0.837,0.837,0.447,0.548,0.548,1.517,1.155,2.082,0.0,2.517,1.732,0.577,1.155,0.0,0.577,0.0,0.577,0.577,5.508,0.577,3.055,1.0,1.155,0.577,0.577,0.577,0.577,1.732,5.4,12.2,0.2,8.4,3.4,3.2,0.6,1.8,0.0,0.2,0.8,8.0,12.2,0.2,15.4,5.0,0.2,1.0,0.0,0.4,0.6,2.2,3.67,12.67,0.33,6.33,2.33,3.33,0.33,1.67,0.0,0.33,0.67,7.33,11.0,0.0,18.0,6.0,0.0,0.67,0.0,0.67,0.33,2.0,3.715,1.095,0.447,3.507,1.949,1.095,0.548,0.837,0.0,0.447,0.447,3.0,3.768,0.447,5.857,1.581,0.447,1.0,0.0,0.548,0.548,1.304,3.512,1.155,0.577,2.517,1.528,1.528,0.577,1.155,0.0,0.577,0.577,3.512,2.646,0.0,5.568,1.0,0.0,1.155,0.0,0.577,0.577,1.0,Stoke,7.9,4.45,1.44,2014-12-02,E0,1.0,2.0,H,D,Man United,8.65,4.7,1.44,1.44,1.44,0.187524631619,0.242775142193,0.569700241089,0.17733033177,0.232948439281,0.589721228948,0.00365545451359,0.0449811284801,0.951363417006,0.157345536398,0.228878654557,0.613775809045,0.215384615385,0.249230769231,0.535384615385,2
2016,29628,3.6,11.4,0.0,9.8,2.4,1.2,0.4,2.2,0.0,0.0,1.0,9.0,10.6,0.0,16.2,7.0,0.0,1.0,0.0,0.4,0.6,1.4,4.67,12.67,0.0,10.0,2.67,1.67,0.33,1.67,0.0,0.0,1.0,12.0,10.0,0.0,14.33,5.67,0.0,0.67,0.0,0.33,0.67,1.33,2.408,2.51,0.0,2.168,1.14,1.304,0.548,1.095,0.0,0.0,0.0,5.339,1.673,0.0,3.564,2.55,0.0,1.225,0.0,0.548,0.548,0.894,2.517,2.082,0.0,3.0,1.528,1.528,0.577,0.577,0.0,0.0,0.0,4.583,2.0,0.0,3.512,2.517,0.0,0.577,0.0,0.577,0.577,1.155,4.6,13.6,0.0,10.4,4.2,2.8,1.0,1.4,0.2,0.4,0.4,3.4,9.0,0.2,10.4,3.8,0.4,0.6,0.0,0.8,0.2,1.2,6.0,12.67,0.0,10.67,4.33,2.33,0.67,1.67,0.0,0.33,0.67,4.0,7.67,0.0,12.0,4.0,0.33,0.67,0.0,0.67,0.33,1.67,3.578,2.51,0.0,1.342,0.447,1.924,0.707,0.894,0.447,0.548,0.548,1.673,2.345,0.447,4.98,1.304,0.548,0.548,0.0,0.447,0.447,2.168,4.0,3.055,0.0,1.528,0.577,2.517,0.577,0.577,0.0,0.577,0.577,2.0,2.082,0.0,5.568,1.0,0.577,0.577,0.0,0.577,0.577,2.887,QPR,5.18,3.7,1.71,2014-12-02,E0,0.0,2.0,H,D,Swansea,5.38,3.96,1.72,1.71,1.72,0.259098112583,0.280697107315,0.460204780102,0.243427122868,0.268927619144,0.487645257989,0.0227748984945,0.296057441764,0.681167659742,0.20840085448,0.267284006238,0.524315139283,0.233846153846,0.272307692308,0.493846153846,2
2017,29629,6.8,11.0,0.0,15.0,3.8,1.8,1.8,1.8,0.2,0.4,0.4,5.0,9.8,0.2,14.2,4.4,0.2,1.0,0.0,0.2,0.8,1.4,4.67,12.0,0.0,15.33,3.67,1.67,2.0,1.67,0.33,0.33,0.33,5.0,9.0,0.0,17.33,4.33,0.0,0.67,0.0,0.33,0.67,1.0,3.421,2.55,0.0,4.472,1.483,1.095,0.837,0.447,0.447,0.548,0.548,3.162,4.147,0.447,5.07,1.517,0.447,0.707,0.0,0.447,0.447,1.14,2.517,1.732,0.0,6.11,2.082,1.155,1.0,0.577,0.577,0.577,0.577,4.0,5.568,0.0,3.512,1.528,0.0,0.577,0.0,0.577,0.577,1.0,4.8,8.2,0.0,13.0,4.6,1.2,1.4,1.6,0.4,0.4,0.2,5.4,9.6,0.0,12.8,3.0,0.6,0.6,0.4,0.2,0.4,1.4,3.67,8.0,0.0,11.0,4.67,0.67,1.67,0.67,0.67,0.33,0.0,5.67,11.67,0.0,12.0,2.33,1.0,0.0,0.67,0.33,0.0,1.67,3.564,1.483,0.0,6.245,2.074,0.837,0.894,1.673,0.548,0.548,0.447,3.715,3.362,0.0,5.357,2.0,0.894,0.894,0.548,0.447,0.548,1.14,0.577,2.0,0.0,5.196,1.528,0.577,0.577,1.155,0.577,0.577,0.0,1.528,2.517,0.0,4.359,1.528,1.0,0.0,0.577,0.577,0.0,1.528,West Ham,2.99,3.28,2.46,2014-12-02,E0,2.0,1.0,A,A,West Brom,3.06,3.33,2.54,2.99,3.06,0.380405247211,0.255727678537,0.363867133856,0.383668661149,0.239717134497,0.376614204354,0.847507844165,0.126960078194,0.0255320776411,0.383081710899,0.280002948599,0.336915340502,0.36,0.267692307692,0.372307692308,0
2018,29635,6.0,12.6,0.0,12.2,4.4,1.6,1.2,0.6,0.6,0.2,0.2,4.6,11.6,0.2,6.6,2.0,0.4,0.6,0.2,0.4,0.4,1.2,5.67,11.67,0.0,10.67,3.33,1.0,0.67,0.67,0.33,0.33,0.33,6.33,12.0,0.0,8.0,2.0,0.33,0.67,0.33,0.0,0.67,1.33,2.345,3.578,0.0,4.324,2.074,1.517,1.095,0.548,0.548,0.447,0.447,3.715,3.715,0.447,2.074,1.225,0.548,0.548,0.447,0.548,0.548,0.837,2.082,4.619,0.0,4.041,0.577,1.0,0.577,0.577,0.577,0.577,0.577,4.041,5.196,0.0,1.0,1.732,0.577,0.577,0.577,0.0,0.577,0.577,2.8,12.2,0.0,8.6,4.0,2.8,1.4,1.8,0.2,0.6,0.2,10.8,8.8,0.0,22.2,8.6,0.4,0.2,0.2,0.8,0.0,2.0,2.0,10.0,0.0,7.33,2.67,1.33,1.33,2.0,0.33,0.33,0.33,13.0,8.67,0.0,26.67,10.33,0.33,0.33,0.0,1.0,0.0,1.33,2.28,3.564,0.0,4.669,2.449,2.168,0.894,0.837,0.447,0.548,0.447,6.834,2.864,0.0,6.979,2.881,0.548,0.447,0.447,0.447,0.0,1.225,2.646,2.646,0.0,4.163,1.155,0.577,1.155,1.0,0.577,0.577,0.577,4.359,3.512,0.0,4.726,2.309,0.577,0.577,0.0,0.0,0.0,1.155,Southampton,4.76,3.64,1.77,2014-12-03,E0,0.0,1.0,H,D,Arsenal,5.02,3.86,1.78,1.77,1.78,0.215970739722,0.24834805727,0.535681188107,0.241141261883,0.209662003168,0.549196734949,0.0212697914576,0.134315968254,0.844414240288,0.243802855379,0.236998671085,0.519198473536,0.252307692308,0.236923076923,0.510769230769,2
2019,29636,6.4,11.6,0.2,16.2,6.0,2.6,1.6,1.8,0.4,0.4,0.2,5.8,11.0,0.4,12.8,4.4,0.4,1.0,0.0,0.4,0.6,3.0,7.33,9.67,0.33,20.0,6.67,2.0,1.67,2.0,0.67,0.0,0.33,3.0,12.67,0.67,14.0,5.0,0.33,1.33,0.0,0.0,1.0,2.33,2.408,2.966,0.447,6.38,1.225,2.074,0.548,1.304,0.548,0.548,0.447,5.215,2.915,0.548,5.404,4.722,0.548,0.707,0.0,0.548,0.548,1.414,2.887,1.155,0.577,2.646,0.577,1.0,0.577,1.732,0.577,0.0,0.577,0.0,2.082,0.577,5.292,6.083,0.577,0.577,0.0,0.0,0.0,1.155,2.0,10.2,0.2,8.0,1.0,1.6,0.6,2.6,0.0,0.0,1.0,9.2,10.4,0.0,18.0,7.2,0.2,1.2,0.0,0.2,0.8,1.4,1.33,10.33,0.33,7.33,0.67,1.0,0.33,2.0,0.0,0.0,1.0,10.0,9.67,0.0,14.67,6.33,0.0,1.33,0.0,0.0,1.0,1.67,1.414,1.304,0.447,2.449,0.707,1.517,0.894,0.894,0.0,0.0,0.0,5.119,2.881,0.0,8.66,2.387,0.447,0.447,0.0,0.447,0.447,1.673,1.155,1.528,0.577,2.517,0.577,1.732,0.577,0.0,0.0,0.0,0.0,7.0,3.786,0.0,8.505,2.887,0.0,0.577,0.0,0.0,0.0,2.082,Tottenham,8.05,4.67,1.41,2014-12-03,E0,0.0,3.0,H,H,Chelsea,8.02,4.93,1.44,1.41,1.44,0.24508202076,0.225160554051,0.52975744009,0.232889432155,0.242699715608,0.524410852236,0.0174768242379,0.0222268146838,0.960296361078,0.179064901967,0.207889391619,0.613045706414,0.249230769231,0.238461538462,0.512307692308,2
2020,29637,0.8,14.0,0.0,7.2,2.6,2.4,0.8,1.6,0.0,0.6,0.4,8.4,12.2,0.0,18.6,5.8,0.2,0.6,0.0,0.8,0.2,3.4,0.67,15.33,0.0,7.33,2.0,2.67,0.0,1.33,0.0,0.33,0.67,9.33,13.67,0.0,14.33,4.33,0.0,0.67,0.0,0.67,0.33,3.67,0.837,2.828,0.0,3.633,1.14,0.894,1.095,1.14,0.0,0.548,0.548,3.782,2.95,0.0,6.107,2.387,0.447,0.894,0.0,0.447,0.447,1.673,0.577,2.887,0.0,4.163,1.0,1.155,0.0,1.528,0.0,0.577,0.577,4.041,2.887,0.0,2.517,1.528,0.0,1.155,0.0,0.577,0.577,2.082,2.4,14.6,0.2,10.8,3.2,2.6,2.0,2.0,0.4,0.2,0.4,6.0,9.2,0.0,16.0,5.2,0.6,0.8,0.2,0.4,0.4,1.8,3.0,14.67,0.33,10.67,1.67,2.67,0.33,1.67,0.0,0.33,0.67,5.0,10.33,0.0,15.33,4.33,0.0,0.67,0.0,0.33,0.67,2.0,2.074,1.517,0.447,2.28,2.95,0.548,2.55,1.225,0.548,0.447,0.548,4.0,1.643,0.0,1.414,1.643,0.894,0.447,0.447,0.548,0.548,0.447,2.646,1.528,0.577,3.055,1.528,0.577,0.577,1.528,0.0,0.577,0.577,5.292,0.577,0.0,1.528,1.528,0.0,0.577,0.0,0.577,0.577,0.0,Hull,6.83,4.1,1.51,2014-12-03,E0,1.0,1.0,D,H,Everton,7.8,4.41,1.5,4.1,4.41,0.257483005524,0.224036455154,0.518480539322,0.225240600192,0.23924966405,0.535509735758,0.0136030748289,0.108125630954,0.878271294217,0.156885061446,0.230495510214,0.61261942834,0.204615384615,0.249230769231,0.546153846154,1
2021,29638,7.2,9.8,0.2,21.2,6.0,1.6,2.4,1.2,0.6,0.2,0.2,4.4,9.0,0.0,11.6,3.6,0.6,0.8,0.0,0.8,0.2,1.4,7.0,12.33,0.33,19.67,5.67,1.67,2.0,1.33,0.33,0.33,0.33,6.33,10.33,0.0,14.0,4.0,0.33,0.67,0.0,0.67,0.33,2.33,0.837,3.768,0.447,4.382,0.707,0.548,1.14,1.095,0.548,0.447,0.447,3.209,3.0,0.0,4.037,1.517,0.894,0.837,0.0,0.447,0.447,1.673,1.0,2.082,0.577,4.163,0.577,0.577,1.0,1.155,0.577,0.577,0.577,2.082,1.528,0.0,2.646,0.0,0.577,0.577,0.0,0.577,0.577,1.528,4.0,12.8,0.2,14.6,4.8,2.4,0.8,0.8,0.2,0.6,0.2,5.4,11.6,0.0,11.2,3.0,0.4,0.4,0.2,0.6,0.2,2.4,5.0,10.67,0.0,18.33,6.0,2.33,1.0,0.33,0.33,0.67,0.0,3.33,11.67,0.0,11.0,3.0,0.33,0.0,0.33,0.67,0.0,2.33,2.55,3.347,0.447,6.348,2.28,1.14,0.837,1.304,0.447,0.548,0.447,3.209,1.342,0.0,2.588,0.0,0.548,0.894,0.447,0.548,0.447,0.894,2.646,2.082,0.0,4.933,1.0,0.577,1.0,0.577,0.577,0.577,0.0,1.528,1.155,0.0,1.0,0.0,0.577,0.0,0.577,0.577,0.0,1.155,Man City,1.49,4.33,6.8,2014-12-03,E0,4.0,1.0,A,A,Sunderland,1.5,4.67,7.23,1.49,1.5,0.433326363564,0.293853700161,0.272819906473,0.447261116521,0.27901426549,0.273724617989,0.993595444469,0.00639736536564,7.19016528007e-06,0.562880412605,0.251982831761,0.185136755635,0.396923076923,0.286153846154,0.316923076923,0
