,INFO_Div,INFO_Date,probs_A,probs_D,probs_H,probs,prob_less_bet,pred,INFO_FTR,INFO_ODD_BET,WIN,WIN_P
2932,E0,2016-03-01,0.49911320108,0.25809504707,0.24279175185,0.49911320108,-0.0356461572085,A,A,1.87,0.87,0.91
2933,E2,2010-02-02,0.317125126114,0.259603738846,0.423271135039,0.423271135039,-0.00407929231097,H,H,2.34,1.34,
2934,E2,2011-02-05,0.363176388888,0.268793547707,0.368030063405,0.368030063405,0.00571122282562,H,A,2.76,-1.0,-1.0
2935,E2,2012-03-10,0.307989206682,0.288488745916,0.403522047402,0.403522047402,-0.0449084458718,H,D,2.23,-1.0,-1.0
2936,E2,2011-03-29,0.281190147338,0.270582878595,0.448226974067,0.448226974067,-0.0302419254543,H,H,2.09,1.09,
2937,F1,2016-02-02,0.336069386221,0.309238173715,0.354692440063,0.354692440063,-0.0374644226819,H,A,2.55,-1.0,-1.0
2938,F1,2014-12-03,0.320569764926,0.271319460988,0.408110774086,0.408110774086,0.0321709244619,H,D,2.66,-1.0,-1.0
2939,D1,2015-12-04,0.1699185237,0.223580978651,0.60650049765,0.60650049765,-0.0224303199605,H,H,1.59,0.59,0.61
2940,E2,2009-12-05,0.205847810682,0.254921047725,0.539231141593,0.539231141593,-0.0194280762845,H,H,1.79,0.79,
2941,SP1,2015-01-18,0.830279207466,0.0964180498714,0.0733027426622,0.830279207466,0.017271077385,A,A,1.23,0.23,0.25
2942,F1,2012-04-15,0.437130284805,0.285280415043,0.277589300151,0.437130284805,-0.0459615026342,A,D,2.07,-1.0,-1.0
2943,I1,2016-01-06,0.427665271833,0.285345021272,0.286989706895,0.427665271833,-0.0289557327328,A,D,2.19,-1.0,-1.0
2944,I1,2013-03-30,0.424090374731,0.284184037964,0.291725587305,0.424090374731,-0.0325306298357,A,A,2.19,1.19,1.18
2945,I1,2012-01-08,0.3655430291,0.316014962282,0.318442008618,0.3655430291,-0.0360633966028,A,A,2.49,1.49,
2946,E0,2014-12-26,0.0559275940099,0.144934034856,0.799138371134,0.799138371134,0.00548757748317,H,H,1.26,0.26,0.28
2947,I1,2014-01-26,0.470450631447,0.279612933664,0.249936434889,0.470450631447,-0.0450132860783,A,A,1.94,0.94,1.01
2948,D1,2011-02-05,0.336337109659,0.28175909768,0.381903792661,0.381903792661,-0.0246002723794,H,H,2.46,1.46,
2949,SP1,2015-01-24,0.182419608496,0.272163005684,0.54541738582,0.54541738582,-0.029295257858,H,H,1.74,0.74,0.78
2950,SC0,2011-04-30,0.244232327464,0.254611140048,0.501156532488,0.501156532488,0.00115653248794,H,A,2.0,-1.0,-1.0
2951,SC0,2011-01-15,0.2215923442,0.293365840463,0.485041815337,0.485041815337,-0.07361740254,H,H,1.79,0.79,
2952,SC0,2012-02-21,0.230003801134,0.28546575393,0.484530444936,0.484530444936,-0.0473844486808,H,H,1.88,0.88,
2953,SP1,2015-05-02,0.970020238731,0.0267527142948,0.00322704697403,0.970020238731,0.0525890460706,A,A,1.09,0.09,0.09
2954,F1,2013-11-02,0.33835315227,0.297708928467,0.363937919263,0.363937919263,-0.0162902176192,H,H,2.63,1.63,1.7
2955,E1,2012-11-06,0.246646366313,0.247482163184,0.505871470502,0.505871470502,0.00587147050241,H,H,2.0,1.0,1.08
2956,I1,2016-02-19,0.602571692762,0.273409134494,0.124019172744,0.602571692762,-0.022428307238,A,D,1.6,-1.0,-1.0
2957,I1,2011-12-18,0.478901743445,0.306311000045,0.214787256509,0.478901743445,-0.0530131501719,A,A,1.88,0.88,
2958,I1,2013-02-23,0.279970532458,0.297521650858,0.422507816685,0.422507816685,-0.049190296523,H,D,2.12,-1.0,-1.0
