,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
0,27/10/2017 18:30,D1,Mainz,Ein Frankfurt,H,0.418095797901,0.0449614695431,1.11022302463e-16,2.68
1,28/10/2017 13:30,D1,Leverkusen,FC Koln,H,0.712821944097,-0.0334467126193,3.75,1.34
2,28/10/2017 13:30,D1,Schalke 04,Wolfsburg,H,0.496792616378,-0.0779200273007,0.25,1.74
5,28/10/2017 13:30,D1,Hoffenheim,M'gladbach,H,0.515222404037,0.0344531732681,1.75,2.08
8,29/10/2017 17:00,D1,Stuttgart,Freiburg,H,0.656082721514,0.103596533669,3.75,1.81
