,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,16/12/2017 17:00,I1,Torino,Napoli,A,0.614055469448,0.0152530742389,-0.8,1.67
3,17/12/2017 11:30,I1,Verona,Milan,A,0.528872444127,-0.100058373483,-1.6,1.59
5,17/12/2017 14:00,I1,Bologna,Juventus,A,0.468212488988,-0.221442683426,-0.8,1.45
9,17/12/2017 19:45,I1,Atalanta,Lazio,H,0.380563221449,-0.0413777068215,-0.2,2.37
