,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,02/12/2017 12:00,SP1,Barcelona,Celta,H,0.668984190981,-0.215971561231,2.4,1.13
9,04/12/2017 20:00,SP1,Girona,Alaves,H,0.469471586637,-0.144025345879,0.2,1.63
