,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
4,28/10/2017 14:00,SC0,Motherwell,Hibernian,A,0.548466016956,0.076767903748,1.0,2.12
