,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
0,18/11/2017 17:00,I1,Roma,Lazio,H,0.447291355023,0.00284691057886,-0.8,2.25
3,19/11/2017 14:00,I1,Benevento,Sassuolo,A,0.423229180563,-0.0507044687258,-1.4,2.11
5,19/11/2017 14:00,I1,Spal,Fiorentina,A,0.554490764603,0.0336574312696,-1.6,1.92
9,20/11/2017 19:45,I1,Verona,Bologna,A,0.34318582551,-0.0459192328557,-1.4,2.57
