,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,17/11/2017 19:45,F1,Amiens,Monaco,A,0.409635906058,-0.248258830784,-0.4,1.52
2,18/11/2017 16:00,F1,Paris SG,Nantes,H,0.603832262649,-0.305258646442,2.8,1.1
8,19/11/2017 16:00,F1,Lyon,Montpellier,H,0.394837210433,-0.324587249999,0.8,1.39
