,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
3,09/12/2017 15:00,E0,Huddersfield,Brighton,H,0.439841764248,0.0624832736817,-0.6,2.65
4,09/12/2017 15:00,E0,Swansea,West Brom,H,0.531816939983,0.155877090359,0.6,2.66
13,13/12/2017 19:45,E0,Newcastle,Everton,H,0.459372111061,0.0356432975017,1.4,2.36
