,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
0,27/10/2017 18:45,F1,Paris SG,Nice,H,0.612053473982,-0.242647380719,4.25,1.17
3,28/10/2017 18:00,F1,Guingamp,Amiens,H,0.48414550099,-0.118264137564,1.6,1.66
4,28/10/2017 18:00,F1,Montpellier,Rennes,H,0.364497641786,-0.125698436645,0.6,2.04
7,29/10/2017 14:00,F1,Lyon,Metz,H,0.582335825525,-0.258000308929,2.2,1.19
