,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,28/10/2017 14:00,E2,Bristol Rvs,Milton Keynes Dons,H,0.466122493907,-0.0440815877252,0.2,1.96
3,28/10/2017 14:00,E2,Charlton,AFC Wimbledon,H,0.438561586892,-0.076902330634,1.0,1.94
11,28/10/2017 14:00,E2,Wigan,Blackburn,H,0.567837650353,0.0213895629218,1.2,1.83
