,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,04/11/2017 14:30,D1,M'gladbach,Mainz,H,0.55956187827,-0.0501942192911,1.55,1.64
2,04/11/2017 14:30,D1,Augsburg,Leverkusen,H,0.459013794508,0.160506331822,0.6,3.35
4,04/11/2017 14:30,D1,RB Leipzig,Hannover,H,0.658033555536,-0.0176421201398,1.05,1.48
6,04/11/2017 17:30,D1,Dortmund,Bayern Munich,H,0.496374617037,0.204829427532,1.95,3.43
8,05/11/2017 17:00,D1,Wolfsburg,Hertha,H,0.42721542624,-0.0653954111986,0.15,2.03
