,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,21/10/2017 15:00,F1,Monaco,Caen,H,0.533245705356,-0.213022951361,2.0,1.34
5,21/10/2017 18:00,F1,Amiens,Bordeaux,A,0.467776055052,-0.138284551009,0.27,1.65
8,22/10/2017 15:00,F1,Troyes,Lyon,A,0.38389303654,-0.22216756952,0.05,1.65
9,22/10/2017 19:00,F1,Marseille,Paris SG,A,0.414327069157,-0.289898282956,-1.25,1.42
