,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,28/10/2017 11:30,E1,Sheffield Weds,Barnsley,H,0.503186771762,-0.0748479103192,1.2,1.73
3,28/10/2017 14:00,E1,Cardiff,Millwall,H,0.511539461247,-0.0631731824309,1.4,1.74
4,28/10/2017 14:00,E1,Fulham,Bolton,H,0.431324788657,-0.258330383756,1.8,1.45
13,31/10/2017 19:45,E1,Cardiff,Ipswich,H,0.527461557604,-0.139205109062,1.2,1.5
19,31/10/2017 19:45,E1,Sheffield Weds,Millwall,H,0.483229702277,-0.0914829414013,1.2,1.74
