,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
1,04/11/2017 12:00,SP1,Valencia,Leganes,H,0.544907683145,-0.117343972485,1.6,1.51
4,04/11/2017 19:45,SP1,Barcelona,Sevilla,H,0.728910052901,-0.104423280432,4.4,1.2
9,05/11/2017 19:45,SP1,Real Madrid,Las Palmas,H,0.701820665374,-0.232758773879,2.2,1.07
