,Date,Div,HomeTeam,AwayTeam,pred,probs,prob_less_bet,H-A,INFO_ODD_BET
3,21/10/2017 14:00,E1,Brentford,Sunderland,H,0.512850836804,-0.0553309813781,1.4,1.76
7,21/10/2017 14:00,E1,Nott'm Forest,Burton,H,0.37791720217,-0.187054549242,0.8,1.77
9,21/10/2017 14:00,E1,Wolves,Preston,H,0.38877518476,-0.185937458918,0.2,1.74
