,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_C,param_gamma,param_kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.101298719645,0.0130629241467,-12.9485460703,-12.044229213,0.02,1,linear,"{'kernel': 'linear', 'C': 0.02, 'gamma': 1}",1,-14.4103450544,-11.6122743892,-10.1314970141,-12.3944048725,-13.4447155977,-12.0853790659,-11.8220885188,-12.2504806728,-13.212933195,-12.2174585168,-11.3585022476,-12.0193301673,-14.8355978389,-11.9202736369,-14.3719740028,-11.8542323826,0.0314396323171,0.00466988370011,1.57341434814,0.23332731086
