,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_l1_ratio,param_loss,param_penalty,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.249985933304,0.00578513741493,-15.4884790564,-15.2681400078,0.00013,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.00013, 'loss': 'log', 'l1_ratio': 0.6}",16,-14.5349441294,-14.7041413865,-15.059396409,-15.0395447906,-15.733693849,-15.1323117532,-16.0084311755,-15.3963752779,-15.483950566,-14.9396306483,-15.1343345996,-15.1787143984,-15.6837809228,-15.5926302205,-16.2698657936,-16.1617715873,0.0192260953003,0.00314906207667,0.524133247639,0.422053085283
1,0.212761133909,0.00252470374107,-15.3292527367,-15.1111599986,0.00013,0.65,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.00013, 'loss': 'log', 'l1_ratio': 0.65}",14,-14.534935457,-14.6898632175,-14.9844686254,-15.3499746152,-16.1582514749,-15.5890325106,-15.6587943953,-15.0681131061,-15.5588766152,-14.6113667418,-15.7836640132,-15.453460117,-15.2841768691,-15.1894184821,-14.6703780338,-14.9380511984,0.011976774218,0.000624229162662,0.529257230056,0.32935396784
2,0.208723515272,0.00232258439064,-15.4822341004,-15.1236454912,0.00013,0.7,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.00013, 'loss': 'log', 'l1_ratio': 0.7}",15,-14.4350315528,-14.8682636752,-15.2342095957,-15.2572014573,-16.1083015464,-15.2357847819,-15.9085330529,-14.9289501065,-15.9085128173,-14.9967208565,-16.1582728669,-15.5997497281,-14.8596487294,-15.0360137413,-15.2451912445,-15.066479583,0.00845746534924,0.000282667772766,0.593148185155,0.220020156262
3,0.207892209291,0.00273117423058,-15.2636852889,-15.1316644607,0.00013,0.75,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.00013, 'loss': 'log', 'l1_ratio': 0.75}",13,-14.7846567698,-14.9146398875,-14.7596991504,-14.8611355769,-15.6337991953,-15.0002982461,-14.9844732507,-14.8611404505,-15.5338999164,-15.0431062377,-15.6587943953,-15.5355275392,-15.2841895887,-15.3178822716,-15.4701193101,-15.5195854765,0.012119803342,0.000905069231987,0.348323397455,0.266184521863
4,0.221550434828,0.00242307782173,-13.9898734307,-13.8297620868,0.0015,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0015, 'loss': 'log', 'l1_ratio': 0.6}",6,-14.2352277915,-13.8299408818,-13.6857941878,-13.9298380079,-13.7357452727,-13.9155752856,-14.9345134934,-13.7229072319,-14.9344909451,-13.5551867377,-13.5359692631,-14.2010359914,-13.9355415179,-13.8192346505,-12.9209320587,-13.6643779076,0.0142925530004,0.000324416806205,0.647397156419,0.183540109793
5,0.227569103241,0.00347876548767,-14.0554364696,-13.8529535629,0.0015,0.65,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0015, 'loss': 'log', 'l1_ratio': 0.65}",11,-13.8356399263,-13.837074845,-13.7856928886,-13.9619525717,-13.7856934668,-13.8620542892,-14.9844622656,-13.7371780493,-15.0593611412,-13.5230737434,-13.7357666647,-14.1939003762,-14.1603063676,-13.9619586017,-13.0958752098,-13.7464360267,0.0288578300686,0.0028086448126,0.62232885643,0.185038245762
6,0.23700889945,0.00268420577049,-13.9524105613,-13.8449258123,0.0015,0.7,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0015, 'loss': 'log', 'l1_ratio': 0.7}",4,-13.9355386271,-13.8085308973,-13.7607185025,-13.9227028883,-13.8606166251,-13.9405519213,-15.0094372299,-13.7050648072,-14.909520028,-13.5516199214,-13.4360780785,-14.1796271633,-13.9105688663,-13.9298478376,-12.7959703508,-13.7214610624,0.0303722185364,0.000736619115569,0.67859141161,0.179090742265
7,0.252728611231,0.00319516658783,-14.0367055047,-13.810136635,0.0015,0.75,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0015, 'loss': 'log', 'l1_ratio': 0.75}",10,-14.1852790192,-13.7978266485,-13.7607144553,-13.8870209299,-14.2602004431,-13.9227125528,-15.1343091605,-13.6051574384,-14.9844431863,-13.4624185361,-13.4111036923,-14.1439451223,-13.885597371,-13.9120064041,-12.6710092215,-13.750005448,0.0285986082726,0.00183892285609,0.752457146027,0.195921454589
8,0.210498988628,0.00223499536514,-13.9711394302,-13.7914033856,0.0017,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0017, 'loss': 'log', 'l1_ratio': 0.6}",5,-13.7607156117,-13.8085305669,-13.7607156117,-13.9048595549,-13.9605112787,-13.865621436,-14.9594867232,-13.5373621553,-14.9594635967,-13.5658879303,-13.4610461048,-14.1403733498,-13.9854908683,-13.8834601436,-12.9209262729,-13.6251319481,0.0104616652433,0.00014813574635,0.652413160723,0.191039525521
9,0.213886618614,0.00241777300835,-14.0367029027,-13.7860506757,0.0017,0.65,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0017, 'loss': 'log', 'l1_ratio': 0.65}",9,-13.8356410827,-13.8977332739,-14.0853797403,-13.7942504153,-14.0354344371,-13.8513500403,-15.134303957,-13.6229970546,-15.1093087571,-13.5444783588,-13.5109977678,-14.1046946129,-13.8606160469,-13.772846213,-12.720990086,-13.7000554369,0.00954738918808,0.000370755176896,0.744616527572,0.16234662408
10,0.218830317259,0.00217619538307,-13.949284867,-13.7151361846,0.0017,0.7,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0017, 'loss': 'log', 'l1_ratio': 0.7}",3,-14.0354321244,-13.751439863,-13.8106638057,-13.8763161855,-13.9105601939,-13.9191414411,-14.9594873014,-13.5516359464,-14.6847459277,-13.4659808093,-13.4860262725,-14.0368989168,-13.7107685739,-13.5980086067,-12.9959053806,-13.521667708,0.0078391843989,9.36852251525e-05,0.588384735577,0.197612626165
11,0.213613271713,0.00322741270065,-14.0273372396,-13.7383283493,0.0017,0.75,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0017, 'loss': 'log', 'l1_ratio': 0.75}",8,-13.8606143124,-13.7871211606,-13.8356376137,-13.9191326026,-14.1353273562,-13.8691889958,-15.1592812339,-13.5801789854,-14.709728408,-13.3696449652,-13.660838881,-14.0083519128,-13.7607208151,-13.797824253,-13.0958757884,-13.5751839193,0.0112087475543,0.00226741450551,0.601645893171,0.198809794996
12,0.225811034441,0.00243067741394,-13.914938296,-13.6812351499,0.002,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.002, 'loss': 'log', 'l1_ratio': 0.6}",1,-13.7856888415,-13.7443016045,-13.7357383348,-13.8334964642,-13.6108681387,-13.7621427902,-14.9594820979,-13.4695646419,-14.8845381257,-13.5801573434,-13.5609372895,-13.9262822603,-13.7107645268,-13.5765921791,-13.0708787024,-13.5573439157,0.0090067188987,0.000282912603496,0.61762379445,0.1479338257
13,0.218828588724,0.00231596827507,-14.0210901154,-13.6651809816,0.002,0.65,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.002, 'loss': 'log', 'l1_ratio': 0.65}",7,-13.9105596157,-13.8192328333,-13.6857924533,-13.8013842133,-14.185274394,-13.8656154059,-14.9345082899,-13.4196132703,-14.9095159808,-13.3839128915,-13.5359669505,-13.8727627508,-13.7607173462,-13.6907771388,-13.245825325,-13.4681493492,0.00700114708257,0.000198083065504,0.578706834014,0.195076686663
14,0.214393883944,0.00223523378372,-13.9461607628,-13.637526294,0.002,0.7,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.002, 'loss': 'log', 'l1_ratio': 0.7}",2,-13.5609228354,-13.7835494706,-13.6358471501,-13.8584732651,-14.1103506575,-13.8227982454,-15.1343016444,-13.3803624305,-14.8345934007,-13.3589343559,-13.6608342557,-13.8549189218,-13.6108681387,-13.5444802586,-13.0208989951,-13.4966934045,0.00774452217827,0.000177229447457,0.663541017758,0.201234866157
