,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,2.14483875036,0.0592713654041,-13.6245626977,-13.0585816614,30,{'n_estimators': 30},1,-14.260171535,-12.7915898382,-13.0364399133,-13.2518708037,-13.7107396659,-13.1162827156,-14.4599585296,-13.0235163311,-13.3611023074,-13.1983485683,-13.1862862299,-13.1376955912,-13.2362292205,-12.9771252503,-13.7456617423,-12.972224193,0.409098566288,0.033882349967,0.485067611767,0.138334231403
