,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0283688902855,0.00700351595879,-14.8078804078,-14.7516842254,{},1,-15.1842712304,-14.6934444068,-14.909573797,-14.8219012577,-14.9095500924,-14.7576721301,-15.4839679109,-14.6185114434,-14.6098724912,-14.7719452604,-13.3611647489,-14.8789892356,-14.5349423949,-14.7933536755,-15.4701794824,-14.6776563939,0.0109555849976,0.00526789293722,0.63882207051,0.0789989644311
