,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0248824954033,0.00621065497398,-14.8953063217,-14.8199316032,{},1,-15.4090459089,-14.7362721405,-14.5849137155,-14.864727422,-14.6847910243,-14.8932676525,-15.4340295455,-14.7041559247,-15.1842891534,-14.7576811338,-13.7857322036,-14.9753359007,-14.5599312351,-14.8468822713,-15.5201696043,-14.7811303802,0.00835858102744,0.00234581100106,0.560396339379,0.0851801363192
