,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_l1_ratio,param_loss,param_penalty,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.259076446295,0.0061522424221,-13.914938296,-13.6812351499,0.002,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.002, 'loss': 'log', 'l1_ratio': 0.6}",9,-13.7856888415,-13.7443016045,-13.7357383348,-13.8334964642,-13.6108681387,-13.7621427902,-14.9594820979,-13.4695646419,-14.8845381257,-13.5801573434,-13.5609372895,-13.9262822603,-13.7107645268,-13.5765921791,-13.0708787024,-13.5573439157,0.030118839751,0.00274601406738,0.61762379445,0.1479338257
1,0.228318840265,0.00239595770836,-13.9492842165,-13.6544757542,0.002,0.62,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.002, 'loss': 'log', 'l1_ratio': 0.62}",12,-13.8855869641,-13.787121078,-14.0354309681,-13.8156570958,-14.1103523919,-13.8691828831,-14.9345111808,-13.3910670924,-14.7097237827,-13.3339596201,-13.4110984889,-13.926283582,-13.6358477282,-13.5765965571,-12.8709425155,-13.535938125,0.012911719769,0.000246620480668,0.626150130828,0.210886197829
2,0.219315260649,0.00332030653954,-13.8743532016,-13.6567061335,0.002,0.64,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.002, 'loss': 'log', 'l1_ratio': 0.64}",6,-13.6608180672,-13.7228937677,-13.7107685739,-13.8513377325,-14.1602976952,-13.7550042013,-14.9844576403,-13.3482501796,-14.3351091474,-13.4588449462,-13.4860170219,-14.0083493521,-13.8356376137,-13.5837334939,-12.8209581795,-13.5252353948,0.0109490815436,0.00229773232874,0.59792876539,0.203863131694
3,0.216940879822,0.00241839885712,-13.936791775,-13.6388621321,0.0022,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0022, 'loss': 'log', 'l1_ratio': 0.6}",10,-13.7357389129,-13.6907791213,-13.5858977997,-13.8406326576,-13.8356318321,-13.8085264367,-15.0593750171,-13.3839289991,-14.7596650389,-13.3625019983,-13.6358581352,-13.8763231241,-13.8606085308,-13.548047901,-13.0208966807,-13.6001568187,0.00940851289375,0.000291007651646,0.617048745234,0.186979801532
4,0.216060370207,0.00232377648354,-13.8493759076,-13.6687454064,0.0022,0.62,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0022, 'loss': 'log', 'l1_ratio': 0.62}",5,-13.9105619283,-13.7978233443,-13.6857918752,-13.9119936007,-13.7107593233,-13.8691813963,-15.0344035217,-13.3874971371,-14.3600846898,-13.3410912703,-13.5859099411,-13.8727560599,-13.6857918752,-13.619411157,-12.8209604938,-13.5502092854,0.0157197910928,0.00014154625803,0.598763176562,0.212299385567
5,0.233929485083,0.00235015153885,-13.949280675,-13.6424300533,0.0022,0.64,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0022, 'loss': 'log', 'l1_ratio': 0.64}",11,-13.7856859507,-13.7193242254,-13.8606119998,-13.7692703929,-14.035426921,-13.8192258946,-14.9594809416,-13.3518163351,-14.8595631615,-13.3732061645,-13.4610409013,-13.9120047521,-13.8106614931,-13.6408164331,-12.8209581795,-13.5537762289,0.0248650748135,0.000206764509262,0.653955179682,0.190633290964
6,0.245139718056,0.00231602787971,-13.89620444,-13.6089782757,0.0024,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0024, 'loss': 'log', 'l1_ratio': 0.6}",8,-13.985482774,-13.776413525,-13.3111801306,-13.7835422016,-14.1353186838,-13.658662575,-14.9594792071,-13.3339730018,-14.8845358131,-13.3946121841,-13.6358552443,-13.8120968876,-13.5359420895,-13.5444777805,-12.7209918217,-13.56804805,0.0215109424391,0.000193922095016,0.715263802688,0.169428873789
7,0.230152666569,0.00240272283554,-13.8774707286,-13.59247523,0.0024,0.62,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0024, 'loss': 'log', 'l1_ratio': 0.62}",7,-13.8855846514,-13.6301188751,-13.7107639486,-13.8227894068,-14.0104479096,-13.7692729536,-14.9844512806,-13.3411091952,-14.8845358131,-13.3303875997,-13.136366944,-13.8120930053,-13.8356324102,-13.5087966482,-12.5710382351,-13.5252341559,0.019275146742,0.000188161384779,0.753496308031,0.186195241236
8,0.216113567352,0.00256264209747,-13.7151244246,-13.5808800547,0.0024,0.64,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0024, 'loss': 'log', 'l1_ratio': 0.64}",1,-13.461021822,-13.6229808644,-13.2362598631,-13.7728384483,-13.7856807472,-13.7086128727,-14.7596858527,-13.3161337159,-14.859561427,-13.3303875171,-13.4610356979,-13.8085266019,-13.6358384777,-13.6265441289,-12.5210481133,-13.4610162882,0.0102067636233,0.000592605637216,0.72419921868,0.178902484538
9,0.21392467618,0.00304034352303,-13.7869308293,-13.5518885363,0.0026,0.6,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 0.0026, 'loss': 'log', 'l1_ratio': 0.6}",3,-14.2352208535,-13.7193227385,-13.211282008,-13.765700768,-13.7107575889,-13.7193155521,-14.9095275441,-13.341108204,-14.6597674944,-13.3339543335,-13.2612429216,-13.7335949602,-13.6108623571,-13.383911322,-12.6959970501,-13.4182004118,0.00748073917034,0.00185575405435,0.71214426654,0.184665724018
