,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
12,12.4024434984,0.0302406847477,-14.0554074866,-0.00579799790496,friedman_mse,deviance,10,log2,10,2,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 10}",44,-14.7097052816,-9.99200722163e-16,-13.935513188,-0.0071361108254,-13.3361331248,-0.0035680554127,-14.1353036516,-0.0035680554127,-14.2102181375,-0.0107041662381,-13.9105289731,-0.0071361108254,-14.0354049508,-0.0071361108254,-14.1705358307,-0.00713537370001,0.22100846226,0.00583592456259,0.357930346144,0.00305762912723
13,16.2554686666,0.0329656898975,-14.1178481559,-9.99200722163e-16,friedman_mse,deviance,10,log2,10,2,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 10}",49,-14.9594456737,-9.99200722163e-16,-13.5359235884,-9.99200722163e-16,-13.635821711,-9.99200722163e-16,-14.2851447648,-9.99200722163e-16,-14.5348822661,-9.99200722163e-16,-13.5858654227,-9.99200722163e-16,-14.3850504035,-9.99200722163e-16,-14.0205810869,-9.99200722163e-16,0.107074817873,0.0055838521209,0.480260498202,0.0
14,12.1823965013,0.0293756127357,-14.0554074866,-0.00579799790496,friedman_mse,deviance,10,log2,10,10,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 10}",44,-14.7097052816,-9.99200722163e-16,-13.935513188,-0.0071361108254,-13.3361331248,-0.0035680554127,-14.1353036516,-0.0035680554127,-14.2102181375,-0.0107041662381,-13.9105289731,-0.0071361108254,-14.0354049508,-0.0071361108254,-14.1705358307,-0.00713537370001,0.255128560235,0.00831404734311,0.357930346144,0.00305762912723
15,16.2966863215,0.0358180105686,-14.1178481559,-9.99200722163e-16,friedman_mse,deviance,10,log2,10,10,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 10}",49,-14.9594456737,-9.99200722163e-16,-13.5359235884,-9.99200722163e-16,-13.635821711,-9.99200722163e-16,-14.2851447648,-9.99200722163e-16,-14.5348822661,-9.99200722163e-16,-13.5858654227,-9.99200722163e-16,-14.3850504035,-9.99200722163e-16,-14.0205810869,-9.99200722163e-16,0.185943358369,0.00584361044556,0.480260498202,0.0
16,11.24767977,0.02935308218,-14.0803865153,-0.0142720580191,friedman_mse,deviance,10,log2,10,30,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 10}",47,-14.0354072635,-0.0071361108254,-13.1862891207,-0.0035680554127,-14.0603822277,-0.035680554127,-14.784635956,-0.0178402770635,-14.659762291,-0.0107041662381,-14.1602739906,-9.99200722163e-16,-14.3600748611,-0.0249764704919,-13.3957713901,-0.0142708299945,0.133515230139,0.00523273985128,0.522809860889,0.0109974954345
17,14.9167609513,0.0354924798012,-14.0273110754,-9.99200722163e-16,friedman_mse,deviance,10,log2,10,30,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 10}",40,-14.2851505464,-9.99200722163e-16,-13.4610067898,-9.99200722163e-16,-13.6857722177,-9.99200722163e-16,-14.709713954,-9.99200722163e-16,-14.5099159743,-9.99200722163e-16,-14.1103217494,-9.99200722163e-16,-14.1353030734,-9.99200722163e-16,-13.3207934396,-9.99200722163e-16,0.199551775097,0.00816694469896,0.463671009483,0.0
18,50.6382978261,0.0461477935314,-13.761917686,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,2,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 30}",11,-13.910521457,-9.99200722163e-16,-13.760673984,-9.99200722163e-16,-13.0613923292,-9.99200722163e-16,-14.5098974731,-9.99200722163e-16,-14.1602583802,-9.99200722163e-16,-13.935488327,-9.99200722163e-16,-13.2861693203,-9.99200722163e-16,-13.4707296689,-9.99200722163e-16,2.20313333806,0.00583665417868,0.443326066603,0.0
19,50.4587879777,0.046483784914,-13.761917686,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,2,200,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 30}",11,-13.910521457,-9.99200722163e-16,-13.760673984,-9.99200722163e-16,-13.0613923292,-9.99200722163e-16,-14.5098974731,-9.99200722163e-16,-14.1602583802,-9.99200722163e-16,-13.935488327,-9.99200722163e-16,-13.2861693203,-9.99200722163e-16,-13.4707296689,-9.99200722163e-16,2.10334979916,0.00714504296777,0.443326066603,0.0
20,51.4285498559,0.0558939874172,-13.6526495683,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,10,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 30}",1,-13.535904509,-9.99200722163e-16,-13.311141972,-9.99200722163e-16,-13.6358061006,-9.99200722163e-16,-14.4849242433,-9.99200722163e-16,-13.835602924,-9.99200722163e-16,-13.5858550157,-9.99200722163e-16,-13.7606803438,-9.99200722163e-16,-13.0708607665,-9.99200722163e-16,1.37474816608,0.00719742317188,0.389096503558,0.0
21,54.4844111204,0.0631483197212,-13.6526495683,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,10,200,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 30}",1,-13.535904509,-9.99200722163e-16,-13.311141972,-9.99200722163e-16,-13.6358061006,-9.99200722163e-16,-14.4849242433,-9.99200722163e-16,-13.835602924,-9.99200722163e-16,-13.5858550157,-9.99200722163e-16,-13.7606803438,-9.99200722163e-16,-13.0708607665,-9.99200722163e-16,2.91350750058,0.0121503834767,0.389096503558,0.0
22,50.7069185972,0.117914676666,-13.8774449259,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,30,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 30}",23,-13.8106337413,-9.99200722163e-16,-13.8605836699,-9.99200722163e-16,-13.4360214186,-9.99200722163e-16,-14.8845230935,-9.99200722163e-16,-14.2351890546,-9.99200722163e-16,-13.9354998903,-9.99200722163e-16,-13.3860738027,-9.99200722163e-16,-13.4707406619,-9.99200722163e-16,1.74333725234,0.0937029490796,0.467981452562,0.0
23,51.5006231666,0.0757220983505,-13.9055429271,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,30,200,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 30}",26,-14.1602687871,-9.99200722163e-16,-13.7357094267,-9.99200722163e-16,-13.4360237313,-9.99200722163e-16,-14.7596500067,-9.99200722163e-16,-14.2351896328,-9.99200722163e-16,-13.9105231915,-9.99200722163e-16,-13.5608939273,-9.99200722163e-16,-13.4457522546,-9.99200722163e-16,0.964706458603,0.0209254601294,0.430485067181,0.0
24,57.7701061368,0.0514858067036,-13.9523654606,-9.99200722163e-16,friedman_mse,deviance,30,log2,3,2,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 30}",31,-14.6597426335,-9.99200722163e-16,-13.0863759659,-9.99200722163e-16,-13.6607758614,-9.99200722163e-16,-14.484926556,-9.99200722163e-16,-14.8345627581,-9.99200722163e-16,-13.6857490912,-9.99200722163e-16,-13.7856518391,-9.99200722163e-16,-13.4207545901,-9.99200722163e-16,1.96687747019,0.00340571824481,0.589361179826,0.0
25,58.1798103452,0.0666829645634,-13.9523654606,-9.99200722163e-16,friedman_mse,deviance,30,log2,3,2,200,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 30}",31,-14.6597426335,-9.99200722163e-16,-13.0863759659,-9.99200722163e-16,-13.6607758614,-9.99200722163e-16,-14.484926556,-9.99200722163e-16,-14.8345627581,-9.99200722163e-16,-13.6857490912,-9.99200722163e-16,-13.7856518391,-9.99200722163e-16,-13.4207545901,-9.99200722163e-16,1.10636057015,0.0210046696859,0.589361179826,0.0
26,50.4310669005,0.080966681242,-13.6838687104,-9.99200722163e-16,friedman_mse,deviance,30,log2,3,10,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 30}",4,-13.8605692158,-9.99200722163e-16,-13.0364225684,-9.99200722163e-16,-13.386063974,-9.99200722163e-16,-14.5848241004,-9.99200722163e-16,-13.8106268034,-9.99200722163e-16,-13.7107200084,-9.99200722163e-16,-13.4859632529,-9.99200722163e-16,-13.5956960054,-9.99200722163e-16,1.83294255239,0.0539746929961,0.420516006618,0.0
27,52.9066645503,0.0628805756569,-13.6838687104,-9.99200722163e-16,friedman_mse,deviance,30,log2,3,10,200,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 30}",4,-13.8605692158,-9.99200722163e-16,-13.0364225684,-9.99200722163e-16,-13.386063974,-9.99200722163e-16,-14.5848241004,-9.99200722163e-16,-13.8106268034,-9.99200722163e-16,-13.7107200084,-9.99200722163e-16,-13.4859632529,-9.99200722163e-16,-13.5956960054,-9.99200722163e-16,5.56070215559,0.0183754453779,0.420516006618,0.0
28,37.2362962663,0.0873790979385,-13.8306133578,-9.99200722163e-16,friedman_mse,deviance,30,log2,3,30,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 30}",17,-13.9604719637,-9.99200722163e-16,-13.0614090959,-9.99200722163e-16,-13.5608904584,-9.99200722163e-16,-14.7097035471,-9.99200722163e-16,-14.3850347932,-9.99200722163e-16,-13.3361227179,-9.99200722163e-16,-13.8356040803,-9.99200722163e-16,-13.7956449211,-9.99200722163e-16,1.84525246248,0.0564236341699,0.500926744925,0.0
29,38.3002783358,0.0553678274155,-13.8493447563,-9.99200722163e-16,friedman_mse,deviance,30,log2,3,30,200,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 30}",18,-13.5858613755,-9.99200722163e-16,-13.0614114086,-9.99200722163e-16,-13.6108357616,-9.99200722163e-16,-14.9094922762,-9.99200722163e-16,-14.6098013773,-9.99200722163e-16,-13.286171633,-9.99200722163e-16,-13.9105295513,-9.99200722163e-16,-13.820633907,-9.99200722163e-16,1.77766711563,0.0054699876536,0.588572189142,0.0
30,34.0074549913,0.0551075339317,-13.8555884835,-9.99200722163e-16,friedman_mse,deviance,30,log2,10,2,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 30}",19,-13.8855534307,-9.99200722163e-16,-12.8116646566,-9.99200722163e-16,-13.6857577636,-9.99200722163e-16,-14.2851337797,-9.99200722163e-16,-14.6597524622,-9.99200722163e-16,-13.935498734,-9.99200722163e-16,-14.2351942581,-9.99200722163e-16,-13.3457841612,-9.99200722163e-16,4.47238349401,0.0100751131308,0.543267695707,0.0
31,49.7881506979,0.0692130327225,-13.9242715069,-9.99200722163e-16,friedman_mse,deviance,30,log2,10,2,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': 30}",28,-14.1852402824,-9.99200722163e-16,-12.9864818905,-9.99200722163e-16,-13.7856524173,-9.99200722163e-16,-14.4100028195,-9.99200722163e-16,-14.3600627197,-9.99200722163e-16,-13.8106256471,-9.99200722163e-16,-14.2102146685,-9.99200722163e-16,-13.6456901773,-9.99200722163e-16,1.83166163391,0.0216497807662,0.442293733208,0.0
32,33.5067734718,0.0423364341259,-13.8555884835,-9.99200722163e-16,friedman_mse,deviance,30,log2,10,10,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 30}",19,-13.8855534307,-9.99200722163e-16,-12.8116646566,-9.99200722163e-16,-13.6857577636,-9.99200722163e-16,-14.2851337797,-9.99200722163e-16,-14.6597524622,-9.99200722163e-16,-13.935498734,-9.99200722163e-16,-14.2351942581,-9.99200722163e-16,-13.3457841612,-9.99200722163e-16,0.72904828846,0.00355235188585,0.543267695707,0.0
33,43.0917056203,0.0629408061504,-13.9242715069,-9.99200722163e-16,friedman_mse,deviance,30,log2,10,10,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 30}",28,-14.1852402824,-9.99200722163e-16,-12.9864818905,-9.99200722163e-16,-13.7856524173,-9.99200722163e-16,-14.4100028195,-9.99200722163e-16,-14.3600627197,-9.99200722163e-16,-13.8106256471,-9.99200722163e-16,-14.2102146685,-9.99200722163e-16,-13.6456901773,-9.99200722163e-16,0.597162760881,0.00699617682145,0.442293733208,0.0
34,27.6146884561,0.0504218935966,-13.9711061829,-9.99200722163e-16,friedman_mse,deviance,30,log2,10,30,150,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 30}",34,-14.210216403,-9.99200722163e-16,-13.4859684564,-9.99200722163e-16,-13.9604736982,-9.99200722163e-16,-14.5598624339,-9.99200722163e-16,-14.5099038329,-9.99200722163e-16,-13.5858648445,-9.99200722163e-16,-13.8356075493,-9.99200722163e-16,-13.6206988772,-9.99200722163e-16,1.30992596689,0.00812207988567,0.390377965836,0.0
35,37.8370674551,0.0605746209621,-14.0491567485,-9.99200722163e-16,friedman_mse,deviance,30,log2,10,30,200,"{'loss': 'deviance', 'min_samples_leaf': 10, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': 30}",43,-14.4349777838,-9.99200722163e-16,-13.2612024503,-9.99200722163e-16,-14.4599550607,-9.99200722163e-16,-14.8345783685,-9.99200722163e-16,-14.5848258349,-9.99200722163e-16,-13.6857629671,-9.99200722163e-16,-13.7357123175,-9.99200722163e-16,-13.3957667615,-9.99200722163e-16,0.161800040186,0.00539620948827,0.558955693346,0.0
36,42.8807290494,0.0438061952591,-13.686986382,-9.99200722163e-16,friedman_mse,deviance,,log2,1,2,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': None}",6,-13.9105122064,-9.99200722163e-16,-13.2112374896,-9.99200722163e-16,-13.9604592442,-9.99200722163e-16,-14.6097903923,-9.99200722163e-16,-14.0353887623,-9.99200722163e-16,-13.6108218858,-9.99200722163e-16,-13.3111425501,-9.99200722163e-16,-12.8459303865,-9.99200722163e-16,0.420956488883,0.00496995418185,0.521794962547,0.0
37,42.1172380149,0.0486188828945,-13.686986382,-9.99200722163e-16,friedman_mse,deviance,,log2,1,2,200,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 2, 'max_depth': None}",6,-13.9105122064,-9.99200722163e-16,-13.2112374896,-9.99200722163e-16,-13.9604592442,-9.99200722163e-16,-14.6097903923,-9.99200722163e-16,-14.0353887623,-9.99200722163e-16,-13.6108218858,-9.99200722163e-16,-13.3111425501,-9.99200722163e-16,-12.8459303865,-9.99200722163e-16,0.438864698925,0.0097658022756,0.521794962547,0.0
38,50.3014651239,0.0571166574955,-13.8680700113,-9.99200722163e-16,friedman_mse,deviance,,log2,1,10,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': None}",21,-13.7356943945,-9.99200722163e-16,-13.6607799086,-9.99200722163e-16,-14.0853438943,-9.99200722163e-16,-14.5848206315,-9.99200722163e-16,-14.1103142333,-9.99200722163e-16,-14.0603625702,-9.99200722163e-16,-13.1862752449,-9.99200722163e-16,-13.520718055,-9.99200722163e-16,0.154412130899,0.00607639371865,0.403518672633,0.0
39,49.3321038783,0.0608915090561,-13.8680700113,-9.99200722163e-16,friedman_mse,deviance,,log2,1,10,200,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': None}",21,-13.7356943945,-9.99200722163e-16,-13.6607799086,-9.99200722163e-16,-14.0853438943,-9.99200722163e-16,-14.5848206315,-9.99200722163e-16,-14.1103142333,-9.99200722163e-16,-14.0603625702,-9.99200722163e-16,-13.1862752449,-9.99200722163e-16,-13.520718055,-9.99200722163e-16,0.197263500264,0.0108869516103,0.403518672633,0.0
40,40.9300264716,0.0661960244179,-13.7119761077,-9.99200722163e-16,friedman_mse,deviance,,log2,1,30,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': None}",8,-14.1352903539,-9.99200722163e-16,-12.5868986506,-9.99200722163e-16,-13.6108380743,-9.99200722163e-16,-14.1352967137,-9.99200722163e-16,-14.3600632978,-9.99200722163e-16,-13.5359143378,-9.99200722163e-16,-13.7357169428,-9.99200722163e-16,-13.5957064199,-9.99200722163e-16,5.34449755761,0.027484459853,0.512311001242,0.0
41,48.7763101161,0.0701775550842,-13.6807542913,-9.99200722163e-16,friedman_mse,deviance,,log2,1,30,200,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 200, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 30, 'max_depth': None}",3,-14.1103142333,-9.99200722163e-16,-12.4370546466,-9.99200722163e-16,-13.5608887239,-9.99200722163e-16,-14.4849323376,-9.99200722163e-16,-14.1352932447,-9.99200722163e-16,-13.5109387953,-9.99200722163e-16,-13.7357175209,-9.99200722163e-16,-13.4707429762,-9.99200722163e-16,2.27174969701,0.00795627396563,0.578268882655,0.0
