,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_objective,param_scale_pos_weight,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,47.0668541491,0.0918311476707,-14.4363070111,-2.46283646894,0.8,0,0.1,3,1,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 1, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 3, 'gamma': 0}",10,-14.6098175659,-2.35493259737,-13.9854688982,-2.54761039816,-14.1103356253,-2.34066111915,-15.3340718723,-2.52263310164,-14.7596633044,-2.47268082148,-13.9854677418,-2.50479406362,-14.3101359176,-2.5297673952,-14.3954656321,-2.42961225489,0.164125186281,0.0254892082382,0.428826052885,0.0748108166233
1,47.0476496518,0.0741360187531,-14.3207902513,-2.58281076811,0.8,0,0.1,3,3,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 3, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 3, 'gamma': 0}",4,-14.6098164095,-2.6011327162,-13.5359322608,-2.57258695125,-14.0603891657,-2.60113048592,-15.1342773616,-2.53333702007,-14.7846417376,-2.67606146686,-13.610851372,-2.45483914016,-14.4350032229,-2.60469788051,-14.395464475,-2.61870048389,0.171169918193,0.0155099158839,0.52046761216,0.0613015413583
2,46.9204177558,0.0733855962753,-14.3863541576,-2.67825722816,0.8,0,0.1,3,5,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 5, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 3, 'gamma': 0}",7,-14.6847360989,-2.6617891626,-13.6358298052,-2.67605973219,-13.9604910431,-2.67605981479,-15.2841277254,-2.715310159,-14.609821613,-2.63681302252,-14.0104421279,-2.72958138941,-14.3351022095,-2.74028539044,-14.5704157262,-2.59015915427,0.119485291742,0.0155079806686,0.483163098668,0.0469232481413
3,77.6557320058,0.156089484692,-14.5018712787,-9.99200722163e-16,0.8,0,0.1,5,1,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 1, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 5, 'gamma': 0}",12,-15.3090945954,-9.99200722163e-16,-14.1353227309,-9.99200722163e-16,-14.2851609533,-9.99200722163e-16,-15.0343850206,-9.99200722163e-16,-14.6847441932,-9.99200722163e-16,-14.3850446219,-9.99200722163e-16,-14.3101307141,-9.99200722163e-16,-13.8706309718,-9.99200722163e-16,0.216098569137,0.0397565622319,0.447028758695,0.0
4,77.5677557588,0.129904597998,-14.4737736388,-9.99200722163e-16,0.8,0,0.1,5,3,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 3, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 5, 'gamma': 0}",11,-14.6847378334,-9.99200722163e-16,-13.9355207041,-9.99200722163e-16,-14.4849548859,-9.99200722163e-16,-15.3340805447,-9.99200722163e-16,-15.1342750489,-9.99200722163e-16,-13.8356272068,-9.99200722163e-16,-14.3850544506,-9.99200722163e-16,-13.9955926797,-9.99200722163e-16,0.747103838773,0.0300635987222,0.518956357772,0.0
5,76.6978058219,0.109940946102,-14.2864498961,-9.99200722163e-16,0.8,0,0.1,5,5,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 5, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 5, 'gamma': 0}",3,-14.634791952,-9.99200722163e-16,-13.9854741016,-9.99200722163e-16,-14.0603851185,-9.99200722163e-16,-14.7596667733,-9.99200722163e-16,-14.9594641749,-9.99200722163e-16,-14.0354130451,-9.99200722163e-16,-14.2601848327,-9.99200722163e-16,-13.5957197272,-9.99200722163e-16,0.125888872502,0.0195472497475,0.430192208048,0.0
6,111.324901134,0.234067350626,-14.4300608987,-9.99200722163e-16,0.8,0,0.1,7,1,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 1, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 7, 'gamma': 0}",9,-14.5848385545,-9.99200722163e-16,-14.0354170922,-9.99200722163e-16,-14.0853560357,-9.99200722163e-16,-15.8335561256,-9.99200722163e-16,-14.6098164095,-9.99200722163e-16,-13.8356110183,-9.99200722163e-16,-14.3351068347,-9.99200722163e-16,-14.1205613306,-9.99200722163e-16,0.65045920622,0.0415541042358,0.587259441813,0.0
7,109.958835393,0.201929718256,-14.4019625361,-9.99200722163e-16,0.8,0,0.1,7,3,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 3, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 7, 'gamma': 0}",8,-14.8096051387,-9.99200722163e-16,-13.7107552762,-9.99200722163e-16,-14.1103315781,-9.99200722163e-16,-14.9594583933,-9.99200722163e-16,-15.1342744708,-9.99200722163e-16,-13.9604904649,-9.99200722163e-16,-14.684743615,-9.99200722163e-16,-13.845639093,-9.99200722163e-16,1.06951487317,0.0490551845304,0.519663468428,0.0
8,108.260046363,0.179545909166,-14.2770824983,-9.99200722163e-16,0.8,0,0.1,7,5,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 5, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 7, 'gamma': 0}",2,-14.6597594002,-9.99200722163e-16,-13.6108594663,-9.99200722163e-16,-14.4349997539,-9.99200722163e-16,-15.3091032678,-9.99200722163e-16,-15.2341725934,-9.99200722163e-16,-13.8106383666,-9.99200722163e-16,-13.3361470006,-9.99200722163e-16,-13.8206501072,-9.99200722163e-16,0.141808272411,0.0338919422016,0.698908411901,0.0
9,143.155121326,0.395408511162,-14.1740524703,-9.99200722163e-16,0.8,0,0.1,9,1,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 1, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 9, 'gamma': 0}",1,-14.5099153961,-9.99200722163e-16,-13.5609101159,-9.99200722163e-16,-13.4360358727,-9.99200722163e-16,-15.1592517477,-9.99200722163e-16,-14.4849502606,-9.99200722163e-16,-14.3101249325,-9.99200722163e-16,-14.0354101543,-9.99200722163e-16,-13.8956199576,-9.99200722163e-16,0.354185967854,0.0639968294295,0.526319450975,0.0
10,139.982829988,0.318681895733,-14.3769862539,-9.99200722163e-16,0.8,0,0.1,9,3,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 3, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 9, 'gamma': 0}",5,-15.13427158,-9.99200722163e-16,-13.910546318,-9.99200722163e-16,-14.1353134803,-9.99200722163e-16,-15.1093035536,-9.99200722163e-16,-14.5099194433,-9.99200722163e-16,-13.5858729388,-9.99200722163e-16,-14.0603891657,-9.99200722163e-16,-14.5704134118,-9.99200722163e-16,0.874549540199,0.0307034791621,0.520467307271,0.0
11,137.443901151,0.214129000902,-14.3832314989,-9.99200722163e-16,0.8,0,0.1,9,5,1000,binary:logistic,1,0.8,"{'colsample_bytree': 0.8, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 5, 'n_estimators': 1000, 'subsample': 0.8, 'objective': 'binary:logistic', 'max_depth': 9, 'gamma': 0}",6,-14.8345864627,-9.99200722163e-16,-13.9604939339,-9.99200722163e-16,-14.1852570491,-9.99200722163e-16,-15.8335543911,-9.99200722163e-16,-14.5348990328,-9.99200722163e-16,-13.835617378,-9.99200722163e-16,-13.9355172351,-9.99200722163e-16,-13.9456100794,-9.99200722163e-16,0.365547601789,0.066989766129,0.636401792537,0.0
