,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,13.4470692575,0.108776241541,-9.07255755162,-8.99762761845,30,{'n_estimators': 30},1,-9.10885533449,-8.98529275313,-9.15876974979,-8.97101930476,-9.04051963424,-9.00220479747,-9.01554524813,-8.98793216281,-9.06549344219,-9.0164765235,-9.0720542907,-9.02268186075,-9.04706125481,-8.99057135758,-9.07205371212,-9.00484218758,0.39900045813,0.0499020284366,0.0414343921357,0.0160465759264
