,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0270141065121,0.00936186313629,-9.85308807138,-9.73846608717,{},1,-10.132080916,-10.020173812,-9.50816199074,-9.40995107669,-9.29027448042,-9.4874794149,-10.9385885891,-10.3723907767,-9.71483210638,-9.56954848913,-9.29699682086,-9.50433717813,-10.1717328265,-9.80403518011,-9.77185408819,-9.73981276968,0.00686427297471,0.0056591595815,0.515800354256,0.304094310302
