,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_objective,param_reg_alpha,param_scale_pos_weight,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,2.44776701927,0.0190761983395,-13.3123348491,-12.0818024527,0.9,0.0,0.1,3,5,44,binary:logistic,0,1,0.9,"{'reg_alpha': 0, 'colsample_bytree': 0.9, 'scale_pos_weight': 1, 'learning_rate': 0.1, 'min_child_weight': 5, 'n_estimators': 44, 'subsample': 0.9, 'objective': 'binary:logistic', 'max_depth': 3, 'gamma': 0.0}",1,-13.361075712,-12.049403171,-12.9115471689,-12.1921239833,-13.5858474996,-12.1314672065,-13.8106094585,-11.9494949762,-13.8106117712,-11.9352241588,-13.1363108623,-12.2313699495,-12.9115523723,-11.9637662066,-12.9708770513,-12.2015699696,0.172557211174,0.010961374387,0.361003372006,0.114741478737
