,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
11,1.13896173239,0.00807076692581,-14.5798941624,-13.2503519064,entropy,5,,5,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 5}",31,-15.2840710655,-13.2482774718,-14.4600001573,-13.5266532806,-15.2091958946,-13.2697228104,-14.8844907165,-13.251844536,-14.3350808175,-13.2126110428,-14.0853011103,-13.1661912987,-14.4599475446,-13.1911942022,-13.9205892717,-13.1363206084,0.0285746958575,0.00536688183889,0.468042399048,0.11276877012
12,1.2111068964,0.00818687677383,-14.3488579686,-12.8061224357,entropy,6,,2,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 2}",7,-14.4849080548,-12.6845181083,-14.3600644542,-13.0235071622,-14.1602757251,-12.7594814697,-15.3090853448,-12.573937219,-14.2351809604,-12.9414314797,-14.135258555,-12.8093905484,-14.385009354,-12.895026852,-13.7206270486,-12.761686646,0.0292445647787,0.0121307167323,0.422878114615,0.135243686977
13,1.22724360228,0.00492286682129,-14.3488579686,-12.8096904911,entropy,6,,2,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 2}",7,-14.4849080548,-12.6845181083,-14.3600644542,-13.0413474393,-14.1602757251,-12.7594814697,-15.3090853448,-12.573937219,-14.2351809604,-12.9414314797,-14.135258555,-12.8200947147,-14.385009354,-12.895026852,-13.7206270486,-12.761686646,0.0655775757475,0.00535597409501,0.422878114615,0.138962323036
14,1.17044854164,0.00692519545555,-14.3644677204,-12.8253002403,entropy,6,,2,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 2}",17,-14.4849080548,-12.6845181083,-14.3600644542,-13.0413474393,-14.1602763032,-12.7987305748,-15.3090853448,-12.573937219,-14.2851279981,-12.9699749318,-14.1102841689,-12.8343669363,-14.4349563918,-12.9164347715,-13.7706096489,-12.7830919411,0.0296189531486,0.00541838926242,0.414869171408,0.142076269616
15,1.38064798713,0.0111777484417,-14.3426139523,-12.8070144805,entropy,6,,3,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 3}",5,-14.4849080548,-12.6845181083,-14.3600644542,-13.0235071622,-14.1602757251,-12.7594814697,-15.3090853448,-12.573937219,-14.2351809604,-12.9414315623,-14.0853109391,-12.8165268245,-14.385009354,-12.895026852,-13.7206270486,-12.761686646,0.0487774239375,0.00810897874342,0.426340500386,0.135285839098
16,1.61930555105,0.00703111290932,-14.3426139523,-12.8105825359,entropy,6,,3,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 3}",5,-14.4849080548,-12.6845181083,-14.3600644542,-13.0413474393,-14.1602757251,-12.7594814697,-15.3090853448,-12.573937219,-14.2351809604,-12.9414315623,-14.0853109391,-12.8272309907,-14.385009354,-12.895026852,-13.7206270486,-12.761686646,0.0988753483281,0.00422094134582,0.426340500386,0.139049134688
17,1.17075172067,0.0094333589077,-14.3582237041,-12.8261922851,entropy,6,,3,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 3}",11,-14.4849080548,-12.6845181083,-14.3600644542,-13.0413474393,-14.1602763032,-12.7987305748,-15.3090853448,-12.573937219,-14.2851279981,-12.9699750144,-14.060336553,-12.8415032123,-14.4349563918,-12.9164347715,-13.7706096489,-12.7830919411,0.0198548833891,0.0069064859591,0.419003064277,0.142152787688
18,1.30889523029,0.00825551152229,-14.3363700082,-12.8114745347,entropy,6,,4,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 4}",3,-14.4849080548,-12.6845181083,-14.3600644542,-13.0235072448,-14.2102244973,-12.7594815523,-15.3090853448,-12.584641633,-14.1852333445,-12.9592716742,-14.035362745,-12.8200949625,-14.385009354,-12.895026852,-13.7206270486,-12.7652542502,0.0557956557112,0.00824797619827,0.43004726737,0.135216423975
19,1.41065102816,0.00418159365654,-14.3394920164,-12.8150425694,entropy,6,,4,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 4}",4,-14.4849080548,-12.6845181083,-14.3600644542,-13.0413475219,-14.2102244973,-12.7594815523,-15.3090853448,-12.584641633,-14.1852333445,-12.9592716742,-14.060336553,-12.8307989635,-14.385009354,-12.895026852,-13.7206270486,-12.7652542502,0.151893379866,0.00272023246688,0.42793618613,0.138901424297
20,1.49668765068,0.00441774725914,-14.3582237763,-12.8293142669,entropy,6,,4,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 4}",12,-14.4849080548,-12.6845181083,-14.3600644542,-13.0413475219,-14.2102250754,-12.7987306574,-15.3090853448,-12.584641633,-14.2601541902,-12.9771107122,-14.0353621669,-12.8450711851,-14.4349563918,-12.9164347715,-13.7706096489,-12.7866595454,0.243307952704,0.00426709780321,0.419375525946,0.140634971198
21,1.1901922226,0.0086590051651,-14.3332480723,-12.8226249405,entropy,6,,5,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 5}",1,-14.4849080548,-12.6845181083,-14.3600656105,-13.0556207348,-14.2102250754,-12.7737544347,-15.3090853448,-12.5989138547,-14.1852333445,-12.9592716742,-14.0353621669,-12.8307992939,-14.385009354,-12.9092994041,-13.6956345913,-12.7688220197,0.0195274045605,0.00582226576874,0.434573082908,0.139168010107
22,1.3045591116,0.00522589683533,-14.3332480723,-12.8257469477,entropy,6,,5,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 5}",1,-14.4849080548,-12.6845181083,-14.3600656105,-13.0734610118,-14.2102250754,-12.7737544347,-15.3090853448,-12.5989138547,-14.1852333445,-12.9592716742,-14.0353621669,-12.8379350743,-14.385009354,-12.9092994041,-13.6956345913,-12.7688220197,0.0608004942069,0.00398010208606,0.434573082908,0.143031106557
23,1.36505681276,0.00574487447739,-14.3551018404,-12.8382345245,entropy,6,,5,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 5}",9,-14.4849080548,-12.6845181083,-14.3600656105,-13.0734610118,-14.2102250754,-12.7987306574,-15.3090853448,-12.5989138547,-14.2601541902,-12.9771107122,-14.0353621669,-12.8522072134,-14.4349563918,-12.9307073236,-13.7456171916,-12.7902273148,0.138438079725,0.00425168859962,0.423808059655,0.144971082352
24,1.39427512884,0.00425082445145,-14.3863159955,-12.3262147915,entropy,7,,2,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2}",24,-14.6097950176,-12.1279062549,-13.8605472457,-12.4561513279,-14.1602410354,-12.3241431074,-15.5088694486,-12.035147057,-14.4849109456,-12.2670540556,-14.3100752106,-12.5025347266,-14.2101915421,-12.5917406551,-13.9455788361,-12.3050411477,0.0266825886355,0.00364099457104,0.484567307936,0.175526179229
25,1.42059981823,0.0089408159256,-14.3800719791,-12.3306748814,entropy,7,,2,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2}",22,-14.6097950176,-12.1279062549,-13.8355728596,-12.4811277158,-14.1602410354,-12.3241431074,-15.5088694486,-12.035147057,-14.4599377158,-12.2634864958,-14.3100752106,-12.5168066179,-14.2101915421,-12.5917406551,-13.9455788361,-12.3050411477,0.0406195136053,0.00755604071459,0.487431836757,0.179966059064
26,1.45659375191,0.00612062215805,-14.3707056655,-12.3511910476,entropy,7,,2,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 2}",18,-14.5348764845,-12.1386145513,-13.710700929,-12.4918305604,-14.1602416135,-12.381232407,-15.5088694486,-12.035147057,-14.5098847536,-12.2920299479,-14.2851008245,-12.5310788395,-14.2601385798,-12.6131485746,-13.9955614364,-12.3264464429,0.0379016686265,0.00445888398975,0.497745528036,0.184000075208
27,1.38053184748,0.0079882144928,-14.3800719791,-12.3279988502,entropy,7,,3,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 3}",22,-14.6097950176,-12.1279062549,-13.8605472457,-12.4561513279,-14.1602410354,-12.3241431074,-15.5088694486,-12.035147057,-14.4849109456,-12.274190249,-14.2601275947,-12.5096710026,-14.2101915421,-12.5917406551,-13.9455788361,-12.3050411477,0.0376543685483,0.00525141640594,0.48582966081,0.176147692317
28,1.37354415655,0.00445121526718,-14.3707059546,-12.3324589401,entropy,7,,3,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 3}",19,-14.6097950176,-12.1279062549,-13.8355728596,-12.4811277158,-14.1602410354,-12.3241431074,-15.5088694486,-12.035147057,-14.4349639079,-12.2706226892,-14.2601275947,-12.5239428939,-14.2101915421,-12.5917406551,-13.9455788361,-12.3050411477,0.013956089489,0.00325357708413,0.488126371136,0.18058110517
29,1.62160757184,0.00820362567902,-14.361339641,-12.3529751062,entropy,7,,3,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 3}",13,-14.5348764845,-12.1386145513,-13.710700929,-12.4918305604,-14.1602416135,-12.381232407,-15.5088694486,-12.035147057,-14.4849109456,-12.2991661413,-14.2351532086,-12.5382151155,-14.2601385798,-12.6131485746,-13.9955614364,-12.3264464429,0.121428079846,0.00696998237299,0.49824966631,0.184610298316
30,1.26744958758,0.00404143333435,-14.3738278182,-12.3369188807,entropy,7,,4,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 4}",20,-14.6347688255,-12.1386104212,-13.8605472457,-12.4561514105,-14.1602410354,-12.3455513573,-15.5088694486,-12.045851471,-14.4599365595,-12.2813259468,-14.2101794007,-12.5168068657,-14.2101915421,-12.6024448213,-13.9455788361,-12.308608752,0.0327084738961,0.0034258515835,0.488607143792,0.175033263943
31,1.48567825556,0.00652560591698,-14.3644617937,-12.3422710361,entropy,7,,4,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 4}",15,-14.6347688255,-12.1386104212,-13.8355728596,-12.4811277984,-14.1602410354,-12.3455513573,-15.5088694486,-12.045851471,-14.3850157138,-12.2884628011,-14.2351532086,-12.5275108667,-14.2101915421,-12.6024448213,-13.9455788361,-12.308608752,0.12067363745,0.00765454682893,0.489976597866,0.178419041331
32,1.34612190723,0.0110146105289,-14.3582174883,-12.3614491505,entropy,7,,4,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 4}",10,-14.5598502925,-12.1493187175,-13.710700929,-12.491830643,-14.1602416135,-12.4026406569,-15.5088694486,-12.045851471,-14.4599365595,-12.3063018391,-14.2101788225,-12.5417830883,-14.2601385798,-12.6238527408,-13.9955614364,-12.3300140472,0.045732081538,0.00911091938832,0.499576611566,0.183269833401
33,1.4080966711,0.0056616961956,-14.37695026,-12.3502995277,entropy,7,,5,35,"{'max_features': None, 'min_samples_split': 35, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5}",21,-14.6347688255,-12.1386104212,-13.8355740159,-12.5096729851,-14.1602416135,-12.3598242397,-15.6087687276,-12.0137405418,-14.4349621734,-12.2955981685,-14.2351526305,-12.5417834188,-14.1852177341,-12.6309899255,-13.9205863788,-12.3121765214,0.123982869005,0.00443500098569,0.523503449989,0.19476705001
34,1.38791039586,0.0056608915329,-14.3644622274,-12.3552056556,entropy,7,,5,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5}",16,-14.6347688255,-12.1386104212,-13.8105996298,-12.534649373,-14.1602416135,-12.3598242397,-15.6087687276,-12.0137405418,-14.3600413277,-12.3027350227,-14.2351526305,-12.5489191992,-14.1852177341,-12.6309899255,-13.9205863788,-12.3121765214,0.120853353229,0.00433551009779,0.526282580986,0.198090848085
35,1.25294744968,0.00519376993179,-14.3613399301,-12.3748296839,entropy,7,,5,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_leaf': 5}",14,-14.5598502925,-12.1493187175,-13.6857276992,-12.5631924947,-14.1602416135,-12.4026406569,-15.6087687276,-12.0137405418,-14.4349621734,-12.3205740607,-14.2351526305,-12.5631913382,-14.2351647719,-12.6523978449,-13.9705689791,-12.3335818166,0.0598478504496,0.00433431187317,0.534139359713,0.204531115985
