,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,15.4188814163,0.387968987226,-13.5589619303,-5.42605876662,entropy,10,sqrt,1,2,300,"{'min_samples_leaf': 1, 'n_estimators': 300, 'min_samples_split': 2, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",22,-13.2861421467,-5.21650527367,-13.0613749844,-5.36279538038,-13.6607510005,-5.32354858811,-14.2351601466,-5.18439277495,-14.0353667922,-5.55547235514,-13.6607533131,-5.83377886006,-13.4859366575,-5.49838115565,-13.0458393802,-5.43359574498,0.0863904842941,0.0135177787307,0.402415469077,0.195287159128
1,15.9675541222,0.396294265985,-13.4871541523,-6.15928890947,entropy,10,sqrt,1,10,300,"{'min_samples_leaf': 1, 'n_estimators': 300, 'min_samples_split': 10, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",7,-13.1862451805,-6.08711690699,-12.9365047883,-6.11565986344,-13.6108033846,-6.05500416047,-14.135258555,-5.90514352025,-14.0103900934,-6.23340627028,-13.785622931,-6.53312226412,-13.0863528395,-6.15490805996,-13.1458086308,-6.18995023026,0.676271607153,0.0413457636764,0.428537605982,0.169108525803
2,14.8366389871,0.408871620893,-13.5901811447,-7.84919914959,entropy,10,sqrt,1,30,300,"{'min_samples_leaf': 1, 'n_estimators': 300, 'min_samples_split': 30, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",25,-13.4110117647,-7.67491337788,-12.8615822081,-7.75697807415,-13.6357795052,-7.73557081551,-14.1852050146,-7.5750073307,-14.26013222,-7.92824696424,-13.8355676561,-8.26007322651,-13.4859378138,-7.88899595921,-13.0458393802,-7.97380744855,0.0908308542462,0.0301161105223,0.465732875856,0.199734163058
3,15.107078582,0.41953971982,-13.5214968204,-6.06696619859,entropy,10,sqrt,3,2,300,"{'min_samples_leaf': 3, 'n_estimators': 300, 'min_samples_split': 2, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",11,-13.6607544695,-5.91941689834,-13.0364029109,-6.07284228985,-13.5858301548,-5.80523871212,-13.9354663569,-5.86589400208,-14.1352591332,-6.20486215739,-13.5358802262,-6.4260795279,-13.2861456157,-6.19058696203,-12.9958556227,-6.050809039,0.0853841251616,0.0166987651939,0.377279969858,0.191786813786
4,15.0843796432,0.405638545752,-13.5870592088,-6.39745578605,entropy,10,sqrt,3,10,300,"{'min_samples_leaf': 3, 'n_estimators': 300, 'min_samples_split': 10, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",24,-13.3860379567,-6.26195253085,-13.0363982856,-6.31904150005,-13.3860350659,-6.30120089258,-14.3100798359,-6.24767931796,-14.1852067491,-6.47603635123,-13.9104948616,-6.69368574893,-13.460964584,-6.51528273048,-13.0208469229,-6.36476721629,0.11636114339,0.0187114323011,0.461738045969,0.143651816421
5,14.6068516672,0.459973961115,-13.4840315659,-7.9268049386,entropy,10,sqrt,3,30,300,"{'min_samples_leaf': 3, 'n_estimators': 300, 'min_samples_split': 30, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",5,-13.3111124857,-7.69632162775,-13.1362964082,-7.9282458078,-13.1612725288,-7.71773095146,-14.0853103609,-7.78552375649,-14.1102859034,-8.01031256914,-13.8105955827,-8.23866613308,-13.2861456157,-8.06026361026,-12.9708625868,-7.9773750528,0.138417577742,0.0739717091151,0.420982165338,0.173708239468
6,14.2014542222,0.408908516169,-13.5527173358,-7.49373594871,entropy,10,sqrt,10,2,300,"{'min_samples_leaf': 10, 'n_estimators': 300, 'min_samples_split': 2, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",20,-13.411012921,-7.24674565451,-13.1862446023,-7.41444310247,-13.6857259648,-7.37162726354,-14.1102859034,-7.27885823583,-14.1352614458,-7.69275439837,-13.6357777707,-7.81049700547,-13.1113278037,-7.59641417632,-13.1458080522,-7.53854775317,0.0821230227991,0.01755876432,0.38561651396,0.187373740825
7,14.1534069479,0.406506538391,-13.5527173358,-7.49373594871,entropy,10,sqrt,10,10,300,"{'min_samples_leaf': 10, 'n_estimators': 300, 'min_samples_split': 10, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",20,-13.411012921,-7.24674565451,-13.1862446023,-7.41444310247,-13.6857259648,-7.37162726354,-14.1102859034,-7.27885823583,-14.1352614458,-7.69275439837,-13.6357777707,-7.81049700547,-13.1113278037,-7.59641417632,-13.1458080522,-7.53854775317,0.0877885201231,0.0098131827068,0.38561651396,0.187373740825
8,14.060996145,0.401551932096,-13.5339860095,-8.12750975515,entropy,10,sqrt,10,30,300,"{'min_samples_leaf': 10, 'n_estimators': 300, 'min_samples_split': 30, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 10}",15,-13.5109087309,-7.81407150392,-12.7866613625,-8.0174495886,-13.3860385349,-7.98177043873,-14.2851071843,-8.0031787712,-13.960444212,-8.32430458438,-13.7856217747,-8.54195373427,-13.3360949661,-8.25650905344,-13.2207848455,-8.08084036669,0.070739096442,0.0111200430417,0.436979446794,0.216900261334
9,26.5166534483,0.623232245445,-13.4372152482,-9.99200722163e-16,entropy,30,sqrt,1,2,300,"{'min_samples_leaf': 1, 'n_estimators': 300, 'min_samples_split': 2, 'criterion': 'entropy', 'max_features': 'sqrt', 'max_depth': 30}",4,-13.1612817794,-9.99200722163e-16,-12.9614936285,-9.99200722163e-16,-13.3610797591,-9.99200722163e-16,-14.2101926984,-9.99200722163e-16,-14.0104057038,-9.99200722163e-16,-13.7606583737,-9.99200722163e-16,-13.0613929074,-9.99200722163e-16,-12.9708799442,-9.99200722163e-16,0.282291001015,0.218844562746,0.460653215914,0.0
