,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,1.04248830676,0.0281645357609,-18.1642134507,-17.520169111,{},1,-18.4809497478,-16.5025658799,-18.6308469427,-17.5944520451,-18.5309835097,-18.3259471017,-18.1563440134,-17.7835628643,-18.6808240448,-18.3188108256,-17.0823563738,-16.7665504362,-17.5069770193,-16.6667136103,-18.2444839951,-18.2027501249,0.152921727118,0.0100412886719,0.539509155818,0.721089588517
