,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.668610364199,0.15676727891,-14.8234052344,-9.99200722163e-16,gini,sqrt,10,"{'max_features': 'sqrt', 'n_estimators': 10, 'criterion': 'gini'}",20,-15.4589068005,-9.99200722163e-16,-14.5098876444,-9.99200722163e-16,-14.959428907,-9.99200722163e-16,-14.9094812911,-9.99200722163e-16,-15.1592153235,-9.99200722163e-16,-14.6097875015,-9.99200722163e-16,-13.9854249579,-9.99200722163e-16,-14.9952336924,-9.99200722163e-16,0.153881948512,0.0124372623237,0.421056825798,0.0
1,6.43069699407,0.357130676508,-14.0616237487,-9.99200722163e-16,gini,sqrt,100,"{'max_features': 'sqrt', 'n_estimators': 100, 'criterion': 'gini'}",18,-14.2601460959,-9.99200722163e-16,-13.4360075427,-9.99200722163e-16,-13.9105046903,-9.99200722163e-16,-14.4849178836,-9.99200722163e-16,-14.3350640508,-9.99200722163e-16,-14.1852148433,-9.99200722163e-16,-13.5608690664,-9.99200722163e-16,-14.3204529669,-9.99200722163e-16,0.506558219801,0.081786108463,0.360669420231,0.0
2,19.3722989261,1.04852107167,-13.886785003,-9.99200722163e-16,gini,sqrt,300,"{'max_features': 'sqrt', 'n_estimators': 300, 'criterion': 'gini'}",14,-13.5858365146,-9.99200722163e-16,-13.2112311298,-9.99200722163e-16,-13.4859441736,-9.99200722163e-16,-14.3600430622,-9.99200722163e-16,-14.8095698708,-9.99200722163e-16,-14.3100815704,-9.99200722163e-16,-13.7606583737,-9.99200722163e-16,-13.5706867693,-9.99200722163e-16,1.66087580569,0.286268200743,0.50968655767,0.0
3,34.0335453451,1.74712023139,-13.8337075394,-9.99200722163e-16,gini,sqrt,500,"{'max_features': 'sqrt', 'n_estimators': 500, 'criterion': 'gini'}",10,-13.6357841305,-9.99200722163e-16,-13.4609692093,-9.99200722163e-16,-13.460968053,-9.99200722163e-16,-14.4099889436,-9.99200722163e-16,-14.5098778156,-9.99200722163e-16,-14.035362745,-9.99200722163e-16,-13.5608627066,-9.99200722163e-16,-13.595674598,-9.99200722163e-16,3.92732948078,0.475701928683,0.399717420018,0.0
4,0.482620745897,0.160926997662,-15.2386359349,-9.99200722163e-16,gini,log2,10,"{'max_features': 'log2', 'n_estimators': 10, 'criterion': 'gini'}",23,-16.008336357,-9.99200722163e-16,-14.9843928862,-9.99200722163e-16,-14.7846047353,-9.99200722163e-16,-15.5338230209,-9.99200722163e-16,-15.483875405,-9.99200722163e-16,-15.2591134461,-9.99200722163e-16,-15.0343485964,-9.99200722163e-16,-14.8202905413,-9.99200722163e-16,0.184924783995,0.019111745542,0.391734977049,0.0
5,4.47280979156,0.403255730867,-13.9273716875,-9.99200722163e-16,gini,log2,100,"{'max_features': 'log2', 'n_estimators': 100, 'criterion': 'gini'}",15,-13.9854191763,-9.99200722163e-16,-13.4859487989,-9.99200722163e-16,-13.7856316035,-9.99200722163e-16,-14.4849126801,-9.99200722163e-16,-14.0603446472,-9.99200722163e-16,-14.3600343898,-9.99200722163e-16,-13.6607648764,-9.99200722163e-16,-13.5956774909,-9.99200722163e-16,0.715987225599,0.0615197939655,0.338221100533,0.0
6,13.2715501487,1.12242886424,-13.868046955,-9.99200722163e-16,gini,log2,300,"{'max_features': 'log2', 'n_estimators': 300, 'criterion': 'gini'}",13,-13.860548402,-9.99200722163e-16,-13.4609703656,-9.99200722163e-16,-13.6607585166,-9.99200722163e-16,-14.5348533581,-9.99200722163e-16,-14.110284747,-9.99200722163e-16,-14.0853109391,-9.99200722163e-16,-13.3860414257,-9.99200722163e-16,-13.8455916495,-9.99200722163e-16,0.64014468718,0.174766572994,0.352166956615,0.0
7,26.6252482235,2.4727140367,-13.8430701669,-9.99200722163e-16,gini,log2,500,"{'max_features': 'log2', 'n_estimators': 500, 'criterion': 'gini'}",11,-13.9854191763,-9.99200722163e-16,-13.4359930887,-9.99200722163e-16,-13.6108091662,-9.99200722163e-16,-14.2101892294,-9.99200722163e-16,-14.3100804141,-9.99200722163e-16,-14.1852073272,-9.99200722163e-16,-13.4859372356,-9.99200722163e-16,-13.5206925974,-9.99200722163e-16,2.42175254337,0.117379582719,0.343025898519,0.0
8,6.98365476727,0.180775135756,-14.7640912712,-9.99200722163e-16,gini,,10,"{'max_features': None, 'n_estimators': 10, 'criterion': 'gini'}",19,-14.5098911133,-9.99200722163e-16,-14.884510374,-9.99200722163e-16,-14.2601443614,-9.99200722163e-16,-15.2840924575,-9.99200722163e-16,-14.8095779651,-9.99200722163e-16,-15.2591186496,-9.99200722163e-16,-14.2851268418,-9.99200722163e-16,-14.8203090559,-9.99200722163e-16,0.382861229913,0.0210021862597,0.36797865677,0.0
9,57.1970884502,0.391820311546,-13.7275745842,-9.99200722163e-16,gini,,100,"{'max_features': None, 'n_estimators': 100, 'criterion': 'gini'}",8,-13.5608806296,-9.99200722163e-16,-13.311138503,-9.99200722163e-16,-13.3111437065,-9.99200722163e-16,-14.5098893789,-9.99200722163e-16,-14.0853334874,-9.99200722163e-16,-13.8855424456,-9.99200722163e-16,-13.7107234773,-9.99200722163e-16,-13.4457412616,-9.99200722163e-16,2.651913886,0.115547417902,0.390408285203,0.0
