,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
10,143.896052241,0.852202475071,-13.5808367309,-9.99200722163e-16,gini,,300,"{'max_features': None, 'n_estimators': 300, 'criterion': 'gini'}",3,-13.4360063864,-9.99200722163e-16,-13.0613981109,-9.99200722163e-16,-13.3361140454,-9.99200722163e-16,-14.3600505783,-9.99200722163e-16,-13.6607683453,-9.99200722163e-16,-13.7107176957,-9.99200722163e-16,-13.5858532813,-9.99200722163e-16,-13.4957238619,-9.99200722163e-16,4.69317123299,0.284819390822,0.351508769185,0.0
11,287.558579266,1.69187051058,-13.5464927619,-9.99200722163e-16,gini,,500,"{'max_features': None, 'n_estimators': 500, 'criterion': 'gini'}",2,-13.2611851055,-9.99200722163e-16,-12.8616041783,-9.99200722163e-16,-13.2611897308,-9.99200722163e-16,-14.28512742,-9.99200722163e-16,-13.8355867355,-9.99200722163e-16,-13.660770658,-9.99200722163e-16,-13.6358014753,-9.99200722163e-16,-13.5706942909,-9.99200722163e-16,1.61039063109,0.313752368963,0.400431618481,0.0
12,0.92261326313,0.174297749996,-15.241757654,-9.99200722163e-16,entropy,sqrt,10,"{'max_features': 'sqrt', 'n_estimators': 10, 'criterion': 'entropy'}",24,-14.909473775,-9.99200722163e-16,-15.2840913012,-9.99200722163e-16,-15.1592147453,-9.99200722163e-16,-15.7835709292,-9.99200722163e-16,-15.0842823364,-9.99200722163e-16,-15.3340337136,-9.99200722163e-16,-15.2341402163,-9.99200722163e-16,-15.1451843861,-9.99200722163e-16,0.133960352283,0.0113301233731,0.238566512744,0.0
13,7.84425121546,0.370294511318,-13.9648378093,-9.99200722163e-16,entropy,sqrt,100,"{'max_features': 'sqrt', 'n_estimators': 100, 'criterion': 'entropy'}",16,-14.010399344,-9.99200722163e-16,-13.6357991627,-9.99200722163e-16,-13.8106083022,-9.99200722163e-16,-14.3350669416,-9.99200722163e-16,-14.9094656808,-9.99200722163e-16,-14.0603440691,-9.99200722163e-16,-13.3860472073,-9.99200722163e-16,-13.5706867693,-9.99200722163e-16,0.234531377871,0.0832204689937,0.455937698401,0.0
14,23.4054827094,1.24097841978,-13.6026779229,-9.99200722163e-16,entropy,sqrt,300,"{'max_features': 'sqrt', 'n_estimators': 300, 'criterion': 'entropy'}",4,-13.7356810968,-9.99200722163e-16,-12.9614907377,-9.99200722163e-16,-13.8605576526,-9.99200722163e-16,-14.1352701182,-9.99200722163e-16,-14.1352666493,-9.99200722163e-16,-13.8106048333,-9.99200722163e-16,-13.3360938098,-9.99200722163e-16,-12.8459112933,-9.99200722163e-16,0.332201791372,0.0862138588117,0.467621433521,0.0
15,39.0948267877,1.99605831504,-13.6557508331,-9.99200722163e-16,entropy,sqrt,500,"{'max_features': 'sqrt', 'n_estimators': 500, 'criterion': 'entropy'}",6,-13.68573059,-9.99200722163e-16,-12.9365140389,-9.99200722163e-16,-13.9105058467,-9.99200722163e-16,-14.3850105104,-9.99200722163e-16,-14.0103935624,-9.99200722163e-16,-13.935473873,-9.99200722163e-16,-13.4110152336,-9.99200722163e-16,-12.9708677941,-9.99200722163e-16,0.403109574687,0.196916724048,0.480588795085,0.0
16,1.00163540244,0.174355506897,-14.9857515385,-9.99200722163e-16,entropy,log2,10,"{'max_features': 'log2', 'n_estimators': 10, 'criterion': 'entropy'}",21,-14.7596239894,-9.99200722163e-16,-14.1852287192,-9.99200722163e-16,-15.0093672723,-9.99200722163e-16,-15.6587007331,-9.99200722163e-16,-15.2840866759,-9.99200722163e-16,-15.13424325,-9.99200722163e-16,-14.6347601531,-9.99200722163e-16,-15.2201710153,-9.99200722163e-16,0.21244128428,0.0192657274503,0.423479603574,0.0
17,5.9472566247,0.443717002869,-14.0241538685,-9.99200722163e-16,entropy,log2,100,"{'max_features': 'log2', 'n_estimators': 100, 'criterion': 'entropy'}",17,-14.3600268737,-9.99200722163e-16,-13.4859435954,-9.99200722163e-16,-13.7606612645,-9.99200722163e-16,-15.2840866759,-9.99200722163e-16,-14.1102911068,-9.99200722163e-16,-14.3100861957,-9.99200722163e-16,-13.2611793239,-9.99200722163e-16,-13.6206641624,-9.99200722163e-16,0.205184366745,0.0845384595465,0.601414461698,0.0
18,17.3977361023,1.32314705849,-13.7556525649,-9.99200722163e-16,entropy,log2,300,"{'max_features': 'log2', 'n_estimators': 300, 'criterion': 'entropy'}",9,-13.4110100302,-9.99200722163e-16,-13.3610705085,-9.99200722163e-16,-13.3610687741,-9.99200722163e-16,-15.0593108411,-9.99200722163e-16,-14.0853167207,-9.99200722163e-16,-14.2601293292,-9.99200722163e-16,-13.3111182673,-9.99200722163e-16,-13.1957912311,-9.99200722163e-16,0.313792210194,0.0569045265143,0.612777521683,0.0
19,27.689135015,2.35876664519,-13.7275533349,-9.99200722163e-16,entropy,log2,500,"{'max_features': 'log2', 'n_estimators': 500, 'criterion': 'entropy'}",7,-13.6108028064,-9.99200722163e-16,-13.0613819223,-9.99200722163e-16,-13.3360949661,-9.99200722163e-16,-14.6846956276,-9.99200722163e-16,-14.1602346756,-9.99200722163e-16,-14.1102859034,-9.99200722163e-16,-13.4859360793,-9.99200722163e-16,-13.3707366965,-9.99200722163e-16,4.45739739934,0.709697589062,0.505749854364,0.0
20,6.68071314692,0.186724722385,-15.0138536595,-9.99200722163e-16,entropy,,10,"{'max_features': None, 'n_estimators': 10, 'criterion': 'entropy'}",22,-14.6597281794,-9.99200722163e-16,-14.4599440756,-9.99200722163e-16,-14.7346640573,-9.99200722163e-16,-15.5588072358,-9.99200722163e-16,-15.5588020323,-9.99200722163e-16,-15.5088538383,-9.99200722163e-16,-14.7596436469,-9.99200722163e-16,-14.8702823989,-9.99200722163e-16,0.276327554192,0.0252867352811,0.423451002115,0.0
21,64.2240230143,0.299606829882,-13.8493325415,-9.99200722163e-16,entropy,,100,"{'max_features': None, 'n_estimators': 100, 'criterion': 'entropy'}",12,-14.0603550541,-9.99200722163e-16,-12.9615011446,-9.99200722163e-16,-13.286164695,-9.99200722163e-16,-14.8095831685,-9.99200722163e-16,-14.3350663634,-9.99200722163e-16,-13.760673984,-9.99200722163e-16,-13.9354912179,-9.99200722163e-16,-13.6456774486,-9.99200722163e-16,0.601053449321,0.0492140793676,0.543701956214,0.0
22,199.310646504,1.0540394783,-13.5152718851,-9.99200722163e-16,entropy,,300,"{'max_features': None, 'n_estimators': 300, 'criterion': 'entropy'}",1,-13.3860535671,-9.99200722163e-16,-12.7117636432,-9.99200722163e-16,-13.2362136102,-9.99200722163e-16,-14.2851251073,-9.99200722163e-16,-13.8355873136,-9.99200722163e-16,-13.7356955508,-9.99200722163e-16,-13.5359033527,-9.99200722163e-16,-13.3957465112,-9.99200722163e-16,1.15347857084,0.174975776507,0.432853332082,0.0
23,346.074807912,1.76452404261,-13.6307865488,-9.99200722163e-16,entropy,,500,"{'max_features': None, 'n_estimators': 500, 'criterion': 'entropy'}",5,-13.2611816365,-9.99200722163e-16,-12.7367362949,-9.99200722163e-16,-13.5109301229,-9.99200722163e-16,-14.4099964597,-9.99200722163e-16,-13.8605605434,-9.99200722163e-16,-13.7856420104,-9.99200722163e-16,-14.0104080164,-9.99200722163e-16,-13.4707215688,-9.99200722163e-16,6.74138342801,0.37298189972,0.474884379576,0.0
