,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_colsample_bytree,param_gamma,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_objective,param_reg_alpha,param_scale_pos_weight,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,13.2511859834,0.089180290699,-13.4559516338,-11.920796841,0.9,0.0,0.01,3,5,572,binary:logistic,0,1,0.9,"{'reg_alpha': 0, 'colsample_bytree': 0.9, 'scale_pos_weight': 1, 'learning_rate': 0.01, 'min_child_weight': 5, 'n_estimators': 572, 'subsample': 0.9, 'objective': 'binary:logistic', 'max_depth': 3, 'gamma': 0.0}",1,-13.5109243413,-11.8817077055,-13.1612887174,-12.0529705656,-13.4110285313,-11.9066794677,-14.1852275629,-11.8674318494,-13.8605616997,-11.7282771926,-13.1612881392,-11.99230875,-13.4360069646,-11.8959744754,-12.9209002369,-12.0410247221,0.306499862864,0.0515425749734,0.380923431604,0.09955754487
