,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,4.90552607179,0.0998898744583,-9.74693097581,-9.58235142127,30,{'n_estimators': 30},1,-9.63294485141,-9.4634798332,-9.85754556554,-9.59907961671,-10.164362384,-9.52672736362,-9.4650922924,-9.63734079855,-10.0894438509,-9.46963963346,-9.84682335998,-9.6363426653,-9.47194460056,-9.75407781806,-9.44694982894,-9.57212364125,0.21193018152,0.0341761487729,0.267337137459,0.0906516124781
