,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.021492511034,0.00467762351036,0.650694765342,0.652661646432,{},1,0.646798148062,0.653183456327,0.668115691248,0.650145185381,0.653339860978,0.652349844305,0.622914565229,0.656712297589,0.631100147294,0.655597842783,0.669795434306,0.650056495919,0.652362824501,0.652398302607,0.661139002992,0.650849746544,0.00628882517553,0.00175450996339,0.0156451093738,0.00228774579344
