,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_features,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
11,413.835330844,0.765902787447,-13.6339128936,-9.99200722163e-16,gini,,500,"{'max_features': None, 'n_estimators': 500, 'criterion': 'gini'}",10,-13.935491796,-9.99200722163e-16,-13.0114510731,-9.99200722163e-16,-13.3860581924,-9.99200722163e-16,-13.9854353648,-9.99200722163e-16,-14.0603602576,-9.99200722163e-16,-13.6108213076,-9.99200722163e-16,-13.5109353264,-9.99200722163e-16,-13.5707041267,-9.99200722163e-16,1.97394624618,0.0393843939004,0.328822378126,0.0
12,0.963610976934,0.0185467302799,-14.6766694771,-0.606117112605,entropy,sqrt,10,"{'max_features': 'sqrt', 'n_estimators': 10, 'criterion': 'entropy'}",20,-14.8095820122,-0.603002768998,-14.4849068985,-0.660091572998,-14.8345535075,-0.603002438585,-14.8595197994,-0.549481442189,-15.2091698773,-0.667228014235,-14.4599406066,-0.613707017839,-14.4849144146,-0.563753829046,-14.2704749952,-0.588669816952,0.0141002806465,0.00114338409152,0.283952301259,0.0387805472298
13,8.78059887886,0.153544396162,-13.6963461184,-9.99200722163e-16,entropy,sqrt,100,"{'max_features': 'sqrt', 'n_estimators': 100, 'criterion': 'entropy'}",13,-13.26118684,-9.99200722163e-16,-12.8865716265,-9.99200722163e-16,-13.8355873136,-9.99200722163e-16,-14.5348562489,-9.99200722163e-16,-14.0603538978,-9.99200722163e-16,-13.5608661756,-9.99200722163e-16,-13.83558847,-9.99200722163e-16,-13.595685591,-9.99200722163e-16,0.0387951324072,0.0120119431827,0.467455051457,0.0
14,26.1362513304,0.45225083828,-13.4372143809,-9.99200722163e-16,entropy,sqrt,300,"{'max_features': 'sqrt', 'n_estimators': 300, 'criterion': 'entropy'}",1,-13.28615371,-9.99200722163e-16,-12.5119610382,-9.99200722163e-16,-13.4609749909,-9.99200722163e-16,-14.3350628945,-9.99200722163e-16,-14.0603469599,-9.99200722163e-16,-13.535893524,-9.99200722163e-16,-13.3610786028,-9.99200722163e-16,-12.9458880655,-9.99200722163e-16,0.180943670978,0.031428088585,0.539777234878,0.0
15,43.3974252343,0.778982251883,-13.4778007762,-9.99200722163e-16,entropy,sqrt,500,"{'max_features': 'sqrt', 'n_estimators': 500, 'criterion': 'entropy'}",2,-13.336101904,-9.99200722163e-16,-12.7367282006,-9.99200722163e-16,-13.5109214505,-9.99200722163e-16,-14.4099837402,-9.99200722163e-16,-13.9604551971,-9.99200722163e-16,-13.4609692093,-9.99200722163e-16,-13.5109243413,-9.99200722163e-16,-12.8959014152,-9.99200722163e-16,0.181940993727,0.0495987925412,0.501523784763,0.0
16,0.640235513449,0.0185853540897,-14.9607721484,-0.595412960676,entropy,log2,10,"{'max_features': 'log2', 'n_estimators': 10, 'criterion': 'entropy'}",24,-15.5837827782,-0.553050075823,-14.4849109456,-0.592298602759,-14.4349569699,-0.606570493998,-15.9084353436,-0.642251130728,-14.9344394887,-0.585161913713,-14.5348654995,-0.6351149373,-15.1342368903,-0.570889939871,-14.670339269,-0.577966591213,0.0204085440274,0.00124711740452,0.510611391914,0.0289605404613
17,5.50472944975,0.159059166908,-13.7619090128,-9.99200722163e-16,entropy,log2,100,"{'max_features': 'log2', 'n_estimators': 100, 'criterion': 'entropy'}",16,-13.8605669032,-9.99200722163e-16,-12.8366216979,-9.99200722163e-16,-13.3111234708,-9.99200722163e-16,-14.8345511949,-9.99200722163e-16,-14.0853282839,-9.99200722163e-16,-13.9105058467,-9.99200722163e-16,-13.4859516897,-9.99200722163e-16,-13.7706293206,-9.99200722163e-16,0.0591086360973,0.00898352302646,0.550316648204,0.0
18,16.305829078,0.453110426664,-13.5464814144,-9.99200722163e-16,entropy,log2,300,"{'max_features': 'log2', 'n_estimators': 300, 'criterion': 'entropy'}",6,-13.5858365146,-9.99200722163e-16,-12.7367195282,-9.99200722163e-16,-13.460968053,-9.99200722163e-16,-14.4599325124,-9.99200722163e-16,-14.0603458036,-9.99200722163e-16,-13.5358888987,-9.99200722163e-16,-13.5109214505,-9.99200722163e-16,-13.0208584945,-9.99200722163e-16,0.105005458732,0.0116961399738,0.505057673719,0.0
19,27.2171644568,0.756712734699,-13.5027735891,-9.99200722163e-16,entropy,log2,500,"{'max_features': 'log2', 'n_estimators': 500, 'criterion': 'entropy'}",3,-13.286150241,-9.99200722163e-16,-12.8615908806,-9.99200722163e-16,-13.41101639,-9.99200722163e-16,-14.4849109456,-9.99200722163e-16,-14.2101915421,-9.99200722163e-16,-13.4609674748,-9.99200722163e-16,-13.5358975711,-9.99200722163e-16,-12.7709345,-9.99200722163e-16,0.176047799979,0.0276543069359,0.555626181968,0.0
20,9.2725622654,0.0170068442822,-14.6954048508,-0.612807678785,entropy,,10,"{'max_features': None, 'n_estimators': 10, 'criterion': 'entropy'}",21,-14.2351769133,-0.631547542711,-14.8845045924,-0.606570741807,-14.3600447967,-0.63511576333,-15.5088625107,-0.603002521188,-14.4849184617,-0.656523847997,-14.4099860528,-0.570890270283,-14.4349708458,-0.631547212299,-15.2451721513,-0.567263530663,0.103769699444,0.00167745115087,0.435532027762,0.0297436668994
21,92.4436793923,0.150074750185,-13.7744061523,-9.99200722163e-16,entropy,,100,"{'max_features': None, 'n_estimators': 100, 'criterion': 'entropy'}",17,-13.8355925171,-9.99200722163e-16,-13.2611955124,-9.99200722163e-16,-13.71072579,-9.99200722163e-16,-14.3600517346,-9.99200722163e-16,-14.0104161107,-9.99200722163e-16,-13.9354848581,-9.99200722163e-16,-13.6607758614,-9.99200722163e-16,-13.4207511186,-9.99200722163e-16,0.456970780991,0.00912742765417,0.3228352074,0.0
22,284.487817496,0.43456864357,-13.6838630006,-9.99200722163e-16,entropy,,300,"{'max_features': None, 'n_estimators': 300, 'criterion': 'entropy'}",12,-13.7856431667,-9.99200722163e-16,-13.2861635387,-9.99200722163e-16,-13.1612892955,-9.99200722163e-16,-14.5598410419,-9.99200722163e-16,-13.5359021964,-9.99200722163e-16,-13.9604563534,-9.99200722163e-16,-13.7356984416,-9.99200722163e-16,-13.4457377901,-9.99200722163e-16,6.32344397224,0.021308058936,0.413342203577,0.0
23,461.769962221,0.60599604249,-13.587079374,-9.99200722163e-16,entropy,,500,"{'max_features': None, 'n_estimators': 500, 'criterion': 'entropy'}",9,-13.63579685,-9.99200722163e-16,-13.0863719188,-9.99200722163e-16,-13.0364167868,-9.99200722163e-16,-14.4849167272,-9.99200722163e-16,-13.7606687806,-9.99200722163e-16,-13.660767189,-9.99200722163e-16,-13.6607799086,-9.99200722163e-16,-13.3707604182,-9.99200722163e-16,1.96923126637,0.120517207893,0.425779965189,0.0
