,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,21.8274439573,0.00563064217567,-13.4809469248,-12.8493991867,identity,2,"(5,)",sgd,"{'alpha': 2, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (5,)}",6,-13.8855516962,-12.8094284632,-12.7367478581,-12.937877632,-13.7606803438,-12.8629465685,-14.2601703787,-12.6845434675,-14.2601692224,-12.770177706,-13.0114666835,-12.9128980226,-13.2362361585,-12.8129942057,-12.6959854785,-13.0043274278,1.11982955224,0.00334724608,0.602748012456,0.0951467691621
1,9.75269296765,0.00354954600334,-13.56836431,-12.8578736621,identity,2,"(5,)",adam,"{'alpha': 2, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (5,)}",34,-13.935498734,-12.8022917742,-12.8865935966,-12.873652139,-13.7107333061,-12.8593796695,-14.3850434656,-12.7487707778,-14.1602757251,-12.7452047874,-13.1113596026,-12.9021929478,-13.4110499233,-12.8986263792,-12.9459100516,-13.0328708223,0.720608285062,0.000300904801638,0.5312916172,0.0881669428261
2,40.5659056008,0.0110115110874,-13.4934348852,-12.8565343841,identity,2,"(10,)",sgd,"{'alpha': 2, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (10,)}",9,-13.9604719637,-12.7987238014,-12.7866966303,-12.9200359507,-13.6108363398,-12.8522431457,-14.410015539,-12.7202236086,-14.2851441866,-12.716655801,-13.0364428041,-12.959283156,-13.0614154557,-12.8308345654,-12.7959518363,-13.0542750437,10.4336352923,0.00765202479166,0.620503948518,0.109463882169
3,14.3951806426,0.00750389695168,-13.4871937599,-12.8757164348,identity,2,"(10,)",adam,"{'alpha': 2, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (10,)}",7,-13.910528395,-12.7630482034,-12.6368578297,-12.9842677216,-13.8605796227,-12.8165620959,-14.0603793369,-12.6488597744,-14.2601698005,-12.7808835243,-13.1113642279,-13.0877378592,-13.0614206592,-12.9200422286,-12.9958949662,-13.0043300709,2.26868445599,0.00418071275157,0.562549269307,0.137792099332
4,56.176243633,0.00759372115135,-13.5308992724,-12.8444932313,identity,2,"(50,)",sgd,"{'alpha': 2, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (50,)}",23,-14.0353951221,-12.8129966012,-12.7117752065,-12.9129006659,-13.8106296942,-12.8843559748,-14.335093537,-12.7416326019,-14.1852454859,-12.7880180657,-13.1113619153,-12.8879213043,-13.2112600379,-12.7523366029,-12.845937908,-12.9757840334,1.79578165108,0.00359571760612,0.594337432065,0.0779795830255
5,12.1945140958,0.00486505031586,-13.5371434333,-12.9658080341,identity,2,"(50,)",adam,"{'alpha': 2, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (50,)}",27,-13.7357024887,-12.8807875064,-12.9115610448,-12.9985290397,-14.1352932447,-13.0484916452,-14.1852477985,-12.8665176802,-14.3101203072,-12.8629524333,-13.0614171902,-13.0841688952,-13.2112617724,-12.9164699604,-12.7459715503,-13.0685471126,1.00655165891,0.000351598720794,0.587830677829,0.0884395556868
6,25.1213486493,0.0066045820713,-13.4996771669,-12.9047027485,identity,3,"(5,)",sgd,"{'alpha': 3, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (5,)}",11,-13.7357042232,-12.8914936551,-12.8366442462,-13.0199430717,-13.8106262252,-12.8986267922,-14.2601669097,-12.791584469,-14.3101162601,-12.7844481104,-12.9615173331,-12.9771216984,-13.3611028856,-12.834401547,-12.7209762001,-13.0400026444,1.03556876887,0.00397510355818,0.585466731097,0.0930332452141
7,9.56582561135,0.00581884384155,-13.5121671511,-12.92031384,identity,3,"(5,)",adam,"{'alpha': 3, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (5,)}",17,-13.6607833775,-12.8700868921,-12.9864917192,-13.0056719239,-13.7107356187,-12.9485822939,-14.1852472204,-12.7594718877,-14.3350912244,-12.7808802202,-12.8616221013,-13.0056680416,-13.4609969611,-12.9307383823,-12.8959234012,-13.0614110782,0.657546788024,0.00362185120652,0.533104844907,0.101993972658
8,33.9859437943,0.00723174214363,-13.4903110701,-12.8966739432,identity,3,"(10,)",sgd,"{'alpha': 3, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (10,)}",8,-13.8106244907,-12.8879246085,-12.8616180542,-12.9985330046,-13.6358089914,-12.8950589846,-14.3850382621,-12.7344942608,-14.1852454859,-12.8022881396,-12.9115708735,-12.9771214506,-13.2861803054,-12.8308325829,-12.8459361723,-13.0471385137,1.55380738421,0.00690475146669,0.569457929876,0.0994433442954
9,14.2246598899,0.00968781113625,-13.4153842473,-12.9100570921,identity,3,"(10,)",adam,"{'alpha': 3, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (10,)}",1,-13.68575892,-12.8486795508,-12.8116750636,-13.041355204,-13.5359108688,-12.8950564239,-14.360067345,-12.802292435,-14.1352990263,-12.816562509,-12.8616226795,-12.9878290862,-13.0364428041,-12.8558138444,-12.8959216655,-13.0328676837,1.84750985062,0.00606723298015,0.568212719645,0.0905946532541
10,61.6739789844,0.00863787531853,-13.5308973932,-12.9082707651,identity,3,"(50,)",sgd,"{'alpha': 3, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (50,)}",22,-13.8605738411,-12.8879245259,-12.9115656701,-13.0235106315,-13.8106273816,-12.9271715659,-14.3350906462,-12.7630393649,-14.2851407177,-12.8593778523,-12.936542947,-12.9592807605,-13.3111546915,-12.8308330786,-12.7959518363,-13.0150283409,9.93157142833,0.00592752761103,0.583915875747,0.0848011703924
11,9.28476813436,0.00495728850365,-13.4809452624,-12.979633168,identity,3,"(50,)",adam,"{'alpha': 3, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (50,)}",5,-13.4360162152,-12.9735619859,-13.0114620582,-13.0948700877,-13.7606849691,-12.9771302065,-14.2601674879,-12.8950613801,-14.3850411529,-12.8558098795,-12.9864888284,-13.0591906074,-13.2112577252,-12.9307406952,-12.7959483648,-13.0507005015,0.524820416119,0.000588989478549,0.560311416603,0.0787223695925
12,20.6196478307,0.00624522566795,-13.5402624058,-12.9359217799,identity,4,"(5,)",sgd,"{'alpha': 4, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (5,)}",28,-13.7856495265,-12.8914910118,-12.9115662482,-13.0520534228,-13.7107286808,-12.9307383823,-14.4599573733,-12.7773107605,-14.2351925236,-12.8629443382,-12.9864905629,-13.0056657287,-13.3611011511,-12.9057618292,-12.8709292082,-13.0614087655,0.479700681232,0.00384327032511,0.57008542617,0.0918500859369
13,7.89978137612,0.00527581572533,-13.4653353661,-12.9381535381,identity,4,"(5,)",adam,"{'alpha': 4, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (5,)}",4,-13.8106273816,-12.9200387592,-12.7617222442,-13.0449191292,-13.7606815001,-12.9236053278,-14.1103194367,-12.8022877266,-14.2351942581,-12.8415358405,-12.9365446815,-13.0235083186,-13.2112594597,-12.8950594802,-12.895922244,-13.0542737222,0.528421036813,0.00365090134285,0.545275218128,0.0882890273765
14,27.4263881147,0.00473466515541,-13.5340183172,-12.9430578637,identity,4,"(10,)",sgd,"{'alpha': 4, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (10,)}",25,-13.8605715285,-12.9093311237,-12.8865918621,-13.048485037,-13.7107292589,-12.9485785768,-14.4100097574,-12.8129920581,-14.3101162601,-12.8772164773,-12.9365417907,-13.0235059232,-13.2612041848,-12.8736484219,-12.8959205083,-13.050705292,0.881535939505,0.00338066444131,0.587924727107,0.0839736504808
15,7.02127662301,0.00489947199821,-13.4466026666,-12.9680356113,identity,4,"(10,)",adam,"{'alpha': 4, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (10,)}",3,-13.8855482272,-12.9485816331,-12.8116727509,-13.123419735,-13.6358049443,-12.9164647564,-13.9604731201,-12.837964894,-14.1103281092,-12.8593814042,-12.9615150204,-13.0377802099,-13.2861808836,-12.9057643073,-12.9209181728,-13.1149279502,0.402597929751,0.00329010624404,0.483936965709,0.103818199293
16,59.0664092302,0.00595486164093,-13.5059199545,-12.9506402071,identity,4,"(50,)",sgd,"{'alpha': 4, 'activation': 'identity', 'solver': 'sgd', 'hidden_layer_sizes': (50,)}",14,-13.8605721066,-12.9093313715,-12.9115662482,-13.1269837429,-13.6607810649,-12.9521466322,-14.3600621415,-12.8486731904,-14.2601663316,-12.9057613336,-12.9615155986,-12.9771197985,-13.3111541134,-12.8486722818,-12.7209744643,-13.0364333057,3.06059028411,0.00230624929485,0.58648480067,0.089216170014
17,10.4455215931,0.00679150223732,-13.5277720603,-12.9956855572,identity,4,"(50,)",adam,"{'alpha': 4, 'activation': 'identity', 'solver': 'adam', 'hidden_layer_sizes': (50,)}",21,-13.8106204436,-12.9450083737,-12.9115622011,-13.0913000498,-13.535907978,-13.0163689863,-14.3600627197,-12.8807870934,-14.3850405748,-12.923605493,-12.9615150204,-12.9771240113,-13.3860697556,-13.06632011,-12.8709228438,-13.0649703404,0.503099151575,0.0041887286653,0.576574682749,0.0712999449857
18,16.5100665987,0.00345411896706,-13.4309872773,-13.1477727261,logistic,2,"(5,)",sgd,"{'alpha': 2, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (5,)}",2,-13.785647792,-13.1376861745,-12.586896338,-13.2482949836,-13.7107286808,-13.1662292135,-14.2102158249,-13.0627558543,-14.1602664745,-12.9771211202,-12.9115598884,-13.1412497693,-12.9864870939,-13.2946797866,-13.0958538023,-13.1541649069,1.55381576185,0.000322968699982,0.573958925303,0.0925756698265
