,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
19,3.44392296672,0.00433778762817,-13.5746008819,-13.028687721,logistic,2,"(5,)",adam,"{'alpha': 2, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (5,)}",35,-13.6607741269,-12.9913937549,-12.961506348,-13.2090461263,-13.8855476491,-12.9664157975,-14.3350842864,-12.8486704645,-14.4849311813,-12.9414405661,-13.1613008588,-13.0306398863,-13.086383482,-13.0805940663,-13.0208787448,-13.1613011065,0.425089163586,0.00202923727676,0.570397864243,0.110736429786
20,20.85154742,0.0061152279377,-13.5121586947,-13.1254713266,logistic,2,"(10,)",sgd,"{'alpha': 2, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (10,)}",16,-13.7107234773,-13.1448209636,-12.6368404849,-13.2839752073,-13.7107292589,-13.1020033074,-14.5348759064,-12.9913924332,-14.0104195796,-13.0020967647,-13.1613008588,-13.1019997555,-13.1363282071,-13.2233173567,-13.195823053,-13.1541648243,0.513843069984,0.00428054413339,0.559444655156,0.0936717312176
21,2.92874890566,0.00825470685959,-13.5465030974,-13.0920213043,logistic,2,"(10,)",adam,"{'alpha': 2, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (10,)}",29,-13.6607735488,-12.987825782,-12.8865918621,-13.2661393908,-13.7606757185,-13.0698901479,-14.4599567952,-12.994960819,-14.3600598289,-12.9913929288,-13.1113509302,-13.1091355359,-13.0614096741,-13.1483881104,-13.0708625022,-13.1684377192,0.271202845292,0.00526874006059,0.574637374062,0.0938882267403
22,50.5207646191,0.00659471750259,-13.5340126796,-13.1379575555,logistic,2,"(50,)",sgd,"{'alpha': 2, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (50,)}",24,-13.6857462004,-13.0520497056,-12.7617135718,-13.2875431801,-13.760673984,-13.1269777955,-14.5848229441,-13.0163669212,-14.1352903539,-13.0449121906,-13.1363258945,-13.0984306263,-13.0614108304,-13.2589983238,-13.1458369812,-13.2183817009,0.574538965001,0.00164529689708,0.577592125293,0.0974676767393
23,3.33183303475,0.0130821466446,-13.5589911301,-13.1611521871,logistic,2,"(50,)",adam,"{'alpha': 2, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (50,)}",31,-13.8106453046,-13.0520777907,-12.8865687356,-13.3160737461,-13.6358066788,-13.22332,-14.4349847217,-12.998532509,-14.0853444725,-13.0734588641,-13.4360034956,-13.1911933761,-13.1363293634,-13.1697911563,-13.0458752521,-13.2647700546,0.267747169327,0.00337279400778,0.502847420981,0.103447931505
24,14.1219655275,0.00467899441719,-13.4965452568,-13.1999497137,logistic,3,"(5,)",sgd,"{'alpha': 3, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (5,)}",10,-13.6857479349,-13.1483853845,-12.8865791426,-13.2768346359,-13.710722321,-13.1697930562,-14.3350819738,-13.0912964153,-14.0603654611,-13.0805916708,-13.0364260374,-13.1840627997,-13.0364300845,-13.3481967354,-13.2208097245,-13.3004370117,0.449269464601,0.00331179459423,0.496781440979,0.092099638645
25,2.53060019016,0.00613957643509,-13.5683514448,-13.1508891918,logistic,3,"(5,)",adam,"{'alpha': 3, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (5,)}",33,-13.6108230421,-13.1055675631,-12.986473218,-13.2839700033,-13.710722321,-13.1769284236,-14.5598462453,-13.0520449973,-14.2102094651,-13.077022046,-13.2611903089,-13.0948600928,-13.0614073614,-13.234017145,-13.1458340883,-13.1827032631,0.144773793691,0.00374149338748,0.534513554083,0.0764287051046
26,21.0850555599,0.00421714782715,-13.5121541413,-13.2030713985,logistic,3,"(10,)",sgd,"{'alpha': 3, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (10,)}",15,-13.7606693587,-13.1983377473,-12.7866804418,-13.3553325985,-13.7107228992,-13.1876318464,-14.2851303108,-13.0698857699,-13.9604679166,-13.0591825123,-13.2611897308,-13.1876287075,-13.0863765441,-13.3339228617,-13.2458033389,-13.2326491445,0.551021113009,0.00113930136023,0.466542788583,0.1000762888
27,2.49188321829,0.00537750124931,-13.5589841915,-13.1829994196,logistic,3,"(10,)",adam,"{'alpha': 3, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (10,)}",30,-13.6857456222,-13.1912024625,-12.8616001312,-13.2554236602,-13.7356938163,-13.1983346084,-14.3850278552,-13.0663182928,-14.0104178452,-13.08772646,-13.1862683069,-13.1519479881,-13.3361175144,-13.2304447116,-13.2707940605,-13.2825971734,0.312827623837,0.0030383589121,0.459825079058,0.0719149762088
28,51.8921102881,0.00900289416313,-13.5027878999,-13.1932579705,logistic,3,"(50,)",sgd,"{'alpha': 3, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (50,)}",12,-13.5359010401,-13.130543951,-12.6368381722,-13.2946754086,-13.6857479349,-13.2518575872,-14.4849219307,-13.1198373067,-14.0353887623,-13.1305418033,-13.4360092772,-13.0877224951,-13.0863805912,-13.2554248166,-13.1208393167,-13.2754603956,0.674251802277,0.00412905200461,0.542740427934,0.0780513161288
29,3.24665164948,0.0106709003448,-13.5152820761,-13.2017363434,logistic,3,"(50,)",adam,"{'alpha': 3, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (50,)}",18,-13.9105411145,-13.162686765,-12.6867823192,-13.1769218979,-13.5608823641,-13.2518607261,-14.5598497143,-13.1198437497,-14.0603677737,-13.1912007278,-12.9864894066,-13.1805032524,-13.2112438494,-13.1840579261,-13.1458329312,-13.3468157019,0.174831371323,0.00644025922204,0.585412634182,0.0644998710864
30,14.8715147674,0.00443011522293,-13.5277596287,-13.2744267023,logistic,4,"(5,)",sgd,"{'alpha': 4, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (5,)}",20,-13.6857398406,-13.2661263396,-13.0613911729,-13.3267819599,-13.7356932381,-13.2411487952,-14.4099987724,-13.1947655617,-13.9604632913,-13.1483791893,-13.3111338777,-13.2625544844,-13.0364248811,-13.3981434812,-13.0208654374,-13.3575138068,0.303870293243,0.00235972556153,0.473883806644,0.0778632766796
31,2.34522843361,0.00603890419006,-13.5371270264,-13.2293815341,logistic,4,"(5,)",adam,"{'alpha': 4, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (5,)}",26,-13.6108201513,-13.1947658921,-12.936521555,-13.3196475012,-13.6857450441,-13.2589895679,-14.4349720021,-13.1055628547,-14.2351774914,-13.1590833555,-13.2112398022,-13.1412421698,-13.061402158,-13.3624651573,-13.1208370024,-13.2932957738,0.20544138574,0.00356190632641,0.522916270117,0.0866462281083
32,20.5661622882,0.0101689994335,-13.565223004,-13.2842380977,logistic,4,"(10,)",sgd,"{'alpha': 4, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (10,)}",32,-13.735689191,-13.2732626156,-13.0863620901,-13.3588940456,-13.6857462004,-13.2911023144,-14.3600476875,-13.1840609825,-14.0853329092,-13.1662186403,-13.4360029175,-13.1983284957,-13.0114481823,-13.4266872637,-13.1208335309,-13.3753504239,0.161237218666,0.00784223792584,0.460435909459,0.0906082340093
33,2.119700104,0.00638446211815,-13.599566178,-13.2681827181,logistic,4,"(10,)",adam,"{'alpha': 4, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (10,)}",36,-13.7107165394,-13.191199654,-12.8865762517,-13.3160811804,-13.7856437449,-13.2482883754,-14.4349702677,-13.2447185853,-14.1352805251,-13.2233074443,-13.3860518326,-13.2304389294,-13.2362141883,-13.3410500514,-13.2208022029,-13.3503775245,0.42938075176,0.00357851083939,0.482359234614,0.0555326745089
34,52.3030777872,0.00946190953255,-13.5183928091,-13.2846839791,logistic,4,"(50,)",sgd,"{'alpha': 4, 'activation': 'logistic', 'solver': 'sgd', 'hidden_layer_sizes': (50,)}",19,-13.6857415751,-13.1983334519,-12.9365221332,-13.4017133539,-13.5858498123,-13.2946698742,-14.360045953,-13.2375807398,-13.9354865926,-13.2090346444,-13.4110279532,-13.169784135,-13.0863736533,-13.3588954499,-13.1458254096,-13.4074601837,0.627060861971,0.00665283495278,0.445883168184,0.0887248951642
35,3.00479200482,0.00737884640694,-13.50278949,-13.2396427552,logistic,4,"(50,)",adam,"{'alpha': 4, 'activation': 'logistic', 'solver': 'adam', 'hidden_layer_sizes': (50,)}",13,-13.7606942197,-13.2839987492,-12.7367264661,-13.2233025707,-13.2611822147,-13.1983305608,-14.484923087,-13.1983380777,-14.2601599718,-13.0734558078,-13.0614067833,-13.2482930837,-13.1363166439,-13.3017997072,-13.3207749251,-13.389623484,0.342417219584,0.00275583499951,0.571445583128,0.086384218009
