,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_loss,param_penalty,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.261312127113,0.00586533546448,-15.5665218161,-15.481322084,log,elasticnet,"{'penalty': 'elasticnet', 'loss': 'log'}",1,-14.6098661314,-15.2286491667,-15.1093313054,-15.2785980602,-15.3091252379,-15.0966302904,-16.2331728988,-15.2001071189,-15.4839482534,-15.6639529183,-15.8336029566,-15.7603068525,-15.1842596672,-15.1180327581,-16.7697380829,-16.5042995068,0.0271201764397,0.00450331431621,0.642859472126,0.450230320229
