,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,2.57102200389,0.0187300145626,-13.8649613743,-13.2008581663,20,{'n_estimators': 20},5,-14.7846371123,-13.1377051732,-13.0614119867,-13.2911213957,-13.9604783235,-13.2233218999,-14.3350889117,-13.3018278749,-13.6607932063,-13.3410735107,-13.8106331632,-13.0698962605,-13.8106395229,-13.0734705112,-13.4957417979,-13.1684487042,0.0827942221875,0.00408243987654,0.488060228179,0.0980590408719
1,2.53504037857,0.0178297162056,-13.7369559314,-13.1170070429,25,{'n_estimators': 25},2,-14.5848264131,-12.9699888091,-12.8616215231,-13.2590070797,-14.0354049508,-13.1198511014,-14.1103205931,-13.2161924799,-13.1862798702,-13.29111677,-13.7606901726,-13.0235161659,-13.935509719,-12.9699933523,-13.4207655831,-13.0863905852,0.0209711228346,0.00145371436105,0.519241960362,0.118969189791
2,3.26633056998,0.0247312784195,-13.6963701866,-13.0621470559,30,{'n_estimators': 30},1,-14.3101139475,-12.9307423472,-12.7617262913,-13.1876478714,-14.1103286873,-13.0663303528,-14.3350842864,-13.1341224144,-13.4110505015,-13.137690222,-13.610847903,-12.9378816796,-13.760691907,-12.9628565806,-13.2708102607,-13.1399049794,0.154350702902,0.0106091221947,0.512783708606,0.0969981644035
3,3.47606918216,0.024315237999,-13.7681780369,-12.9546613867,35,{'n_estimators': 35},4,-14.3350900681,-12.8379725761,-12.9115679827,-13.0770360885,-14.2601703787,-12.905766042,-14.2851389832,-13.0199456324,-13.6108461685,-12.9806980141,-13.4110539705,-12.9450186164,-13.9604893086,-12.8986319962,-13.37078009,-12.9722221281,0.0496521875497,0.00251578199276,0.488842176455,0.0702346022804
4,3.89270761609,0.0272030830383,-13.7619345265,-12.9171978597,40,{'n_estimators': 40},3,-14.0853514104,-12.8665174324,-12.9365441033,-12.9878350336,-13.9854556004,-12.8522461194,-14.6098042682,-13.0699025384,-13.6358153512,-12.8807903975,-13.4110528141,-12.8879284908,-13.9854642729,-12.8522471932,-13.4457597762,-12.9401156721,0.0271754605302,0.00218279971631,0.480073302529,0.0724754940959
