,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0896424055099,0.00446262955666,-14.7422143745,-13.8742876881,entropy,5,sqrt,2,10,"{'max_features': 'sqrt', 'min_samples_split': 10, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",35,-14.859575881,-13.6836425974,-14.3849584758,-14.1152690098,-14.9593814978,-13.8583904968,-15.4589293488,-13.8370354433,-14.4599128549,-13.847692278,-15.1341958408,-13.8405356816,-14.4848756778,-14.1045786382,-14.1954901018,-13.7071573598,0.0126528276732,0.00179894959741,0.403209482169,0.149528835247
1,0.0813464522362,0.00296387076378,-14.6828988213,-13.922906883,entropy,5,sqrt,2,30,"{'max_features': 'sqrt', 'min_samples_split': 30, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",18,-14.859575881,-13.6836425974,-14.3849810241,-14.3008388674,-14.6347711382,-13.8762806661,-14.8595088143,-13.6371832039,-14.9594150312,-13.9226414316,-15.1591679143,-13.9368731778,-14.4598770089,-14.2722575831,-14.1455051872,-13.7535375366,0.0032647506212,0.000509750239871,0.315270583153,0.233135964374
2,0.0805943608284,0.00330758094788,-14.6953888054,-13.9269223702,entropy,5,sqrt,2,50,"{'max_features': 'sqrt', 'min_samples_split': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",22,-14.859575881,-13.6836425974,-14.3849810241,-14.3008388674,-14.63477056,-13.8905528052,-14.8595088143,-13.6371832039,-14.9594150312,-13.9226414316,-15.2091322968,-13.9654292681,-14.5098240466,-14.2615532517,-14.1455051872,-13.7535375366,0.00717267656105,0.000692076242458,0.320979885058,0.231249691734
3,0.0712584555149,0.00269347429276,-14.7328423511,-13.8840944227,entropy,5,sqrt,2,70,"{'max_features': 'sqrt', 'min_samples_split': 70, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",32,-15.1092838961,-13.5765692155,-14.3849810241,-14.3008388674,-14.3849891184,-13.6835698241,-14.8595088143,-13.6371832039,-14.7346391964,-13.7692042279,-15.3339943987,-13.9796923208,-14.6346901955,-14.2972309147,-14.4204262676,-13.8284668069,0.00449779728264,0.000381177659096,0.329468243193,0.265880108667
4,0.0721645653248,0.00266778469086,-14.838993014,-13.8858786364,entropy,5,sqrt,2,100,"{'max_features': 'sqrt', 'min_samples_split': 100, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",43,-15.1092838961,-13.5765692155,-14.5348261845,-14.1402704264,-14.834530381,-13.7799119461,-14.9344435359,-13.6907177472,-15.234103214,-13.8940705554,-15.2840485172,-13.9939666902,-14.5348105741,-14.1830673492,-14.245468652,-13.8284551611,0.00399114168641,0.000499962538152,0.348841512977,0.197823448514
5,0.0853479802608,0.00335338711739,-14.7390922941,-13.8774097112,entropy,5,sqrt,3,10,"{'max_features': 'sqrt', 'min_samples_split': 10, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",34,-14.859575881,-13.6907787082,-14.3849584758,-14.1152690098,-14.9593814978,-13.8583904968,-15.4589293488,-13.8370354433,-14.4599128549,-13.847692278,-15.1092214547,-13.8476717925,-14.4848756778,-14.1117147491,-14.1954901018,-13.7107252118,0.0111426333135,0.000743088335226,0.400248067858,0.149101488905
6,0.0830101072788,0.00440064072609,-14.6797767408,-13.9255829246,entropy,5,sqrt,3,30,"{'max_features': 'sqrt', 'min_samples_split': 30, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",17,-14.859575881,-13.6907787082,-14.3849810241,-14.3008388674,-14.6347711382,-13.8762806661,-14.8595088143,-13.6371832039,-14.9594150312,-13.9226414316,-15.1341935281,-13.9440092886,-14.4598770089,-14.2793936939,-14.1455051872,-13.7535375366,0.00827160667255,0.00307519607182,0.310628177105,0.233635670834
7,0.0760596692562,0.00314721465111,-14.692266725,-13.9304904257,entropy,5,sqrt,3,50,"{'max_features': 'sqrt', 'min_samples_split': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",20,-14.859575881,-13.6907787082,-14.3849810241,-14.3008388674,-14.63477056,-13.8905528052,-14.8595088143,-13.6371832039,-14.9594150312,-13.9226414316,-15.1841579107,-13.9797014898,-14.5098240466,-14.2686893625,-14.1455051872,-13.7535375366,0.00375013616393,0.00120800963366,0.316051284207,0.231953119445
8,0.0745398700237,0.00336334109306,-14.7265982624,-13.8876624987,entropy,5,sqrt,3,70,"{'max_features': 'sqrt', 'min_samples_split': 70, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",30,-15.1092838961,-13.5837053263,-14.3849810241,-14.3008388674,-14.3849891184,-13.6835698241,-14.8595088143,-13.6371832039,-14.7096653884,-13.7763405039,-15.3090200125,-13.9868284317,-14.6346901955,-14.3043670255,-14.4204262676,-13.8284668069,0.00545602923604,0.00123774454493,0.32388480277,0.266193452348
9,0.0859898626804,0.00327000021935,-14.8296267727,-13.8898926884,entropy,5,sqrt,3,100,"{'max_features': 'sqrt', 'min_samples_split': 100, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",42,-15.1092838961,-13.5837053263,-14.5348261845,-14.1402704264,-14.7845816088,-13.7977521405,-14.9344435359,-13.6907177472,-15.234103214,-13.8940705554,-15.2590741311,-14.001102801,-14.5348105741,-14.1830673492,-14.245468652,-13.8284551611,0.00661368145385,0.000512049386775,0.345353829483,0.195803263943
