,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.769384980202,0.00745803117752,-14.5798943069,-13.239201846,entropy,5,,2,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",41,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2447460921,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.1602231124,-13.1376467728,-14.4599475446,-13.1911942022,-13.8456142141,-13.1291858129,0.100460403188,0.00473137054374,0.47281375855,0.111899178141
1,0.822391211987,0.00455176830292,-14.5861381787,-13.243215821,entropy,5,,2,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",45,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2590186442,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.1352487262,-13.1519189945,-14.4599475446,-13.1911942022,-13.9205892717,-13.132752839,0.112556341064,0.00335251498483,0.461692624045,0.110077930492
2,0.775166034698,0.00850704312325,-14.5830160982,-13.2458915861,entropy,5,,2,50,"{'max_features': None, 'min_samples_split': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",42,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2590186442,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.1352487262,-13.1519189945,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.025606273012,0.00498674674773,0.466244736842,0.107592392029
3,0.905778378248,0.00671538710594,-14.5861380341,-13.2516896348,entropy,5,,2,55,"{'max_features': None, 'min_samples_split': 55, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",43,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2341691244,-13.2982670059,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.1352487262,-13.1590550227,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.158772822676,0.00399997210239,0.470491401979,0.108178469057
4,0.985730528831,0.00722062587738,-14.5861380341,-13.2534736625,entropy,5,,2,60,"{'max_features': None, 'min_samples_split': 60, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 2}",43,-15.2840710655,-13.2482774718,-14.4600001573,-13.5266532806,-15.2341691244,-13.2982670059,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.1352487262,-13.1590550227,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.0409615501784,0.00401774892286,0.470491401979,0.112494541639
5,0.579274863005,0.00325670838356,-14.5736502906,-13.2400938805,entropy,5,,3,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",31,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2447460921,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.1102754965,-13.1447830488,-14.4599475446,-13.1911942022,-13.8456142141,-13.1291858129,0.0859943623565,0.000667557353658,0.478609030272,0.111111722554
6,0.494716674089,0.00289517641068,-14.5798941624,-13.2441078555,entropy,5,,3,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",39,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2590186442,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.0853011103,-13.1590552705,-14.4599475446,-13.1911942022,-13.9205892717,-13.132752839,0.0120294594309,0.000201250164515,0.468042399048,0.109361058067
7,0.613560110331,0.00438925623894,-14.5767720819,-13.2467836206,entropy,5,,3,50,"{'max_features': None, 'min_samples_split': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",33,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2590186442,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.0853011103,-13.1590552705,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.0658094403814,0.00150573021667,0.472492089033,0.106836507398
8,0.632410496473,0.00401341915131,-14.5798940178,-13.2525816693,entropy,5,,3,55,"{'max_features': None, 'min_samples_split': 55, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",35,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2341691244,-13.2982670059,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.0853011103,-13.1661912987,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.025735028152,0.00109422955587,0.47672399325,0.107437817856
9,0.529087603092,0.00376349687576,-14.5798940178,-13.254365697,entropy,5,,3,60,"{'max_features': None, 'min_samples_split': 60, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 3}",35,-15.2840710655,-13.2482774718,-14.4600001573,-13.5266532806,-15.2341691244,-13.2982670059,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.0853011103,-13.1661912987,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.0325221635451,0.00188981291752,0.47672399325,0.111768254027
10,0.497018098831,0.00297853350639,-14.5736502906,-13.2414319013,entropy,5,,4,40,"{'max_features': None, 'min_samples_split': 40, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4}",31,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2554502583,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.1102754965,-13.1447830488,-14.4599475446,-13.1911942022,-13.8456142141,-13.1291858129,0.00499561926689,0.000234274323722,0.478609030272,0.111224082365
11,0.593696534634,0.00504544377327,-14.5798941624,-13.2454458762,entropy,5,,4,45,"{'max_features': None, 'min_samples_split': 45, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4}",39,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2697228104,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.0853011103,-13.1590552705,-14.4599475446,-13.1911942022,-13.9205892717,-13.132752839,0.0661004529148,0.00234584547824,0.468042399048,0.109600524675
12,0.539873182774,0.00279575586319,-14.5767720819,-13.2481216414,entropy,5,,4,50,"{'max_features': None, 'min_samples_split': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4}",33,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2091958946,-13.2697228104,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.0853011103,-13.1590552705,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.0258024070683,0.000140701293292,0.472492089033,0.107048180003
13,0.495818465948,0.00278714299202,-14.5798940178,-13.2539196901,entropy,5,,4,55,"{'max_features': None, 'min_samples_split': 55, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4}",35,-15.2840710655,-13.2482774718,-14.4600001573,-13.512381059,-15.2341691244,-13.3089711721,-14.8844907165,-13.2375723143,-14.3350808175,-13.2126110428,-14.0853011103,-13.1661912987,-14.4599475446,-13.1911942022,-13.8955968144,-13.1541589601,0.0100792986209,0.000201602168629,0.47672399325,0.108063280823
