,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_batch_size,param_epochs,param_optimizer,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,7.85782262683,0.301344424486,0.623472369522,0.743757675718,30,3,Adam,"{'epochs': 3, 'optimizer': 'Adam', 'batch_size': 30}",7,0.616200613158,0.748885337443,0.648679435272,0.741111754338,0.626633023529,0.747586507049,0.592303569243,0.749627258738,0.608168248178,0.739598808122,0.627112815709,0.737732834648,0.621427469268,0.742676865809,0.647270989784,0.7428420396,0.522467516415,0.181217782772,0.0176337697409,0.00415342024817
1,36.8290604651,0.800656437874,0.588624972579,0.920922197718,30,10,Adam,"{'epochs': 10, 'optimizer': 'Adam', 'batch_size': 30}",12,0.572630127397,0.926212395176,0.601395036607,0.923964618942,0.586772667909,0.912363878799,0.565391806399,0.924802406426,0.567316501231,0.912992632794,0.587909166857,0.930123576998,0.600948102937,0.926706643368,0.626663875922,0.910211429242,2.65196367738,0.124624708035,0.0194123927049,0.00725661001911
2,89.8113577366,1.28188601136,0.573415649387,0.999172271132,30,30,Adam,"{'epochs': 30, 'optimizer': 'Adam', 'batch_size': 30}",14,0.548449604231,0.999571491572,0.582939646311,0.99802288665,0.588453768158,0.99808177218,0.570668436446,0.998161082806,0.565283579455,0.99986081311,0.55896897125,0.999939564726,0.563259725342,0.999927018738,0.609327430485,0.999813539271,0.926806362539,0.251940627516,0.0180784464982,0.000846747433626
3,11.4967092574,1.43426334858,0.629059184036,0.731778176078,100,3,Adam,"{'epochs': 3, 'optimizer': 'Adam', 'batch_size': 100}",5,0.617997073372,0.735030540326,0.64726971407,0.727387202665,0.625679942181,0.730406951373,0.59178234244,0.733617561737,0.606474672001,0.734554501086,0.641152544661,0.733887613392,0.639506575,0.732321160214,0.662634886002,0.727019877833,0.626430137739,0.186467490707,0.0216427954134,0.00296260142859
4,18.340549916,1.76398289204,0.595884510647,0.887997240355,100,10,Adam,"{'epochs': 10, 'optimizer': 'Adam', 'batch_size': 100}",10,0.578027942125,0.894909115676,0.618078835302,0.894473677118,0.587009353299,0.89881908104,0.561182952718,0.888277337934,0.605898940149,0.882461714769,0.595993350379,0.882548481001,0.597716323487,0.883922421564,0.623188130032,0.87856609374,0.847724212314,0.229903226711,0.0191809880733,0.00682633357603
5,37.2468912005,2.0639744699,0.5664137064,0.998946401982,100,30,Adam,"{'epochs': 30, 'optimizer': 'Adam', 'batch_size': 100}",15,0.540621718614,0.999110716851,0.580381379932,0.999688707061,0.563907168609,0.999852586462,0.558913400382,0.998982634095,0.574700157171,0.99850916142,0.548794123356,0.99937139561,0.558223464262,0.998833417969,0.605796715378,0.997222596388,0.382877739643,0.175260640312,0.0191024169062,0.00077108440603
6,10.8655557632,2.20922195911,0.636211997239,0.708526841754,300,3,Adam,"{'epochs': 3, 'optimizer': 'Adam', 'batch_size': 300}",2,0.615264429666,0.71139599792,0.658669156055,0.708481902513,0.633175683957,0.707982458177,0.614648794426,0.713949284445,0.608888963599,0.710788803012,0.658299789879,0.703039218013,0.638244295095,0.707600273759,0.662523890467,0.70497679619,0.720463074066,0.165166152772,0.0204572181812,0.00329061448803
7,13.3491856158,2.7693297863,0.604839939955,0.844162662819,300,10,Adam,"{'epochs': 10, 'optimizer': 'Adam', 'batch_size': 300}",9,0.579654666369,0.843445218965,0.627682560994,0.84478245824,0.59933601295,0.843093792004,0.573011846831,0.848202752638,0.601664999706,0.843660190187,0.615575133119,0.840307153344,0.604587069453,0.85026470652,0.637230650836,0.839545030654,0.294327432425,0.277771565088,0.0205350221444,0.00339187593404
8,24.2295183539,3.07963916659,0.587241606321,0.980274868916,300,30,Adam,"{'epochs': 30, 'optimizer': 'Adam', 'batch_size': 300}",13,0.561811304205,0.978937175891,0.600216073339,0.976913698032,0.583226613582,0.976976636612,0.562566208465,0.984184200819,0.582304440279,0.982276646638,0.59953756445,0.980231440825,0.602969036638,0.978341810685,0.605314677627,0.984337341823,0.835997215612,0.224643912928,0.0165436859971,0.00281730156544
9,10.3359969854,3.11393234134,0.63476451603,0.681523938212,1000,3,Adam,"{'epochs': 3, 'optimizer': 'Adam', 'batch_size': 1000}",4,0.624257273344,0.679983749678,0.652713503535,0.676105798203,0.634760630767,0.67840057043,0.609601124331,0.68797498828,0.616407097051,0.685455582097,0.651867463271,0.680599316328,0.637771743789,0.684301382249,0.650748849875,0.679370118432,0.114625892695,0.106737506812,0.0156516970819,0.00373774295937
