,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.2551035285,0.00504949688911,-15.8006779943,-15.4550236258,{},1,-14.4350367562,-14.6327709441,-16.2081962,-15.2893064392,-14.9594873014,-15.2215066129,-16.183247253,-15.1251915022,-16.1083148441,-15.6675326208,-16.6077927376,-16.1206809448,-16.0583493052,-16.0814204404,-15.8450316272,-15.5017795019,0.0728670651618,0.0031889953411,0.680053073616,0.467667069623
