,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_criterion,param_loss,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,107.676805109,0.0998323857784,-13.6495253196,-9.99200722163e-16,friedman_mse,deviance,20,log2,1,5,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 5, 'max_depth': 20}",3,-13.9105208789,-9.99200722163e-16,-13.3610919005,-9.99200722163e-16,-13.460982507,-9.99200722163e-16,-14.2351821167,-9.99200722163e-16,-14.559845089,-9.99200722163e-16,-13.4609813507,-9.99200722163e-16,-12.9615075043,-9.99200722163e-16,-13.2457992889,-9.99200722163e-16,3.97343132901,0.0094448862426,0.503799885462,0.0
1,83.1125008464,0.0900337398052,-13.8118742256,-9.99200722163e-16,friedman_mse,deviance,20,log2,1,10,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 20}",12,-14.0353887623,-9.99200722163e-16,-13.3361180926,-9.99200722163e-16,-13.6108346053,-9.99200722163e-16,-14.4349800964,-9.99200722163e-16,-14.4849253997,-9.99200722163e-16,-13.5109341701,-9.99200722163e-16,-14.0853433161,-9.99200722163e-16,-12.9958793445,-9.99200722163e-16,0.960381119068,0.00700479731683,0.498607385629,0.0
2,62.2999756634,0.0876146256924,-13.7525589614,-9.99200722163e-16,friedman_mse,deviance,20,log2,1,20,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 20, 'max_depth': 20}",8,-13.5109393735,-9.99200722163e-16,-13.2362257516,-9.99200722163e-16,-13.8855511181,-9.99200722163e-16,-14.3850301679,-9.99200722163e-16,-14.0853473633,-9.99200722163e-16,-13.7107269463,-9.99200722163e-16,-13.8106320068,-9.99200722163e-16,-13.3957609757,-9.99200722163e-16,0.831175937988,0.00527082495478,0.351044712977,0.0
3,98.0928469002,0.0988324582577,-13.7806512528,-9.99200722163e-16,friedman_mse,deviance,20,log2,3,5,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 5, 'max_depth': 20}",11,-13.8605726848,-9.99200722163e-16,-13.336119827,-9.99200722163e-16,-13.8355948297,-9.99200722163e-16,-14.4599533262,-9.99200722163e-16,-14.3850243862,-9.99200722163e-16,-13.06139522,-9.99200722163e-16,-13.8106239126,-9.99200722163e-16,-13.4957198119,-9.99200722163e-16,0.461866584431,0.00710305818276,0.451834462646,0.0
4,83.2890910208,0.0956201851368,-13.5995765136,-9.99200722163e-16,friedman_mse,deviance,20,log2,3,10,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 20}",1,-13.6358061006,-9.99200722163e-16,-13.3111460191,-9.99200722163e-16,-13.4609848197,-9.99200722163e-16,-14.8845086395,-9.99200722163e-16,-14.1103159678,-9.99200722163e-16,-13.1862735104,-9.99200722163e-16,-13.1113584463,-9.99200722163e-16,-13.0958543809,-9.99200722163e-16,0.378654624789,0.00739045540495,0.578639419381,0.0
5,57.476370573,0.0868747234344,-13.868075143,-9.99200722163e-16,friedman_mse,deviance,20,log2,3,20,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 20, 'max_depth': 20}",15,-14.4100149609,-9.99200722163e-16,-13.336119827,-9.99200722163e-16,-13.6108259329,-9.99200722163e-16,-14.7096983436,-9.99200722163e-16,-14.3600552036,-9.99200722163e-16,-13.8855522744,-9.99200722163e-16,-13.4859701908,-9.99200722163e-16,-13.1458421884,-9.99200722163e-16,0.835935053377,0.00900939205993,0.531622945172,0.0
6,106.419642746,0.0889263749123,-13.7619172523,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,5,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 5, 'max_depth': 30}",9,-14.0853300184,-9.99200722163e-16,-13.2112450057,-9.99200722163e-16,-13.935488327,-9.99200722163e-16,-14.0853398472,-9.99200722163e-16,-14.3101041187,-9.99200722163e-16,-13.4360058083,-9.99200722163e-16,-13.7357024887,-9.99200722163e-16,-13.2957853607,-9.99200722163e-16,1.01150451578,0.00715768031871,0.381969646432,0.0
7,77.2075487375,0.0666426718235,-13.6526495683,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,10,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 10, 'max_depth': 30}",4,-13.535904509,-9.99200722163e-16,-13.311141972,-9.99200722163e-16,-13.6358061006,-9.99200722163e-16,-14.4849242433,-9.99200722163e-16,-13.835602924,-9.99200722163e-16,-13.5858550157,-9.99200722163e-16,-13.7606803438,-9.99200722163e-16,-13.0708607665,-9.99200722163e-16,7.22339542547,0.0212382916941,0.389096503558,0.0
8,34.8120999038,0.047911375761,-13.9523699418,-9.99200722163e-16,friedman_mse,deviance,30,log2,1,20,150,"{'loss': 'deviance', 'min_samples_leaf': 1, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 20, 'max_depth': 30}",18,-14.1352938228,-9.99200722163e-16,-13.3610976821,-9.99200722163e-16,-13.9105203007,-9.99200722163e-16,-14.4100114919,-9.99200722163e-16,-14.6597472588,-9.99200722163e-16,-13.4360110117,-9.99200722163e-16,-14.0104288302,-9.99200722163e-16,-13.6956635203,-9.99200722163e-16,0.242678193873,0.00454424615833,0.422878691419,0.0
9,45.8841857016,0.0446956455708,-13.9523654606,-9.99200722163e-16,friedman_mse,deviance,30,log2,3,5,150,"{'loss': 'deviance', 'min_samples_leaf': 3, 'n_estimators': 150, 'max_features': 'log2', 'criterion': 'friedman_mse', 'min_samples_split': 5, 'max_depth': 30}",17,-14.6597426335,-9.99200722163e-16,-13.0863759659,-9.99200722163e-16,-13.6607758614,-9.99200722163e-16,-14.484926556,-9.99200722163e-16,-14.8345627581,-9.99200722163e-16,-13.6857490912,-9.99200722163e-16,-13.7856518391,-9.99200722163e-16,-13.4207545901,-9.99200722163e-16,0.15574208323,0.00426825228582,0.589361179826,0.0
