,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0606460869312,0.0169787704945,-11.9668028122,-11.8798316761,{},1,-11.7792635539,-11.8865649207,-11.829171614,-11.8758601442,-12.3871590652,-11.8460888559,-11.8377323995,-11.9138813305,-12.4371043685,-11.8532255449,-11.5463931935,-11.9447620139,-12.1212156614,-11.8805425769,-11.7963021449,-11.837728022,0.030986676898,0.015348869567,0.295433930344,0.0336454390997
