,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_l1_ratio,param_loss,param_penalty,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.239478200674,0.00805589556694,-15.3979322908,-15.1923153214,3e-05,0.15,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'log', 'l1_ratio': 0.15}",12,-15.184259089,-15.1108965647,-14.6598068094,-14.7826347233,-15.4340029501,-14.9146556646,-15.8335983314,-14.9253700737,-15.5838319219,-14.5043135976,-15.65878977,-16.2919538824,-15.2841595243,-15.2500561776,-15.5451163538,-15.7586418874,0.0294804330854,0.00671813065666,0.338908455485,0.539610157819
1,0.176658183336,0.00282365083694,-15.6164744528,-15.4541143453,3e-05,0.15,modified_huber,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'modified_huber', 'l1_ratio': 0.15}",23,-14.8596071018,-15.132317205,-14.9594948175,-14.6898580961,-14.6847632725,-14.336615241,-16.8075924518,-15.7460353742,-15.7336857547,-15.514088561,-15.8835482599,-15.8816147065,-15.1842527292,-15.8245145859,-16.8197212618,-16.5078709929,0.0126673013473,0.000864658536431,0.791391942155,0.657230555552
2,0.181938141584,0.00273314118385,-15.7101370108,-15.3073809981,3e-05,0.15,perceptron,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'perceptron', 'l1_ratio': 0.15}",29,-14.6348306888,-14.6613177003,-15.3341036712,-15.143013937,-15.1842521511,-14.6862909493,-16.208214123,-14.9432196849,-15.6088063081,-15.3142714278,-16.3830336695,-15.8958947754,-15.7087171502,-15.4070535894,-16.6197960678,-16.4079859203,0.00848542591165,0.00084670858159,0.623753045498,0.562410258461
3,0.197613120079,0.00431409478188,-15.660181989,-15.3283403807,3e-05,0.3,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'log', 'l1_ratio': 0.3}",28,-14.0604215427,-14.6077933998,-15.4839557695,-15.2821789191,-15.1093168513,-14.6791441001,-16.1083050154,-14.9325058541,-16.4829034622,-15.4926763461,-16.2581605826,-15.9850988866,-15.009448215,-15.05381726,-16.7697467616,-16.5935082795,0.00856770957386,0.00449703741531,0.850237156501,0.635787937921
4,0.193378388882,0.0045337677002,-15.7351156781,-15.3314703065,3e-05,0.3,modified_huber,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'modified_huber', 'l1_ratio': 0.3}",33,-14.9345244785,-14.9681783957,-15.1592875937,-14.6934319337,-15.3340973114,-14.8183107342,-16.2831401722,-15.1144821319,-16.2331723206,-15.6211295625,-15.758682111,-15.5462220409,-15.9584575424,-15.8673424022,-16.2199144367,-16.022665251,0.0192168803311,0.00372030422701,0.495883795507,0.466961017962
5,0.185734003782,0.00437036156654,-15.7163782806,-15.3591108237,3e-05,0.3,perceptron,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'perceptron', 'l1_ratio': 0.3}",30,-14.6348318451,-14.7612187087,-14.7596945251,-14.7612236649,-15.3340892171,-14.6541707685,-16.3330854754,-15.4784298966,-15.6587591274,-15.0466617375,-16.1083183131,-16.0457567373,-15.3341048275,-15.3713792305,-17.5694828307,-16.7540458457,0.011868825717,0.00336888994349,0.890689075715,0.683851485152
6,0.210705220699,0.00225904583931,-15.7288697826,-15.4536805416,3e-05,0.5,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'log', 'l1_ratio': 0.5}",31,-15.0344168195,-15.1786927564,-15.084363279,-15.0930607482,-15.309114831,-14.8468465042,-16.2831262963,-15.2607656304,-15.9584667929,-15.7852766321,-15.8585767646,-15.6318561142,-15.983444648,-16.1349571314,-16.3198761658,-15.6979888157,0.0209867027513,0.000136963663006,0.48277836773,0.399477073152
7,0.179397374392,0.00292086601257,-15.5914976647,-15.3582347106,3e-05,0.5,modified_huber,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'modified_huber', 'l1_ratio': 0.5}",22,-14.8595949604,-15.239348955,-15.1343097386,-15.449871163,-15.0344087252,-14.8076021074,-16.5328597505,-15.0609497363,-15.8585669359,-15.3285593441,-16.482927745,-15.7032127619,-15.3340973114,-15.7424428683,-15.4951464822,-15.5338907484,0.00742275472583,0.00153883314809,0.600310228927,0.298426523041
8,0.190928310156,0.00259754061699,-15.6196007976,-15.3323575806,3e-05,0.5,perceptron,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'perceptron', 'l1_ratio': 0.5}",26,-14.7846833653,-14.9788828924,-15.5338976038,-15.2821650417,-15.0593958309,-14.5721225102,-16.3580465638,-15.0181322453,-16.0084155652,-15.5069616191,-15.9584696838,-15.892327546,-14.6847725231,-15.0609367676,-16.5698123104,-16.3473320226,0.012219182531,0.000251067426985,0.671384004045,0.530572082505
9,0.197924405336,0.00359785556793,-15.7351130762,-15.5027310739,3e-05,0.75,log,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'log', 'l1_ratio': 0.75}",32,-14.709756738,-15.2072371171,-15.0843684825,-15.1929735688,-14.7596789147,-14.8075914516,-16.2331798367,-15.2036731093,-16.1832235484,-15.9458338391,-16.033406718,-15.8067015678,-16.0583406328,-15.382063572,-16.8197339905,-16.4757743657,0.0126408755549,0.00325202899289,0.728402373486,0.500753577927
10,0.180278986692,0.00247678160667,-15.8350201564,-15.5183449234,3e-05,0.75,modified_huber,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'modified_huber', 'l1_ratio': 0.75}",41,-14.7097544253,-14.7969075231,-16.1582561002,-16.0243406401,-15.3590630251,-14.9574540743,-16.0833340982,-15.1394488553,-15.7836466683,-15.1430148456,-16.4829300576,-16.0065060627,-15.658768378,-15.8066806692,-16.4448494453,-16.2724067168,0.00952515039401,0.000483094170494,0.557251963104,0.53216362835
11,0.18130877614,0.00313302874565,-15.5040823755,-15.3131811726,3e-05,0.75,perceptron,elasticnet,"{'penalty': 'elasticnet', 'alpha': 3e-05, 'loss': 'perceptron', 'l1_ratio': 0.75}",16,-14.9844680472,-15.0894851759,-14.7347230298,-14.939628831,-14.7097503782,-14.7255458367,-16.0084178778,-15.0538226292,-15.5588610048,-15.2393411077,-16.7077064706,-15.9422867649,-15.4090331893,-15.3535371362,-15.9199997418,-16.1618018995,0.00979586005288,0.00182995841166,0.650110015228,0.464377989393
