,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,37.4417065382,9.34994900227,-16.0878934946,-9.99200722163e-16,{},1,-16.1082873814,-9.99200722163e-16,-16.0674959205,-9.99200722163e-16,0.457596421242,0.0353239774704,0.020395730375,0.0
