,league,season,historical_training_year,features,ll,acc,prec_A,prec_D,prec_H,rec_A,rec_D,rec_H,f1_A,f1_D,f1_H,bet_all,bet_lte_19,bet_lte_4,bet_btw_19_4,bet_btw_19_5,bet_btw_15_4,bet_btw_15_5
0,D1,2014,1,all_features,1.03018214418,0.5,0.397260273973,0.181818181818,0.565476190476,0.426470588235,0.0327868852459,0.772357723577,0.41134751773,0.0555555555556,0.652920962199,-0.00666666666667,-0.103366336634,-0.0215163934426,0.0435915492958,0.0510344827586,0.00680412371134,0.0128426395939
1,D1,2014,1,best_features_60,1.0144720437,0.527777777778,0.442857142857,0.25,0.574712643678,0.455882352941,0.0327868852459,0.813008130081,0.449275362319,0.0579710144928,0.673400673401,0.0901984126984,-0.0538144329897,0.0288796680498,0.0921678321678,0.113243243243,0.0638743455497,0.0805102040816
2,D1,2014,3,all_features,1.02240079363,0.496031746032,0.405797101449,0.333333333333,0.547619047619,0.411764705882,0.0819672131148,0.747967479675,0.408759124088,0.131578947368,0.632302405498,0.0441666666667,-0.114795918367,-0.003,0.0817730496454,0.0590540540541,0.0260732984293,0.0110606060606
3,D1,2014,3,best_features_60,1.0019027191,0.480158730159,0.392857142857,0.0,0.52380952381,0.323529411765,0.0,0.80487804878,0.354838709677,0.0,0.634615384615,-0.0636507936508,-0.0924752475248,-0.0974590163934,-0.0946478873239,-0.0968027210884,-0.0910362694301,-0.0927272727273
4,D1,2014,5,all_features,1.0307318871,0.5,0.407407407407,0.0,0.530612244898,0.323529411765,0.0,0.845528455285,0.360655737705,0.0,0.652037617555,-0.0524206349206,-0.104811320755,-0.0502834008097,-0.00221428571429,-0.000694444444444,-0.0341538461538,-0.0324120603015
5,D1,2014,5,best_features_60,1.02825109708,0.515873015873,0.415094339623,1.0,0.540404040404,0.323529411765,0.016393442623,0.869918699187,0.363636363636,0.0322580645161,0.666666666667,0.0209920634921,-0.0787378640777,-0.0284836065574,0.0154285714286,0.0404827586207,-0.00619791666667,0.0127918781726
6,D1,2014,9,all_features,1.00874060298,0.5,0.385964912281,0.4,0.536842105263,0.323529411765,0.0327868852459,0.829268292683,0.352,0.0606060606061,0.651757188498,-0.00261904761905,-0.0866666666667,-0.0489711934156,-0.0147142857143,0.00445205479452,-0.0321465968586,-0.0174111675127
7,D1,2014,9,best_features_60,1.00878725189,0.519841269841,0.435483870968,1.0,0.544973544974,0.397058823529,0.016393442623,0.837398373984,0.415384615385,0.0322580645161,0.660256410256,0.0359523809524,-0.0866666666667,-0.00897119341564,0.0547142857143,0.0710273972603,0.0187434554974,0.0319289340102
8,D1,2015,1,all_features,1.03864129924,0.514403292181,0.617647058824,0.5,0.497487437186,0.276315789474,0.0862068965517,0.908256880734,0.381818181818,0.147058823529,0.642857142857,0.048683127572,0.0132978723404,0.0302991452991,0.0417142857143,-0.00109589041096,0.0444565217391,0.0114736842105
9,D1,2015,1,best_features_60,1.0244576254,0.481481481481,0.469387755102,0.333333333333,0.50289017341,0.302631578947,0.120689655172,0.798165137615,0.368,0.177215189873,0.617021276596,-0.0272016460905,0.00645161290323,-0.0485042735043,-0.0847517730496,-0.122108843537,-0.0557608695652,-0.0855789473684
10,D1,2015,3,all_features,1.02309055424,0.456790123457,0.41935483871,0.333333333333,0.479289940828,0.342105263158,0.0689655172414,0.743119266055,0.376811594203,0.114285714286,0.58273381295,-0.121275720165,-0.0371875,-0.0913617021277,-0.128776978417,-0.159027777778,-0.0977173913043,-0.121587301587
11,D1,2015,3,best_features_60,1.00125949753,0.481481481481,0.424242424242,0.444444444444,0.509433962264,0.368421052632,0.137931034483,0.743119266055,0.394366197183,0.210526315789,0.60447761194,-0.0559259259259,-0.0312371134021,-0.0458898305085,-0.0561151079137,-0.0659310344828,-0.036935483871,-0.0449479166667
12,D1,2015,5,all_features,1.0214122914,0.444444444444,0.389830508475,0.384615384615,0.46783625731,0.302631578947,0.0862068965517,0.733944954128,0.340740740741,0.140845070423,0.571428571429,-0.149711934156,-0.0351063829787,-0.117008547009,-0.172,-0.20602739726,-0.131639344262,-0.159206349206
13,D1,2015,5,best_features_60,1.02345909086,0.477366255144,0.415384615385,0.4,0.50289017341,0.355263157895,0.0344827586207,0.798165137615,0.382978723404,0.0634920634921,0.617021276596,-0.0824279835391,-0.0380612244898,-0.0591983122363,-0.0741007194245,-0.10625,-0.0552941176471,-0.0798958333333
14,D1,2015,9,all_features,1.0183293346,0.477366255144,0.426666666667,0.25,0.5125,0.421052631579,0.0344827586207,0.752293577982,0.423841059603,0.0606060606061,0.609665427509,-0.0970781893004,-0.00454545454545,-0.0781092436975,-0.130503597122,-0.154825174825,-0.0882352941176,-0.107329842932
15,D1,2015,9,best_features_60,1.02490312891,0.485596707819,0.438356164384,0.0,0.51497005988,0.421052631579,0.0,0.788990825688,0.429530201342,0.0,0.623188405797,-0.0702469135802,-0.0363366336634,-0.0546861924686,-0.068115942029,-0.0943661971831,-0.0509574468085,-0.0707291666667
16,D1,2016,1,all_features,1.14915145773,0.415384615385,0.292307692308,0.25,0.485380116959,0.271428571429,0.09375,0.65873015873,0.281481481481,0.136363636364,0.558922558923,-0.129961538462,-0.0996666666667,-0.0990677966102,-0.098698630137,-0.0572727272727,-0.0914141414141,-0.0607281553398
17,D1,2016,1,best_features_60,1.06661956391,0.476923076923,0.375,0.285714285714,0.531791907514,0.428571428571,0.03125,0.730158730159,0.4,0.056338028169,0.615384615385,-0.00103846153846,-0.0964285714286,0.0401659751037,0.133776223776,0.1412,0.07705,0.084347826087
18,D1,2016,3,all_features,1.0447923407,0.488461538462,0.43137254902,0.2,0.509803921569,0.314285714286,0.015625,0.825396825397,0.363636363636,0.0289855072464,0.630303030303,-0.0352692307692,-0.0719626168224,-0.03456,-0.00657342657343,0.0378767123288,-0.0148529411765,0.0166183574879
19,D1,2016,3,best_features_60,1.06100796243,0.484615384615,0.416666666667,0.25,0.515625,0.357142857143,0.03125,0.785714285714,0.384615384615,0.0555555555556,0.622641509434,-0.0413076923077,-0.0811111111111,-0.04084,-0.0102112676056,0.0275342465753,-0.0225,0.00423076923077
