,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
31432,4.6,16.2,0.2,8.4,1.8,2.6,0.4,1.2,0.0,0.4,0.6,6.2,10.4,0.0,12.4,3.8,0.0,0.8,0.0,0.4,0.6,2.2,5.0,14.67,0.0,10.0,1.67,2.0,0.33,0.67,0.0,0.67,0.33,6.0,9.33,0.0,8.33,2.33,0.0,0.67,0.0,0.33,0.67,1.67,1.949,3.633,0.447,2.608,1.789,1.342,0.548,1.095,0.0,0.548,0.548,1.304,2.51,0.0,6.348,2.95,0.0,0.837,0.0,0.548,0.548,1.789,2.646,2.309,0.0,1.732,1.528,0.0,0.577,0.577,0.0,0.577,0.577,1.0,2.082,0.0,2.517,0.577,0.0,0.577,0.0,0.577,0.577,2.082,4.4,14.4,0.0,9.0,3.2,2.0,1.0,1.6,0.0,0.4,0.6,6.6,12.6,0.0,16.4,5.0,0.4,0.4,0.2,0.6,0.2,1.4,5.33,13.33,0.0,10.33,2.67,2.0,0.67,1.33,0.0,0.33,0.67,7.0,12.0,0.0,15.33,4.33,0.33,0.0,0.33,0.67,0.0,1.33,2.51,3.286,0.0,3.464,1.095,1.0,0.707,0.894,0.0,0.548,0.548,3.782,4.506,0.0,4.159,2.646,0.548,0.548,0.447,0.548,0.447,0.548,3.055,4.041,0.0,4.163,0.577,1.0,0.577,0.577,0.0,0.577,0.577,5.292,4.359,0.0,3.786,3.512,0.577,0.0,0.577,0.577,0.0,0.577,Nantes,6.45,3.69,1.58,2015-05-09,F1,1.0,2.0,H,D,Bordeaux,7.39,3.88,1.58,1.58,1.58,0.185098972221,0.310684883332,0.504216144447,0.504216144447,H,0.58,0.58,0,1.58,-0.128695247958
31433,4.0,19.8,0.0,12.0,7.0,3.0,2.6,1.2,0.6,0.2,0.2,2.0,17.6,0.4,12.2,3.6,1.6,0.4,0.8,0.2,0.0,2.4,4.67,18.0,0.0,11.67,7.67,2.67,2.33,1.0,0.67,0.33,0.0,3.0,15.0,0.67,12.67,3.67,1.67,0.33,0.67,0.33,0.0,2.0,2.236,3.564,0.0,2.345,2.236,1.225,2.074,0.837,0.548,0.447,0.447,2.345,5.32,0.548,5.45,1.673,1.14,0.548,0.447,0.447,0.0,1.517,2.082,3.606,0.0,2.082,2.082,0.577,2.082,1.0,0.577,0.577,0.0,2.646,1.0,0.577,7.506,2.309,1.528,0.577,0.577,0.577,0.0,1.732,3.6,10.4,0.0,11.2,3.4,1.4,1.6,1.0,0.6,0.2,0.2,6.4,11.6,0.2,10.0,2.2,0.4,0.6,0.2,0.6,0.2,1.4,2.33,7.67,0.0,9.0,3.0,0.67,1.67,0.0,0.67,0.33,0.0,8.67,11.33,0.0,11.33,2.0,0.33,0.0,0.33,0.67,0.0,1.67,2.074,4.336,0.0,3.347,1.14,1.342,1.14,1.732,0.548,0.447,0.447,4.219,0.894,0.447,3.391,1.789,0.548,1.342,0.447,0.548,0.447,1.14,0.577,3.055,0.0,2.0,1.0,1.155,1.528,0.0,0.577,0.577,0.0,4.041,0.577,0.0,4.041,2.0,0.577,0.0,0.577,0.577,0.0,1.528,Lyon,1.7,3.82,4.75,2015-05-09,F1,0.0,3.0,H,H,Caen,1.74,4.04,4.98,4.75,4.98,0.406412916148,0.314795122826,0.278791961027,0.406412916148,A,-1.0,-1.0,0,1.7,-0.18182237797
31434,4.0,15.8,0.0,8.6,3.4,2.2,1.0,2.0,0.2,0.2,0.6,3.0,15.4,0.0,11.2,5.0,0.6,0.6,0.2,0.4,0.4,1.4,4.0,16.33,0.0,7.33,3.0,3.0,1.0,2.0,0.33,0.0,0.67,2.33,18.0,0.0,9.33,4.0,0.67,0.33,0.33,0.33,0.33,1.67,1.414,1.924,0.0,3.435,1.673,1.789,0.707,1.0,0.447,0.447,0.548,2.236,4.159,0.0,4.087,2.915,0.894,0.548,0.447,0.548,0.548,0.894,1.732,2.517,0.0,2.309,2.0,2.0,1.0,1.0,0.577,0.0,0.577,2.082,1.732,0.0,4.509,3.606,1.155,0.577,0.577,0.577,0.577,1.155,3.4,10.2,0.0,11.4,4.0,1.6,1.2,0.8,0.6,0.0,0.4,5.0,13.2,0.0,9.8,2.8,0.4,0.4,0.2,0.4,0.4,1.4,3.0,11.67,0.0,9.67,2.67,1.33,1.0,0.67,0.67,0.0,0.33,5.0,14.0,0.0,10.33,2.0,0.0,0.33,0.0,0.67,0.33,1.33,1.673,2.049,0.0,3.847,2.236,1.14,1.304,0.447,0.548,0.0,0.548,2.646,1.789,0.0,1.924,1.924,0.894,0.548,0.447,0.548,0.548,1.342,2.0,0.577,0.0,3.055,1.528,1.155,1.0,0.577,0.577,0.0,0.577,3.606,1.732,0.0,1.528,1.0,0.0,0.577,0.0,0.577,0.577,1.155,Reims,3.48,3.3,2.12,2015-05-09,F1,3.0,2.0,A,D,Evian Thonon Gaillard,3.63,3.44,2.18,3.48,3.63,0.303275788958,0.322378547711,0.374345663331,0.374345663331,H,-1.0,-1.0,0,2.12,-0.0973524498767
31435,4.0,13.0,0.2,10.0,4.4,2.4,1.2,1.8,0.2,0.2,0.6,5.0,12.4,0.0,12.0,4.6,0.4,0.4,0.2,0.4,0.4,2.4,3.67,13.67,0.0,9.33,4.33,3.0,2.0,2.0,0.33,0.33,0.33,6.0,11.33,0.0,12.67,5.67,0.67,0.33,0.33,0.33,0.33,2.0,1.732,3.606,0.447,4.583,2.074,1.949,2.168,1.304,0.447,0.447,0.548,2.915,2.408,0.0,4.123,3.286,0.894,0.548,0.447,0.548,0.548,0.894,2.309,2.887,0.0,2.082,1.528,2.0,2.646,1.732,0.577,0.577,0.577,3.606,2.517,0.0,4.041,4.041,1.155,0.577,0.577,0.577,0.577,1.0,5.2,12.8,0.2,6.8,3.8,1.8,2.0,1.8,0.6,0.0,0.4,5.6,13.8,0.0,16.4,6.0,1.0,0.8,0.4,0.2,0.4,1.8,4.67,14.33,0.33,7.33,4.33,2.67,1.67,2.0,0.33,0.0,0.67,5.67,14.0,0.0,18.67,7.0,0.67,1.0,0.33,0.0,0.67,1.33,2.168,4.266,0.447,2.49,2.49,1.304,0.707,1.304,0.548,0.0,0.548,1.949,1.924,0.0,3.435,1.581,0.707,0.837,0.548,0.447,0.548,0.837,2.082,5.033,0.577,3.215,3.215,0.577,0.577,1.732,0.577,0.0,0.577,1.155,2.646,0.0,2.082,1.0,0.577,1.0,0.577,0.0,0.577,0.577,Lorient,2.77,3.24,2.56,2015-05-09,F1,4.0,0.0,A,A,Metz,2.93,3.34,2.61,2.77,2.93,0.240249530863,0.311739581003,0.448010888134,0.448010888134,H,-1.0,-1.0,0,2.56,0.057385888134
31436,3.4,14.4,0.4,7.8,2.4,1.0,0.6,2.2,0.2,0.0,0.8,7.6,11.0,0.0,14.2,5.8,0.2,0.8,0.2,0.2,0.6,0.8,2.67,15.67,0.0,8.33,2.67,1.33,1.0,2.0,0.33,0.0,0.67,7.67,12.0,0.0,12.67,4.67,0.33,0.33,0.33,0.33,0.33,1.0,2.881,4.827,0.894,3.033,1.817,1.0,0.894,0.837,0.447,0.0,0.447,1.14,2.0,0.0,2.775,2.588,0.447,0.837,0.447,0.447,0.548,0.837,1.528,6.351,0.0,4.041,1.528,1.155,1.0,1.0,0.577,0.0,0.577,1.528,2.0,0.0,2.082,2.517,0.577,0.577,0.577,0.577,0.577,1.0,3.8,11.8,0.2,12.0,2.8,2.2,0.4,1.0,0.0,0.4,0.6,4.2,11.2,0.0,9.0,3.8,0.2,0.4,0.2,0.4,0.4,1.6,2.33,13.33,0.33,8.0,1.33,2.33,0.33,1.0,0.0,0.33,0.67,4.67,12.0,0.0,10.0,4.0,0.33,0.0,0.33,0.67,0.0,1.33,3.114,2.588,0.447,5.788,2.387,0.837,0.548,0.707,0.0,0.548,0.548,1.924,1.924,0.0,1.871,1.304,0.447,0.548,0.447,0.548,0.548,1.342,1.528,1.528,0.577,1.732,1.528,0.577,0.577,1.0,0.0,0.577,0.577,2.517,2.0,0.0,1.732,1.732,0.577,0.0,0.577,0.577,0.0,1.528,Bastia,3.84,3.26,2.02,2015-05-09,F1,1.0,0.0,A,D,Rennes,4.0,3.38,2.09,3.84,4.0,0.198030672865,0.300613056623,0.501356270512,0.501356270512,H,-1.0,-1.0,0,2.02,0.00630676556137
31437,5.4,11.4,0.4,9.8,2.0,2.0,0.8,2.0,0.4,0.0,0.6,4.4,17.2,0.0,8.6,4.6,0.2,1.2,0.0,0.6,0.4,1.6,3.67,9.67,0.67,8.0,1.0,2.0,0.67,2.67,0.33,0.0,0.67,5.0,18.0,0.0,10.67,5.33,0.0,1.33,0.0,0.67,0.33,2.0,3.209,2.793,0.548,3.271,1.414,1.0,0.447,2.449,0.548,0.0,0.548,2.702,4.494,0.0,3.209,2.074,0.447,1.789,0.0,0.548,0.548,1.14,3.055,2.082,0.577,1.732,0.0,1.0,0.577,3.055,0.577,0.0,0.577,3.606,3.606,0.0,1.528,2.082,0.0,2.309,0.0,0.577,0.577,1.0,5.2,16.6,0.2,10.6,4.8,1.8,1.8,1.2,0.2,0.4,0.4,5.6,15.4,0.0,11.6,3.4,1.2,0.6,0.4,0.2,0.4,1.6,7.0,14.33,0.33,11.67,4.0,2.0,0.67,1.33,0.0,0.33,0.67,6.0,15.67,0.0,10.33,3.67,0.33,1.0,0.0,0.33,0.67,1.67,2.95,5.03,0.447,2.702,2.588,0.447,2.387,0.447,0.447,0.548,0.548,1.673,6.656,0.0,2.51,1.14,1.643,0.548,0.548,0.447,0.548,0.548,1.732,4.726,0.577,2.517,2.646,0.0,0.577,0.577,0.0,0.577,0.577,2.0,8.505,0.0,0.577,1.155,0.577,0.0,0.0,0.577,0.577,0.577,Lille,2.95,3.12,2.49,2015-05-09,F1,2.0,3.0,H,D,Toulouse,3.11,3.22,2.54,2.49,2.54,0.286883974417,0.319332334277,0.393783691306,0.393783691306,H,1.49,1.54,0,2.49,-0.00782273439684
31452,5.6,15.2,0.0,9.2,3.6,1.4,0.4,0.6,0.2,0.2,0.6,3.6,15.8,0.0,8.4,2.2,0.2,0.4,0.2,0.4,0.4,1.2,6.33,15.33,0.0,7.67,2.0,2.0,0.0,0.67,0.0,0.33,0.67,5.33,17.0,0.0,9.33,2.67,0.0,0.67,0.0,0.33,0.67,1.33,1.517,3.899,0.0,4.438,3.13,0.894,0.894,0.548,0.447,0.447,0.548,3.286,4.764,0.0,2.608,0.837,0.447,0.548,0.447,0.548,0.548,0.837,1.528,3.786,0.0,3.215,1.0,0.0,0.0,0.577,0.0,0.577,0.577,3.215,6.245,0.0,1.155,0.577,0.0,0.577,0.0,0.577,0.577,0.577,4.0,12.4,0.0,11.0,3.8,1.2,1.6,0.2,0.6,0.2,0.2,4.4,15.0,0.0,11.4,2.4,0.6,0.0,0.4,0.6,0.0,2.8,4.0,12.0,0.0,11.67,5.0,1.33,2.33,0.0,0.67,0.33,0.0,5.0,14.67,0.0,11.0,2.0,0.67,0.0,0.33,0.67,0.0,3.0,1.581,3.578,0.0,3.391,2.049,0.447,1.817,0.447,0.548,0.447,0.447,3.13,2.236,0.0,3.209,1.14,0.894,0.0,0.548,0.548,0.0,0.447,1.0,5.0,0.0,4.163,1.732,0.577,2.082,0.0,0.577,0.577,0.0,3.464,3.055,0.0,4.359,1.0,1.155,0.0,0.577,0.577,0.0,0.0,Montpellier,1.9,3.4,4.14,2015-05-10,F1,1.0,0.0,A,D,Lens,1.93,3.54,4.47,1.9,1.93,0.369298199064,0.340295242551,0.290406558384,0.369298199064,A,0.9,0.93,0,1.9,-0.157017590409
31453,3.2,8.6,0.2,11.4,4.4,0.8,2.6,0.4,1.0,0.0,0.0,5.2,12.4,0.0,10.4,3.0,1.4,0.0,0.8,0.2,0.0,2.6,3.33,7.33,0.0,12.0,5.0,1.0,3.0,0.33,1.0,0.0,0.0,4.33,11.67,0.0,10.33,2.0,1.67,0.0,1.0,0.0,0.0,2.67,0.447,3.05,0.447,1.14,1.517,0.837,0.894,0.548,0.0,0.0,0.0,1.483,2.074,0.0,3.507,1.871,0.894,0.0,0.447,0.447,0.0,1.817,0.577,2.517,0.0,1.0,1.0,1.0,0.0,0.577,0.0,0.0,0.0,1.155,0.577,0.0,4.933,1.0,0.577,0.0,0.0,0.0,0.0,0.577,4.0,14.8,0.0,12.8,7.0,2.6,2.6,1.8,0.6,0.4,0.0,6.2,12.2,0.4,17.6,5.8,0.8,0.6,0.4,0.2,0.4,2.0,3.33,17.33,0.0,11.67,6.67,3.33,2.67,1.67,0.67,0.33,0.0,4.33,14.0,0.67,15.33,5.0,1.0,0.67,0.33,0.33,0.33,2.67,2.55,4.604,0.0,1.789,1.871,1.517,1.817,1.095,0.548,0.548,0.0,4.438,3.564,0.548,3.715,1.789,0.837,0.894,0.548,0.447,0.548,1.414,3.215,1.528,0.0,1.155,0.577,1.528,2.517,1.528,0.577,0.577,0.0,1.155,2.646,0.577,2.887,0.0,1.0,1.155,0.577,0.577,0.577,1.528,Monaco,3.23,3.32,2.22,2015-05-10,F1,1.0,2.0,H,A,Marseille,3.43,3.51,2.23,2.22,2.23,0.343886522514,0.295255523144,0.360857954342,0.360857954342,H,1.22,1.23,0,2.22,-0.0895924961082
31454,2.4,15.6,0.6,10.0,4.0,2.8,1.2,1.4,0.4,0.0,0.6,4.8,15.8,0.0,15.0,5.6,1.0,0.4,0.6,0.4,0.0,2.8,3.0,15.33,0.33,10.0,4.0,2.33,1.33,1.0,0.67,0.0,0.33,4.33,14.33,0.0,16.33,5.33,1.0,0.0,1.0,0.0,0.0,2.67,1.517,0.894,0.894,3.606,2.236,0.837,0.447,0.894,0.548,0.0,0.548,3.701,2.775,0.0,4.062,1.949,0.0,0.548,0.548,0.548,0.0,1.095,1.732,0.577,0.577,1.0,1.0,0.577,0.577,1.0,0.577,0.0,0.577,2.517,2.517,0.0,5.033,2.517,0.0,0.0,0.0,0.0,0.0,1.528,5.4,14.0,0.4,8.6,2.4,1.8,0.4,1.6,0.0,0.2,0.8,4.4,15.4,0.0,11.4,4.2,0.0,0.4,0.0,0.6,0.4,2.4,6.0,11.67,0.33,8.33,2.0,1.67,0.0,1.33,0.0,0.0,1.0,5.33,13.33,0.0,8.67,3.67,0.0,0.67,0.0,0.33,0.67,2.67,2.074,4.416,0.548,3.209,1.14,1.483,0.894,0.548,0.0,0.447,0.447,1.949,4.393,0.0,4.336,1.789,0.0,0.548,0.0,0.548,0.548,1.342,2.646,4.041,0.577,2.082,1.0,0.577,0.0,0.577,0.0,0.0,0.0,2.082,3.215,0.0,3.055,2.082,0.0,0.577,0.0,0.577,0.577,1.528,Nice,6.15,3.68,1.6,2015-05-10,F1,0.0,5.0,H,H,St Etienne,6.42,3.88,1.63,1.6,1.63,0.217590640972,0.302487356209,0.479922002819,0.479922002819,H,0.6,0.63,0,1.6,-0.145077997181
31487,6.8,10.0,0.2,11.4,4.6,1.2,1.4,1.4,0.4,0.2,0.4,5.6,12.4,0.0,16.8,5.6,0.4,1.0,0.0,0.4,0.6,1.0,8.33,11.33,0.0,11.0,3.33,1.33,1.0,1.0,0.33,0.33,0.33,5.0,11.67,0.0,12.0,3.67,0.33,1.0,0.0,0.33,0.67,1.33,4.087,4.0,0.447,4.159,3.209,0.447,1.14,0.548,0.548,0.447,0.548,2.408,2.51,0.0,7.463,3.209,0.548,0.0,0.0,0.548,0.548,0.707,4.726,4.933,0.0,5.0,1.528,0.577,1.0,0.0,0.577,0.577,0.577,2.0,2.887,0.0,4.0,2.517,0.577,0.0,0.0,0.577,0.577,0.577,5.4,15.8,0.4,8.0,2.8,2.4,0.8,1.2,0.2,0.2,0.6,4.6,16.2,0.0,10.4,4.4,0.8,0.6,0.2,0.6,0.2,2.2,5.67,16.67,0.0,8.33,3.33,2.67,0.67,0.67,0.33,0.33,0.33,3.0,17.67,0.0,10.33,3.33,0.67,0.0,0.33,0.67,0.0,2.67,2.302,2.49,0.894,2.915,1.789,1.673,0.837,0.837,0.447,0.447,0.548,3.13,3.347,0.0,4.336,2.191,0.837,0.894,0.447,0.548,0.447,1.643,1.155,3.055,0.0,3.215,2.082,2.082,1.155,0.577,0.577,0.577,0.577,1.0,2.309,0.0,5.033,2.082,1.155,0.0,0.577,0.577,0.0,1.528,Caen,3.14,3.24,2.3,2015-05-16,F1,1.0,1.0,D,D,Bastia,3.26,3.4,2.35,3.24,3.4,0.262745426021,0.340622965465,0.396631608514,0.396631608514,H,-1.0,-1.0,0,2.3,-0.0381510001816
31488,3.0,17.0,0.0,8.6,3.6,1.8,1.4,1.4,0.2,0.6,0.2,5.8,14.0,0.2,12.6,3.8,1.0,0.2,0.6,0.4,0.0,2.6,3.33,18.67,0.0,9.67,3.33,2.67,1.0,1.33,0.0,0.67,0.33,5.0,15.0,0.33,13.0,3.67,0.67,0.33,0.33,0.67,0.0,3.0,1.871,4.123,0.0,2.191,1.817,1.924,1.14,0.548,0.447,0.548,0.447,2.28,3.317,0.447,5.177,1.789,1.0,0.447,0.548,0.548,0.0,0.894,2.082,4.163,0.0,2.309,2.517,2.082,1.0,0.577,0.0,0.577,0.577,2.646,4.0,0.577,7.211,2.517,1.155,0.577,0.577,0.577,0.0,1.0,3.6,12.0,0.0,10.8,3.2,1.6,1.8,1.0,0.8,0.0,0.2,4.6,13.4,0.0,10.2,3.2,0.6,0.4,0.2,0.6,0.2,1.2,3.33,13.67,0.0,12.0,2.67,2.33,2.0,1.0,1.0,0.0,0.0,5.33,13.67,0.0,10.0,3.0,0.33,0.67,0.0,0.67,0.33,1.33,1.949,3.24,0.0,2.864,1.483,1.14,1.304,0.707,0.447,0.0,0.447,2.966,1.817,0.0,1.304,1.924,0.894,0.548,0.447,0.548,0.447,1.095,2.517,2.887,0.0,2.646,1.528,0.577,1.0,1.0,0.0,0.0,0.0,3.055,1.528,0.0,1.732,1.0,0.577,0.577,0.0,0.577,0.577,1.155,St Etienne,1.9,3.42,4.15,2015-05-16,F1,2.0,1.0,A,D,Evian Thonon Gaillard,1.94,3.54,4.41,1.9,1.94,0.321427323259,0.316563804931,0.36200887181,0.36200887181,H,-1.0,-1.0,0,4.15,0.121045016388
31489,4.0,14.8,0.6,9.0,3.0,1.0,1.0,2.2,0.2,0.0,0.8,6.2,13.6,0.2,11.8,4.6,0.6,1.0,0.2,0.2,0.6,2.2,3.67,16.33,1.0,8.33,3.33,1.0,1.33,2.33,0.33,0.0,0.67,6.0,13.67,0.33,13.33,5.0,1.0,1.33,0.33,0.0,0.67,2.33,1.414,4.97,0.548,2.739,0.707,1.225,0.707,1.643,0.447,0.0,0.447,2.588,1.949,0.447,5.805,2.608,0.548,1.0,0.447,0.447,0.548,0.447,1.155,6.351,0.0,3.055,0.577,1.732,0.577,2.082,0.577,0.0,0.577,3.606,2.309,0.577,7.506,3.606,0.0,1.155,0.577,0.0,0.577,0.577,4.0,16.6,0.0,10.8,4.6,1.8,1.4,0.8,0.6,0.2,0.2,2.4,15.0,0.2,6.4,2.8,0.6,0.2,0.4,0.4,0.2,1.0,2.67,16.67,0.0,7.67,3.33,1.67,1.33,1.33,0.33,0.33,0.33,2.67,13.67,0.33,8.0,3.33,0.67,0.33,0.33,0.33,0.33,1.0,2.915,3.209,0.0,4.55,3.05,0.837,1.14,0.837,0.548,0.447,0.447,1.949,5.148,0.447,3.362,1.924,0.894,0.447,0.548,0.548,0.447,0.707,2.517,3.786,0.0,2.082,2.517,0.577,1.528,0.577,0.577,0.577,0.577,2.517,5.508,0.577,3.606,2.517,1.155,0.577,0.577,0.577,0.577,0.0,Toulouse,2.84,3.19,2.52,2015-05-16,F1,1.0,2.0,H,D,Guingamp,2.89,3.37,2.61,2.52,2.61,0.313172760497,0.329440044902,0.357387194601,0.357387194601,H,1.52,1.61,0,2.52,-0.0394382022244
31490,5.4,16.0,0.0,11.6,5.4,2.2,2.4,0.6,0.6,0.0,0.4,5.4,16.4,0.0,13.6,2.8,1.0,0.2,0.4,0.4,0.2,1.6,6.67,13.33,0.0,10.67,4.33,2.33,0.67,0.67,0.33,0.0,0.67,4.67,15.0,0.0,12.0,3.0,0.33,0.33,0.33,0.33,0.33,1.33,1.817,5.568,0.0,3.715,2.793,0.837,2.608,0.548,0.548,0.0,0.548,2.074,3.13,0.0,3.912,1.924,1.732,0.447,0.548,0.548,0.447,0.894,0.577,5.132,0.0,4.509,3.215,1.155,1.155,0.577,0.577,0.0,0.577,0.577,3.464,0.0,4.583,2.646,0.577,0.577,0.577,0.577,0.577,0.577,5.4,20.8,0.0,8.0,2.8,2.4,0.6,2.6,0.0,0.0,1.0,3.0,15.4,0.0,12.6,5.4,0.4,0.8,0.2,0.2,0.6,2.0,5.0,21.0,0.0,7.0,2.67,3.0,0.67,2.67,0.0,0.0,1.0,3.33,13.67,0.0,11.33,6.67,0.33,1.0,0.0,0.33,0.67,2.33,3.209,2.28,0.0,2.915,1.304,0.894,0.548,0.548,0.0,0.0,0.0,3.082,7.021,0.0,3.847,2.408,0.548,0.447,0.447,0.447,0.548,1.0,4.359,2.0,0.0,3.606,1.528,0.0,0.577,0.577,0.0,0.0,0.0,3.512,2.517,0.0,4.619,2.309,0.577,0.0,0.0,0.577,0.577,1.155,Marseille,2.28,3.33,3.11,2015-05-16,F1,4.0,0.0,A,A,Lille,2.29,3.5,3.3,2.28,2.29,0.259950447555,0.317732052802,0.422317499643,0.422317499643,H,-1.0,-1.0,0,3.11,0.100774091283
