,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
36411,3.6,15.4,0.4,8.8,2.4,2.2,0.4,2.2,0.2,0.0,0.8,4.2,11.8,0.0,15.0,5.8,0.2,0.6,0.2,0.2,0.6,1.8,4.67,15.33,0.67,10.67,2.67,2.33,0.0,3.0,0.0,0.0,1.0,5.0,12.33,0.0,16.67,7.0,0.0,1.0,0.0,0.0,1.0,3.0,2.302,2.51,0.548,4.382,1.14,0.837,0.894,1.304,0.447,0.0,0.447,1.304,3.271,0.0,2.915,1.789,0.447,0.548,0.447,0.447,0.548,2.049,1.528,3.215,0.577,4.619,1.528,0.577,0.0,1.0,0.0,0.0,0.0,1.0,4.041,0.0,0.577,1.0,0.0,0.0,0.0,0.0,0.0,1.732,3.4,18.6,0.4,10.8,2.6,2.8,0.6,2.4,0.0,0.2,0.8,2.6,10.8,0.0,11.8,5.8,0.2,1.4,0.0,0.2,0.8,1.0,3.0,17.33,0.33,11.33,2.0,2.67,0.67,2.0,0.0,0.33,0.67,3.33,9.67,0.0,10.33,5.33,0.33,1.33,0.0,0.33,0.67,0.33,0.894,3.05,0.548,4.324,1.673,0.447,0.548,1.14,0.0,0.447,0.447,1.517,2.95,0.0,2.864,1.643,0.447,0.548,0.0,0.447,0.447,1.225,1.0,3.215,0.577,0.577,2.0,0.577,0.577,1.0,0.0,0.577,0.577,1.528,3.512,0.0,2.082,2.082,0.577,0.577,0.0,0.577,0.577,0.577,Metz,6.94,4.27,1.49,2017-01-15,F1,0.0,0.0,D,D,Nice,7.88,4.55,1.47,4.27,4.55,0.172818265161,0.230005012941,0.597176721898,0.597176721898,H,-1.0,-1.0,0,1.49,-0.0739642176993
36426,2.2,11.2,0.2,11.6,3.4,1.0,1.0,2.4,0.0,0.0,1.0,5.0,14.2,0.2,15.2,5.0,0.4,1.0,0.0,0.6,0.4,1.6,2.0,13.33,0.33,10.67,2.33,0.67,1.0,2.33,0.0,0.0,1.0,5.33,13.67,0.0,18.0,5.0,0.33,0.67,0.0,0.67,0.33,1.67,0.447,3.633,0.447,5.03,2.302,1.225,1.0,1.14,0.0,0.0,0.0,1.871,3.962,0.447,4.604,2.915,0.548,1.0,0.0,0.548,0.548,1.517,0.0,2.309,0.577,6.807,2.517,0.577,1.0,1.528,0.0,0.0,0.0,2.517,5.132,0.0,3.606,3.606,0.577,1.155,0.0,0.577,0.577,1.528,4.6,10.0,0.0,11.6,4.6,1.6,1.8,0.6,0.4,0.4,0.2,4.0,15.4,0.0,9.4,2.0,0.8,0.4,0.4,0.2,0.4,1.8,7.0,11.33,0.0,15.67,5.33,1.0,2.0,0.33,0.33,0.33,0.33,3.67,16.0,0.0,8.33,1.33,1.0,0.33,0.33,0.33,0.33,1.33,4.219,1.871,0.0,7.021,2.51,1.14,2.49,0.548,0.548,0.548,0.447,1.581,4.393,0.0,3.209,1.225,1.304,0.548,0.548,0.447,0.548,1.304,3.606,0.577,0.0,5.859,3.215,1.0,3.464,0.577,0.577,0.577,0.577,1.528,5.568,0.0,3.512,0.577,1.732,0.577,0.577,0.577,0.577,0.577,Caen,3.98,3.29,2.01,2017-01-18,F1,0.0,1.0,H,D,Nantes,4.15,3.37,2.05,2.01,2.05,0.306008847054,0.30754001502,0.386451137925,0.386451137925,H,1.01,1.05,0,2.01,-0.111061299886
36430,2.2,12.2,0.4,10.2,3.4,2.0,0.8,0.6,0.4,0.4,0.2,6.2,14.8,0.0,13.6,5.2,0.6,0.2,0.4,0.4,0.2,2.0,1.0,11.33,0.67,10.67,3.67,2.0,1.0,0.67,0.33,0.67,0.0,8.67,17.0,0.0,16.0,6.0,1.0,0.0,0.67,0.33,0.0,2.0,2.049,4.494,0.894,5.357,1.517,1.0,0.837,0.894,0.548,0.548,0.447,3.564,3.114,0.0,5.32,3.493,0.894,0.447,0.548,0.548,0.447,0.0,1.732,4.163,1.155,5.132,0.577,1.0,1.0,1.155,0.577,0.577,0.0,0.577,1.0,0.0,5.568,3.606,1.0,0.0,0.577,0.577,0.0,0.0,4.8,17.0,0.0,8.4,2.6,2.0,0.8,1.0,0.2,0.6,0.2,7.0,10.6,0.2,16.2,6.0,0.2,0.4,0.2,0.4,0.4,1.6,4.33,15.33,0.0,7.67,2.33,3.0,1.0,1.33,0.33,0.33,0.33,5.67,9.0,0.33,15.33,5.33,0.33,0.33,0.33,0.33,0.33,1.67,0.837,5.05,0.0,1.517,1.14,1.581,0.837,0.707,0.447,0.548,0.447,3.391,3.578,0.447,2.168,3.082,0.447,0.548,0.447,0.548,0.548,0.548,0.577,3.215,0.0,0.577,1.155,1.0,1.0,0.577,0.577,0.577,0.577,0.577,3.464,0.577,2.082,1.155,0.577,0.577,0.577,0.577,0.577,0.577,Nice,2.49,3.05,3.12,2017-01-20,F1,1.0,1.0,D,D,Bastia,2.5,3.15,3.31,3.05,3.15,0.194888344837,0.264819824121,0.540291831042,0.540291831042,H,-1.0,-1.0,0,3.12,0.219779010529
36465,3.0,14.6,0.2,8.0,2.4,2.8,0.2,1.4,0.0,0.4,0.6,3.8,12.6,0.0,11.4,4.0,0.2,0.6,0.2,0.4,0.4,2.0,3.67,17.67,0.33,10.0,2.0,2.67,0.0,2.0,0.0,0.0,1.0,3.0,10.67,0.0,11.0,5.0,0.0,1.0,0.0,0.33,0.67,1.33,1.414,4.722,0.447,3.742,1.517,1.095,0.447,1.14,0.0,0.548,0.548,1.483,4.099,0.0,0.894,1.871,0.447,0.894,0.447,0.548,0.548,1.414,1.528,2.309,0.577,3.464,1.732,1.155,0.0,1.0,0.0,0.0,0.0,1.0,4.163,0.0,0.0,1.732,0.0,1.0,0.0,0.577,0.577,1.155,5.0,12.8,0.6,13.0,5.2,2.2,1.6,1.0,0.4,0.2,0.4,6.4,11.6,0.2,11.6,3.6,0.8,0.2,0.6,0.2,0.2,2.0,4.67,13.33,0.67,15.67,6.33,2.33,1.67,0.0,0.67,0.33,0.0,7.33,14.0,0.33,10.67,2.0,1.0,0.0,0.67,0.33,0.0,2.33,3.391,3.701,0.894,3.674,2.95,1.095,1.517,1.414,0.548,0.447,0.548,2.074,5.683,0.447,3.05,2.302,0.837,0.447,0.548,0.447,0.447,1.225,4.509,4.726,1.155,0.577,2.517,1.528,2.082,0.0,0.577,0.577,0.0,2.082,2.646,0.577,3.786,1.0,1.0,0.0,0.577,0.577,0.0,0.577,Toulouse,3.84,3.19,2.09,2017-01-21,F1,0.0,1.0,H,H,Bordeaux,4.11,3.25,2.11,2.09,2.11,0.327251569371,0.292244559194,0.380503871434,0.380503871434,H,1.09,1.11,0,2.09,-0.0979650280871
36466,2.6,15.2,0.0,11.2,4.0,1.2,0.2,0.8,0.2,0.2,0.6,4.8,15.4,0.0,10.2,2.4,0.2,0.2,0.2,0.6,0.2,0.8,3.33,14.33,0.0,12.67,5.33,2.0,0.33,0.67,0.33,0.33,0.33,5.0,16.67,0.0,9.67,2.33,0.33,0.0,0.33,0.67,0.0,1.0,1.817,4.025,0.0,3.834,3.0,1.789,0.447,0.837,0.447,0.447,0.548,1.924,3.782,0.0,2.588,1.949,0.447,0.447,0.447,0.548,0.447,0.837,1.528,3.055,0.0,3.512,3.215,2.0,0.577,1.155,0.577,0.577,0.577,1.0,4.726,0.0,2.887,2.309,0.577,0.0,0.577,0.577,0.0,1.0,4.2,16.0,0.0,11.2,5.0,1.8,1.2,1.6,0.2,0.4,0.4,5.4,10.0,0.0,12.6,4.6,0.6,0.6,0.4,0.4,0.2,1.2,4.33,16.33,0.0,9.0,4.67,2.0,1.0,1.33,0.33,0.33,0.33,5.33,10.33,0.0,12.33,4.33,0.67,0.0,0.67,0.33,0.0,1.67,0.837,2.915,0.0,3.701,1.581,1.483,1.304,0.894,0.447,0.548,0.548,1.517,2.739,0.0,1.14,2.074,0.548,1.342,0.548,0.548,0.447,0.837,0.577,3.786,0.0,3.0,2.082,2.0,1.0,0.577,0.577,0.577,0.577,2.082,2.887,0.0,1.528,2.082,0.577,0.0,0.577,0.577,0.0,0.577,Lille,2.56,3.13,2.91,2017-01-21,F1,0.0,0.0,D,D,Dijon,2.62,3.24,2.99,3.13,3.24,0.317597448053,0.302075813992,0.380326737955,0.380326737955,H,-1.0,-1.0,0,2.91,0.0366841262708
36467,2.4,12.8,0.2,9.8,4.2,1.4,0.8,1.8,0.2,0.2,0.6,4.0,12.2,0.0,12.0,4.6,0.4,1.0,0.2,0.2,0.6,1.4,3.33,15.33,0.33,12.67,5.67,0.67,0.67,1.33,0.0,0.33,0.67,2.67,14.0,0.0,11.0,4.33,0.67,0.67,0.33,0.33,0.33,1.67,2.302,4.764,0.447,4.438,2.588,1.14,0.837,1.304,0.447,0.447,0.548,2.915,3.564,0.0,5.788,1.342,0.548,0.707,0.447,0.447,0.548,0.894,2.517,4.509,0.577,2.517,2.082,0.577,0.577,0.577,0.0,0.577,0.577,1.155,2.646,0.0,6.557,1.528,0.577,0.577,0.577,0.577,0.577,1.155,3.6,15.6,0.2,11.6,3.8,1.4,0.6,1.2,0.2,0.2,0.6,7.2,13.8,0.0,13.0,4.4,0.4,0.2,0.4,0.4,0.2,1.0,3.67,16.67,0.33,11.67,4.33,1.0,0.67,1.33,0.33,0.0,0.67,7.33,15.67,0.0,12.33,4.33,0.33,0.33,0.33,0.33,0.33,0.67,2.408,2.191,0.447,3.507,1.924,1.14,0.548,0.837,0.447,0.447,0.548,2.049,4.087,0.0,2.0,1.517,0.548,0.447,0.548,0.548,0.447,1.0,3.055,1.155,0.577,3.512,2.517,1.0,0.577,1.155,0.577,0.0,0.577,2.887,4.041,0.0,2.309,2.082,0.577,0.577,0.577,0.577,0.577,1.155,Rennes,3.39,3.17,2.26,2017-01-21,F1,1.0,1.0,D,H,Guingamp,3.58,3.24,2.29,3.17,3.24,0.256683548052,0.308101137282,0.435215314666,0.435215314666,H,-1.0,-1.0,0,2.26,-0.00726256144018
36468,5.6,12.0,0.0,13.2,4.0,1.0,0.8,1.4,0.0,0.4,0.6,2.8,14.8,0.0,11.0,3.0,0.2,1.4,0.0,0.0,1.0,1.8,5.67,12.33,0.0,15.67,4.0,1.33,0.33,1.33,0.0,0.0,1.0,1.33,15.33,0.0,7.33,3.0,0.0,1.33,0.0,0.0,1.0,1.67,1.817,1.871,0.0,4.207,1.414,1.225,0.837,0.548,0.0,0.548,0.548,2.049,1.483,0.0,5.788,0.707,0.447,0.548,0.0,0.0,0.0,0.447,2.517,0.577,0.0,3.215,2.0,1.528,0.577,0.577,0.0,0.0,0.0,0.577,1.528,0.0,4.041,1.0,0.0,0.577,0.0,0.0,0.0,0.577,2.6,11.4,0.2,11.6,5.8,0.8,3.2,1.4,0.4,0.6,0.0,4.8,14.8,0.2,11.4,3.8,1.2,0.6,0.4,0.4,0.2,2.4,2.0,14.67,0.33,9.0,4.0,1.0,1.67,1.67,0.0,1.0,0.0,4.33,14.33,0.0,11.33,4.0,0.33,0.67,0.0,0.67,0.33,2.0,1.14,6.427,0.447,3.782,2.864,0.837,2.588,1.342,0.548,0.548,0.0,1.924,2.95,0.447,2.51,1.789,1.304,0.548,0.548,0.548,0.447,0.894,1.0,3.512,0.577,1.0,2.0,1.0,1.528,1.528,0.0,0.0,0.0,2.082,3.786,0.0,2.517,2.0,0.577,0.577,0.0,0.577,0.577,0.0,Montpellier,2.41,3.23,3.05,2017-01-21,F1,0.0,2.0,H,H,Metz,2.41,3.33,3.23,3.05,3.23,0.402097397738,0.325662656427,0.272239945835,0.402097397738,A,-1.0,-1.0,0,2.41,-0.0128403615976
36469,4.6,14.4,0.0,12.4,5.2,2.2,1.0,1.2,0.6,0.0,0.4,4.0,14.0,0.0,10.6,2.0,0.4,0.2,0.4,0.4,0.2,0.6,3.67,12.67,0.0,11.33,4.67,1.33,0.67,1.67,0.33,0.0,0.67,4.0,13.67,0.0,9.67,2.0,0.33,0.33,0.33,0.33,0.33,0.0,2.793,4.219,0.0,3.435,1.789,2.28,0.707,1.304,0.548,0.0,0.548,1.581,5.874,0.0,2.966,1.0,0.548,0.447,0.548,0.548,0.447,0.894,2.887,4.933,0.0,3.215,2.082,1.155,0.577,1.528,0.577,0.0,0.577,1.0,5.132,0.0,3.215,1.0,0.577,0.577,0.577,0.577,0.577,0.0,5.4,10.2,0.0,12.0,4.6,1.4,1.4,0.6,0.2,0.4,0.4,4.4,15.4,0.0,10.8,2.4,0.8,0.2,0.4,0.4,0.2,2.0,7.33,10.67,0.0,15.67,5.33,1.0,2.0,0.67,0.33,0.0,0.67,4.0,12.67,0.0,11.0,3.0,1.0,0.33,0.33,0.33,0.33,1.67,3.435,1.643,0.0,6.745,2.51,0.894,2.608,0.548,0.447,0.548,0.548,1.517,4.393,0.0,4.324,2.074,1.304,0.447,0.548,0.548,0.447,1.225,3.055,1.528,0.0,5.859,3.215,1.0,3.464,0.577,0.577,0.0,0.577,1.732,2.082,0.0,5.568,2.646,1.732,0.577,0.577,0.577,0.577,0.577,Paris SG,1.4,4.5,8.79,2017-01-21,F1,2.0,0.0,A,A,Nantes,1.41,4.76,9.61,1.4,1.41,0.446294672928,0.301715193318,0.251990133754,0.446294672928,A,0.4,0.41,0,1.4,-0.267991041358
36481,3.8,12.2,0.0,10.2,4.4,1.8,1.0,1.8,0.4,0.2,0.4,3.8,7.8,0.0,13.2,5.0,0.4,1.0,0.4,0.2,0.4,0.8,3.33,14.33,0.0,10.67,5.67,2.0,1.33,0.67,0.67,0.33,0.0,5.0,8.0,0.0,12.67,4.0,0.67,0.0,0.67,0.33,0.0,0.67,1.095,3.701,0.0,2.387,2.408,0.837,1.0,1.643,0.548,0.447,0.548,2.588,3.114,0.0,3.768,2.345,0.548,1.414,0.548,0.447,0.548,0.447,1.155,3.215,0.0,3.215,2.309,1.0,1.155,0.577,0.577,0.577,0.0,2.646,3.606,0.0,5.132,1.0,0.577,0.0,0.577,0.577,0.0,0.577,5.0,16.2,0.6,10.2,4.4,2.6,1.2,1.4,0.4,0.0,0.6,7.0,11.2,0.0,14.8,4.6,0.2,0.8,0.2,0.0,0.8,1.2,5.67,15.67,0.33,11.67,4.33,2.67,0.67,1.33,0.33,0.0,0.67,5.67,12.0,0.0,11.0,3.33,0.33,0.67,0.33,0.0,0.67,1.33,2.121,2.387,0.894,2.588,0.894,2.191,1.304,0.548,0.548,0.0,0.548,2.121,3.701,0.0,6.611,1.817,0.447,0.447,0.447,0.0,0.447,1.095,2.517,1.155,0.577,1.155,1.155,3.055,1.155,0.577,0.577,0.0,0.577,1.528,4.0,0.0,5.196,0.577,0.577,0.577,0.577,0.0,0.577,1.528,Marseille,5.0,3.75,1.71,2017-01-22,F1,1.0,3.0,H,H,Lyon,5.65,3.89,1.69,1.71,1.69,0.260722337531,0.278710674676,0.460566987793,0.460566987793,H,0.71,0.69,0,1.71,-0.124228333845
36482,6.4,10.4,0.2,10.6,4.2,1.2,1.6,3.0,0.0,0.4,0.6,6.4,6.6,0.0,14.2,5.8,0.6,1.4,0.0,0.4,0.6,1.4,7.33,8.0,0.0,11.33,4.67,0.67,1.33,3.33,0.0,0.33,0.67,7.33,7.0,0.0,16.0,5.67,0.67,1.67,0.0,0.33,0.67,0.67,3.435,4.722,0.447,4.827,3.114,0.837,1.14,1.225,0.0,0.548,0.548,3.912,3.13,0.0,4.438,0.837,0.548,0.548,0.0,0.548,0.548,1.342,4.041,2.646,0.0,6.658,3.512,0.577,1.155,1.528,0.0,0.577,0.577,5.132,1.732,0.0,5.196,1.155,0.577,0.577,0.0,0.577,0.577,1.155,5.2,14.0,0.2,11.4,3.8,1.6,0.8,3.6,0.2,0.0,0.8,4.8,13.2,0.2,15.4,6.8,0.2,1.2,0.2,0.2,0.6,2.2,5.33,14.33,0.33,13.33,5.0,1.67,1.33,2.67,0.33,0.0,0.67,5.67,17.0,0.33,15.33,5.67,0.33,0.33,0.33,0.33,0.33,3.33,2.588,4.743,0.447,4.722,3.962,1.14,1.304,2.074,0.447,0.0,0.447,1.304,5.805,0.447,3.507,1.924,0.447,1.304,0.447,0.447,0.548,1.643,3.512,4.933,0.577,5.508,5.0,1.528,1.528,2.082,0.577,0.0,0.577,0.577,2.646,0.577,4.933,1.528,0.577,0.577,0.577,0.577,0.577,0.577,Lorient,8.72,5.33,1.33,2017-01-22,F1,0.0,4.0,H,H,Monaco,9.13,5.75,1.35,1.33,1.35,0.18131089961,0.26375648024,0.55493262015,0.55493262015,H,0.33,0.35,0,1.33,-0.196947079098
36483,5.2,11.2,0.4,11.4,3.0,1.8,0.2,1.6,0.0,0.2,0.8,6.4,10.0,0.0,13.0,4.0,0.0,0.8,0.0,0.2,0.8,1.2,6.33,10.33,0.0,11.67,2.67,1.33,0.0,2.0,0.0,0.0,1.0,6.33,10.33,0.0,13.67,4.33,0.0,1.0,0.0,0.0,1.0,1.0,3.962,3.114,0.894,3.209,0.707,0.837,0.447,0.548,0.0,0.447,0.447,2.881,2.121,0.0,1.581,1.581,0.0,0.447,0.0,0.447,0.447,0.837,4.933,4.041,0.0,2.082,0.577,0.577,0.0,0.0,0.0,0.0,0.0,4.041,2.887,0.0,1.528,1.528,0.0,0.0,0.0,0.0,0.0,1.0,4.2,12.2,0.2,12.8,5.8,1.8,0.4,0.4,0.2,0.6,0.2,4.6,11.2,0.0,9.6,2.2,0.2,0.4,0.0,0.8,0.2,0.6,2.67,12.33,0.33,12.0,6.0,1.33,0.0,0.33,0.0,0.67,0.33,6.0,11.0,0.0,10.67,2.67,0.0,0.33,0.0,0.67,0.33,0.33,2.864,2.387,0.447,4.817,1.924,1.304,0.548,0.548,0.447,0.548,0.447,4.336,3.768,0.0,4.722,0.837,0.447,0.548,0.0,0.447,0.447,0.894,1.155,1.528,0.577,6.557,2.646,0.577,0.0,0.577,0.0,0.577,0.577,5.292,5.292,0.0,6.351,0.577,0.0,0.577,0.0,0.577,0.577,0.577,Angers,4.7,3.25,1.88,2017-01-22,F1,1.0,2.0,H,A,St Etienne,5.05,3.31,1.91,1.88,1.91,0.319156955116,0.325933578464,0.354909466419,0.354909466419,H,0.88,0.91,0,1.88,-0.177005427198
36504,6.2,12.2,0.0,14.6,4.0,1.2,0.4,1.4,0.0,0.2,0.8,2.6,15.8,0.0,8.8,3.2,0.0,1.4,0.0,0.0,1.0,1.6,6.33,11.67,0.0,16.67,4.67,1.0,0.33,1.67,0.0,0.0,1.0,2.33,16.67,0.0,7.67,3.33,0.0,1.67,0.0,0.0,1.0,1.33,2.049,1.483,0.0,3.05,1.414,1.304,0.548,0.548,0.0,0.447,0.447,1.817,1.643,0.0,4.97,0.837,0.0,0.548,0.0,0.0,0.0,0.548,2.887,1.528,0.0,1.528,1.155,1.0,0.577,0.577,0.0,0.0,0.0,1.528,1.528,0.0,3.786,1.155,0.0,0.577,0.0,0.0,0.0,0.577,2.2,10.8,0.2,8.4,3.2,0.8,0.8,1.4,0.2,0.2,0.6,6.8,13.0,0.0,12.8,4.2,0.6,0.2,0.2,0.8,0.0,1.0,3.0,10.0,0.33,11.33,5.0,0.67,1.33,2.0,0.33,0.0,0.67,7.67,11.33,0.0,13.33,5.67,1.0,0.33,0.33,0.67,0.0,0.67,2.28,4.324,0.447,4.879,3.564,0.447,1.789,1.14,0.447,0.447,0.548,2.95,3.937,0.0,4.207,3.033,1.342,0.447,0.447,0.447,0.0,0.707,2.646,4.359,0.577,3.786,3.606,0.577,2.309,1.0,0.577,0.0,0.577,2.887,3.786,0.0,5.508,3.055,1.732,0.577,0.577,0.577,0.0,0.577,Montpellier,5.28,3.74,1.68,2017-01-27,F1,1.0,5.0,H,H,Marseille,5.46,3.97,1.71,1.68,1.71,0.30843393301,0.347721870679,0.343844196311,0.347721870679,D,-1.0,-1.0,0,3.74,0.0803421915349
36527,3.6,14.6,0.4,10.2,2.6,1.8,0.4,2.0,0.2,0.2,0.6,4.2,13.2,0.0,15.4,5.4,0.2,0.6,0.2,0.2,0.6,2.2,5.0,15.0,0.33,13.0,2.33,2.0,0.0,1.67,0.0,0.33,0.67,4.0,12.33,0.0,15.0,5.33,0.0,0.67,0.0,0.33,0.67,2.0,2.302,2.51,0.548,5.119,1.14,0.837,0.894,1.581,0.447,0.447,0.548,1.304,3.271,0.0,2.074,2.408,0.447,0.548,0.447,0.447,0.548,1.789,1.0,3.464,0.577,4.359,1.155,1.0,0.0,1.528,0.0,0.577,0.577,1.0,4.041,0.0,2.646,3.055,0.0,0.577,0.0,0.577,0.577,0.0,4.6,11.4,0.2,9.4,3.0,2.0,1.4,1.0,0.4,0.4,0.2,4.4,13.4,0.0,12.8,3.4,0.6,0.6,0.2,0.6,0.2,1.6,5.0,11.33,0.0,11.0,3.0,2.33,1.67,1.0,0.33,0.67,0.0,4.67,10.67,0.0,13.67,3.33,1.0,0.67,0.33,0.67,0.0,1.67,3.847,2.881,0.447,2.702,2.345,1.414,0.894,0.707,0.548,0.548,0.447,2.191,5.771,0.0,4.817,2.074,0.548,0.548,0.447,0.548,0.447,1.817,5.292,4.041,0.0,2.0,2.646,1.155,0.577,1.0,0.577,0.577,0.0,2.309,5.132,0.0,6.11,1.528,0.0,0.577,0.577,0.577,0.0,2.082,Metz,4.24,3.18,1.99,2017-01-28,F1,1.0,2.0,H,H,Angers,4.58,3.18,2.03,1.99,2.03,0.27182908341,0.295970361533,0.432200555057,0.432200555057,H,0.99,1.03,0,1.99,-0.0703120077568
