,league,season,historical_training_year,features,best_score,hidden_layer_sizes,activation,solver,alpha,max_iter
0,E1,2014,7,best_features_MLP,0.441317556764,"(200,)",logistic,sgd,2.8,180
1,E1,2015,7,best_features_MLP,0.438788659794,"(20,)",logistic,sgd,1.2,200
2,E1,2016,7,best_features_MLP,0.439432989691,"(60,)",logistic,sgd,1.5,220
