,A_MEANS_FIVE_AC,A_MEANS_FIVE_AF,A_MEANS_FIVE_AR,A_MEANS_FIVE_AS,A_MEANS_FIVE_AST,A_MEANS_FIVE_AY,A_MEANS_FIVE_FTAG,A_MEANS_FIVE_FTHG,A_MEANS_FIVE_FTR_A,A_MEANS_FIVE_FTR_D,A_MEANS_FIVE_FTR_H,A_MEANS_FIVE_HC,A_MEANS_FIVE_HF,A_MEANS_FIVE_HR,A_MEANS_FIVE_HS,A_MEANS_FIVE_HST,A_MEANS_FIVE_HTAG,A_MEANS_FIVE_HTHG,A_MEANS_FIVE_HTR_A,A_MEANS_FIVE_HTR_D,A_MEANS_FIVE_HTR_H,A_MEANS_FIVE_HY,A_MEANS_THREE_AC,A_MEANS_THREE_AF,A_MEANS_THREE_AR,A_MEANS_THREE_AS,A_MEANS_THREE_AST,A_MEANS_THREE_AY,A_MEANS_THREE_FTAG,A_MEANS_THREE_FTHG,A_MEANS_THREE_FTR_A,A_MEANS_THREE_FTR_D,A_MEANS_THREE_FTR_H,A_MEANS_THREE_HC,A_MEANS_THREE_HF,A_MEANS_THREE_HR,A_MEANS_THREE_HS,A_MEANS_THREE_HST,A_MEANS_THREE_HTAG,A_MEANS_THREE_HTHG,A_MEANS_THREE_HTR_A,A_MEANS_THREE_HTR_D,A_MEANS_THREE_HTR_H,A_MEANS_THREE_HY,A_STD_FIVE_AC,A_STD_FIVE_AF,A_STD_FIVE_AR,A_STD_FIVE_AS,A_STD_FIVE_AST,A_STD_FIVE_AY,A_STD_FIVE_FTAG,A_STD_FIVE_FTHG,A_STD_FIVE_FTR_A,A_STD_FIVE_FTR_D,A_STD_FIVE_FTR_H,A_STD_FIVE_HC,A_STD_FIVE_HF,A_STD_FIVE_HR,A_STD_FIVE_HS,A_STD_FIVE_HST,A_STD_FIVE_HTAG,A_STD_FIVE_HTHG,A_STD_FIVE_HTR_A,A_STD_FIVE_HTR_D,A_STD_FIVE_HTR_H,A_STD_FIVE_HY,A_STD_THREE_AC,A_STD_THREE_AF,A_STD_THREE_AR,A_STD_THREE_AS,A_STD_THREE_AST,A_STD_THREE_AY,A_STD_THREE_FTAG,A_STD_THREE_FTHG,A_STD_THREE_FTR_A,A_STD_THREE_FTR_D,A_STD_THREE_FTR_H,A_STD_THREE_HC,A_STD_THREE_HF,A_STD_THREE_HR,A_STD_THREE_HS,A_STD_THREE_HST,A_STD_THREE_HTAG,A_STD_THREE_HTHG,A_STD_THREE_HTR_A,A_STD_THREE_HTR_D,A_STD_THREE_HTR_H,A_STD_THREE_HY,H_MEANS_FIVE_AC,H_MEANS_FIVE_AF,H_MEANS_FIVE_AR,H_MEANS_FIVE_AS,H_MEANS_FIVE_AST,H_MEANS_FIVE_AY,H_MEANS_FIVE_FTAG,H_MEANS_FIVE_FTHG,H_MEANS_FIVE_FTR_A,H_MEANS_FIVE_FTR_D,H_MEANS_FIVE_FTR_H,H_MEANS_FIVE_HC,H_MEANS_FIVE_HF,H_MEANS_FIVE_HR,H_MEANS_FIVE_HS,H_MEANS_FIVE_HST,H_MEANS_FIVE_HTAG,H_MEANS_FIVE_HTHG,H_MEANS_FIVE_HTR_A,H_MEANS_FIVE_HTR_D,H_MEANS_FIVE_HTR_H,H_MEANS_FIVE_HY,H_MEANS_THREE_AC,H_MEANS_THREE_AF,H_MEANS_THREE_AR,H_MEANS_THREE_AS,H_MEANS_THREE_AST,H_MEANS_THREE_AY,H_MEANS_THREE_FTAG,H_MEANS_THREE_FTHG,H_MEANS_THREE_FTR_A,H_MEANS_THREE_FTR_D,H_MEANS_THREE_FTR_H,H_MEANS_THREE_HC,H_MEANS_THREE_HF,H_MEANS_THREE_HR,H_MEANS_THREE_HS,H_MEANS_THREE_HST,H_MEANS_THREE_HTAG,H_MEANS_THREE_HTHG,H_MEANS_THREE_HTR_A,H_MEANS_THREE_HTR_D,H_MEANS_THREE_HTR_H,H_MEANS_THREE_HY,H_STD_FIVE_AC,H_STD_FIVE_AF,H_STD_FIVE_AR,H_STD_FIVE_AS,H_STD_FIVE_AST,H_STD_FIVE_AY,H_STD_FIVE_FTAG,H_STD_FIVE_FTHG,H_STD_FIVE_FTR_A,H_STD_FIVE_FTR_D,H_STD_FIVE_FTR_H,H_STD_FIVE_HC,H_STD_FIVE_HF,H_STD_FIVE_HR,H_STD_FIVE_HS,H_STD_FIVE_HST,H_STD_FIVE_HTAG,H_STD_FIVE_HTHG,H_STD_FIVE_HTR_A,H_STD_FIVE_HTR_D,H_STD_FIVE_HTR_H,H_STD_FIVE_HY,H_STD_THREE_AC,H_STD_THREE_AF,H_STD_THREE_AR,H_STD_THREE_AS,H_STD_THREE_AST,H_STD_THREE_AY,H_STD_THREE_FTAG,H_STD_THREE_FTHG,H_STD_THREE_FTR_A,H_STD_THREE_FTR_D,H_STD_THREE_FTR_H,H_STD_THREE_HC,H_STD_THREE_HF,H_STD_THREE_HR,H_STD_THREE_HS,H_STD_THREE_HST,H_STD_THREE_HTAG,H_STD_THREE_HTHG,H_STD_THREE_HTR_A,H_STD_THREE_HTR_D,H_STD_THREE_HTR_H,H_STD_THREE_HY,INFO_AwayTeam,INFO_BbAvA,INFO_BbAvD,INFO_BbAvH,INFO_Date,INFO_Div,INFO_FTAG,INFO_FTHG,INFO_FTR,INFO_HTR,INFO_HomeTeam,INFO_PSA,INFO_PSD,INFO_PSH,INFO_WIN,INFO_WIN_P,probs_A,probs_D,probs_H,probs,pred,WIN,WIN_P,INFO_ODD,INFO_ODD_BET,prob_less_bet
37426,2.6,13.2,0.2,12.8,6.0,2.6,3.4,1.2,1.0,0.0,0.0,4.8,14.4,0.2,15.0,4.4,2.4,0.4,1.0,0.0,0.0,2.6,4.0,13.67,0.0,13.67,5.33,2.0,2.67,1.33,1.0,0.0,0.0,4.67,15.67,0.0,15.0,3.67,2.0,0.0,1.0,0.0,0.0,2.33,2.702,2.95,0.447,3.033,1.871,1.673,2.074,0.447,0.0,0.0,0.0,2.168,6.229,0.447,4.637,1.517,1.14,0.548,0.0,0.0,0.0,1.14,2.646,2.082,0.0,3.055,1.155,2.0,0.577,0.577,0.0,0.0,0.0,2.309,8.083,0.0,6.245,0.577,1.0,0.0,0.0,0.0,0.0,1.155,4.4,13.6,0.0,8.8,2.8,2.0,0.8,1.4,0.2,0.2,0.6,6.6,16.0,0.0,20.6,6.0,0.2,0.4,0.0,0.8,0.2,2.8,5.33,14.0,0.0,9.33,3.0,2.0,0.67,1.67,0.0,0.33,0.67,5.33,15.67,0.0,18.0,5.67,0.0,0.33,0.0,0.67,0.33,2.33,2.51,4.159,0.0,2.683,0.837,0.707,0.447,1.14,0.447,0.447,0.548,2.074,2.739,0.0,7.503,3.082,0.447,0.548,0.0,0.447,0.447,1.304,3.055,3.0,0.0,3.512,1.0,1.0,0.577,1.155,0.0,0.577,0.577,0.577,3.786,0.0,8.66,4.041,0.0,0.577,0.0,0.577,0.577,0.577,Napoli,2.51,3.49,2.74,2017-04-09,I1,3.0,0.0,A,A,Lazio,2.6,3.71,2.74,2.51,2.6,0.310402362622,0.251242867275,0.438354770103,0.438354770103,H,-1.0,-1.0,0,2.74,0.0733912664529
37427,2.8,12.8,0.6,7.6,2.6,2.0,1.0,3.2,0.0,0.2,0.8,9.0,12.4,0.0,17.0,8.0,0.8,1.0,0.4,0.2,0.4,1.2,3.0,14.67,0.67,7.0,2.67,1.67,1.0,3.67,0.0,0.0,1.0,7.67,14.0,0.0,17.33,7.67,0.67,1.0,0.33,0.33,0.33,1.33,1.483,4.207,0.548,4.037,0.548,0.707,0.0,1.304,0.0,0.447,0.447,3.317,3.847,0.0,5.05,1.871,0.447,1.0,0.548,0.447,0.548,1.304,2.0,4.619,0.577,1.0,0.577,0.577,0.0,0.577,0.0,0.0,0.0,2.517,2.0,0.0,6.658,2.082,0.577,1.0,0.577,0.577,0.577,1.528,4.6,14.0,0.0,10.2,4.0,2.2,1.0,1.4,0.4,0.0,0.6,6.8,13.2,0.2,16.2,5.0,0.8,1.0,0.2,0.4,0.4,2.6,6.33,14.0,0.0,11.67,4.0,1.67,0.67,2.0,0.0,0.0,1.0,6.33,11.67,0.0,16.0,5.0,0.67,1.33,0.0,0.33,0.67,2.0,2.608,1.581,0.0,4.438,2.0,1.095,0.707,1.14,0.548,0.0,0.548,3.033,4.147,0.447,6.648,1.0,0.837,0.707,0.447,0.548,0.548,1.14,1.155,1.0,0.0,5.508,2.646,0.577,0.577,1.0,0.0,0.0,0.0,4.163,5.033,0.0,8.718,1.0,0.577,0.577,0.0,0.577,0.577,1.0,Palermo,10.71,5.79,1.28,2017-04-09,I1,0.0,4.0,H,H,Milan,12.17,6.23,1.29,1.28,1.29,0.109925992753,0.245608277844,0.644465729403,0.644465729403,H,0.28,0.29,0,1.28,-0.136784270597
37428,6.0,14.4,0.0,17.8,5.0,2.6,0.8,1.4,0.4,0.2,0.4,4.2,13.0,0.0,12.0,4.0,0.2,0.8,0.0,0.4,0.6,2.4,4.33,14.0,0.0,18.0,6.33,2.33,0.67,0.67,0.33,0.33,0.33,4.67,15.0,0.0,11.0,3.0,0.33,0.67,0.0,0.67,0.33,2.0,5.0,0.894,0.0,7.12,3.464,1.14,0.837,1.673,0.548,0.447,0.548,3.271,3.742,0.0,7.714,2.55,0.447,0.837,0.0,0.548,0.548,1.14,3.055,1.0,0.0,9.0,4.041,1.528,0.577,1.155,0.577,0.577,0.577,3.786,3.606,0.0,5.0,1.732,0.577,1.155,0.0,0.577,0.577,1.0,4.4,14.6,0.0,11.2,5.0,3.2,1.2,2.0,0.2,0.2,0.6,6.2,15.2,0.0,15.6,5.2,1.0,0.6,0.4,0.6,0.0,1.8,3.67,15.0,0.0,10.0,4.33,3.0,1.0,1.33,0.33,0.33,0.33,4.33,15.0,0.0,14.0,4.67,1.0,0.67,0.33,0.67,0.0,1.67,1.817,4.98,0.0,2.775,3.0,1.924,0.447,1.414,0.447,0.447,0.548,3.421,6.14,0.0,3.912,2.049,0.0,0.548,0.548,0.548,0.0,1.483,1.528,7.0,0.0,1.0,0.577,2.646,0.0,1.528,0.577,0.577,0.577,2.517,7.937,0.0,4.583,2.517,0.0,0.577,0.577,0.577,0.0,2.082,Fiorentina,2.41,3.41,2.92,2017-04-09,I1,2.0,2.0,D,H,Sampdoria,2.48,3.53,2.99,3.41,3.53,0.353035710899,0.263936683873,0.383027605228,0.383027605228,H,-1.0,-1.0,0,2.92,0.0405618518033
37429,3.8,16.6,0.0,8.4,2.8,2.2,1.0,2.2,0.2,0.2,0.6,6.0,9.0,0.2,15.4,5.8,0.0,1.0,0.0,0.4,0.6,2.0,5.0,17.33,0.0,9.67,2.67,1.67,0.67,2.0,0.33,0.0,0.67,4.33,9.33,0.0,11.67,4.33,0.0,1.33,0.0,0.33,0.67,2.0,3.564,4.827,0.0,2.702,0.837,1.095,1.414,1.924,0.447,0.447,0.548,3.464,3.082,0.447,7.266,2.49,0.0,1.225,0.0,0.548,0.548,1.0,4.0,4.933,0.0,2.887,1.155,0.577,1.155,2.646,0.577,0.0,0.577,1.155,4.041,0.0,7.234,2.082,0.0,1.528,0.0,0.577,0.577,1.0,6.8,16.0,0.2,10.8,4.0,1.8,1.2,1.6,0.4,0.2,0.4,4.2,13.2,0.0,11.0,6.0,0.6,0.8,0.2,0.4,0.4,2.6,6.67,16.67,0.33,9.67,3.67,2.0,1.33,2.0,0.33,0.33,0.33,5.0,13.67,0.0,11.0,6.67,0.33,1.0,0.0,0.33,0.67,2.67,1.095,4.416,0.447,3.271,1.581,0.447,0.447,1.517,0.548,0.447,0.548,1.924,4.324,0.0,1.414,2.236,0.548,0.447,0.447,0.548,0.548,0.548,1.528,5.774,0.577,4.041,2.082,0.0,0.577,1.732,0.577,0.577,0.577,2.0,4.933,0.0,1.732,2.887,0.577,0.0,0.0,0.577,0.577,0.577,Genoa,4.48,3.65,1.81,2017-04-09,I1,0.0,3.0,H,H,Udinese,4.66,3.84,1.83,1.81,1.83,0.218216228235,0.302031950355,0.47975182141,0.47975182141,H,0.81,0.83,0,1.81,-0.0727343664352
37484,3.6,11.6,0.0,11.2,3.8,2.2,1.2,2.0,0.4,0.0,0.6,9.0,15.2,0.2,19.6,6.0,0.6,0.6,0.2,0.6,0.2,1.4,4.0,14.33,0.0,10.0,3.33,2.0,0.67,3.0,0.0,0.0,1.0,9.67,14.67,0.0,19.0,5.67,0.67,0.67,0.33,0.33,0.33,1.67,1.949,4.037,0.0,4.604,1.924,0.837,1.095,1.581,0.548,0.0,0.548,2.0,4.207,0.447,5.683,1.225,0.548,0.548,0.447,0.548,0.447,0.894,2.646,2.082,0.0,1.0,0.577,1.0,0.577,1.0,0.0,0.0,0.0,1.528,5.859,0.0,2.646,0.577,0.577,0.577,0.577,0.577,0.577,0.577,5.0,14.4,0.6,14.0,4.8,2.6,2.2,0.8,0.6,0.4,0.0,4.6,15.6,0.2,10.8,3.2,1.0,0.4,0.6,0.4,0.0,2.2,7.33,13.33,0.33,16.33,6.33,1.67,2.67,1.0,0.67,0.33,0.0,4.67,14.33,0.0,7.0,2.33,1.33,0.67,0.67,0.33,0.0,2.33,4.637,2.074,0.894,5.05,3.114,1.817,1.924,0.837,0.548,0.548,0.0,1.517,5.32,0.447,5.891,1.924,1.0,0.548,0.548,0.548,0.0,0.447,4.726,0.577,0.577,4.933,3.215,1.528,2.517,1.0,0.577,0.577,0.0,1.528,6.658,0.0,3.0,1.528,1.155,0.577,0.577,0.577,0.0,0.577,Chievo,3.29,3.34,2.22,2017-04-15,I1,0.0,4.0,H,H,Cagliari,3.41,3.47,2.28,2.22,2.28,0.299256054571,0.323104780885,0.377639164544,0.377639164544,H,1.22,1.28,0,2.22,-0.0728112859066
37485,2.8,12.2,0.0,8.2,2.8,1.2,0.2,2.8,0.0,0.0,1.0,7.2,15.8,0.0,18.0,7.0,0.2,1.0,0.0,0.4,0.6,0.8,3.67,11.67,0.0,10.0,2.67,1.0,0.0,2.67,0.0,0.0,1.0,6.33,15.0,0.0,19.0,6.67,0.0,1.0,0.0,0.33,0.67,0.0,2.168,4.382,0.0,3.493,1.095,0.447,0.447,1.095,0.0,0.0,0.0,4.868,3.564,0.0,4.528,1.581,0.447,0.707,0.0,0.548,0.548,1.304,2.517,6.028,0.0,3.464,1.528,0.0,0.0,1.155,0.0,0.0,0.0,6.658,2.646,0.0,5.568,2.082,0.0,1.0,0.0,0.577,0.577,0.0,2.6,13.4,0.0,9.2,3.6,2.2,1.0,2.0,0.0,0.4,0.6,7.4,12.0,0.2,19.8,7.2,0.0,0.8,0.0,0.4,0.6,2.2,3.33,10.67,0.0,10.0,3.67,1.67,0.67,1.33,0.0,0.33,0.67,9.33,12.33,0.0,21.0,7.33,0.0,0.67,0.0,0.67,0.33,2.0,2.302,4.506,0.0,3.347,1.673,1.095,1.414,1.0,0.0,0.548,0.548,2.881,3.391,0.447,4.494,1.304,0.0,0.837,0.0,0.548,0.548,0.837,2.517,2.517,0.0,4.359,2.309,0.577,1.155,0.577,0.0,0.577,0.577,1.528,4.509,0.0,4.359,1.528,0.0,1.155,0.0,0.577,0.577,1.0,Empoli,9.97,5.28,1.31,2017-04-15,I1,2.0,1.0,A,A,Fiorentina,11.71,5.64,1.32,9.97,11.71,0.0650456122054,0.175299062767,0.759655325027,0.759655325027,H,-1.0,-1.0,0,1.31,-0.00370345359866
37486,6.2,13.6,0.0,15.4,6.4,1.8,2.4,0.8,0.8,0.2,0.0,1.8,12.0,0.0,8.4,3.0,0.8,0.6,0.2,0.8,0.0,2.0,6.0,15.0,0.0,13.0,4.67,2.33,1.33,0.33,0.67,0.33,0.0,2.0,11.0,0.0,7.33,2.33,0.67,0.33,0.33,0.67,0.0,2.33,2.775,4.506,0.0,3.647,2.608,1.304,2.191,0.837,0.447,0.447,0.0,0.837,2.0,0.0,3.782,1.871,0.837,0.894,0.447,0.447,0.0,1.225,3.0,3.606,0.0,1.0,1.155,1.528,1.155,0.577,0.577,0.577,0.0,1.0,2.0,0.0,2.887,1.155,0.577,0.577,0.577,0.577,0.0,0.577,5.0,8.8,0.2,13.8,6.0,1.8,2.0,0.6,0.6,0.4,0.0,5.8,15.4,0.2,12.0,4.2,0.6,0.2,0.4,0.4,0.2,2.2,3.67,9.33,0.33,16.0,7.0,2.0,2.33,0.33,0.67,0.33,0.0,4.67,15.0,0.33,11.67,4.33,0.67,0.0,0.33,0.67,0.0,2.67,3.082,4.207,0.447,5.357,4.062,1.304,1.732,0.894,0.548,0.548,0.0,1.924,1.673,0.447,5.431,1.095,0.894,0.447,0.548,0.548,0.447,1.304,2.887,5.774,0.577,5.196,5.196,1.732,2.309,0.577,0.577,0.577,0.0,1.528,1.0,0.577,7.234,1.528,1.155,0.0,0.577,0.577,0.0,1.528,Lazio,1.67,3.87,5.12,2017-04-15,I1,2.0,2.0,D,D,Genoa,1.69,4.06,5.5,3.87,4.06,0.648993734553,0.212156286399,0.138849979047,0.648993734553,A,-1.0,-1.0,0,1.67,0.0501913393435
37487,6.8,15.0,0.6,11.8,4.2,2.8,1.0,0.8,0.4,0.4,0.2,8.2,16.2,0.0,17.4,6.8,0.6,0.6,0.2,0.6,0.2,4.2,5.67,15.67,0.33,15.0,4.33,3.33,1.0,1.0,0.33,0.33,0.33,9.67,18.0,0.0,14.67,6.33,1.0,0.67,0.33,0.67,0.0,4.67,2.775,4.416,0.894,8.526,1.483,0.837,0.0,0.837,0.548,0.548,0.447,3.834,6.943,0.0,7.057,3.493,0.548,0.548,0.447,0.548,0.447,1.643,3.215,6.11,0.577,10.149,2.082,0.577,0.0,1.0,0.577,0.577,0.577,4.509,9.165,0.0,8.327,4.163,0.0,0.577,0.577,0.577,0.0,1.528,3.2,14.8,0.0,9.8,3.6,1.8,1.2,2.8,0.4,0.0,0.6,10.4,15.8,0.0,15.8,6.2,0.4,1.8,0.2,0.0,0.8,1.8,3.67,16.67,0.0,11.0,3.67,2.0,2.0,3.0,0.67,0.0,0.33,10.67,15.0,0.0,14.33,5.33,0.67,2.0,0.33,0.0,0.67,2.33,2.168,4.382,0.0,2.28,0.894,1.483,1.304,2.49,0.548,0.0,0.548,3.647,3.962,0.0,3.114,2.168,0.548,1.924,0.447,0.0,0.447,0.837,2.887,5.033,0.0,1.0,1.155,2.0,1.0,3.464,0.577,0.0,0.577,5.033,3.606,0.0,3.215,2.517,0.577,2.646,0.577,0.0,0.577,0.577,Milan,3.46,3.53,2.08,2017-04-15,I1,2.0,2.0,D,H,Inter,3.62,3.75,2.1,3.53,3.75,0.180494004374,0.224601310247,0.594904685379,0.594904685379,H,-1.0,-1.0,0,2.08,0.11413545461
37488,4.0,16.6,0.0,10.4,3.4,2.4,1.0,1.4,0.2,0.4,0.4,6.2,14.4,0.2,12.4,3.6,0.2,0.2,0.2,0.6,0.2,1.8,3.67,15.67,0.0,10.33,4.0,3.0,1.67,1.33,0.33,0.33,0.33,7.33,13.0,0.0,14.0,4.0,0.33,0.0,0.33,0.67,0.0,1.67,1.871,2.702,0.0,2.074,1.817,0.894,1.414,1.14,0.447,0.548,0.548,3.834,3.209,0.447,6.229,2.881,0.447,0.447,0.447,0.548,0.447,0.447,2.082,1.528,0.0,2.517,1.732,0.0,1.528,0.577,0.577,0.577,0.577,4.933,1.0,0.0,7.211,2.646,0.577,0.0,0.577,0.577,0.0,0.577,4.0,9.8,0.4,5.4,2.6,1.8,0.8,1.4,0.2,0.4,0.4,9.6,8.4,0.0,18.2,7.2,0.6,0.2,0.6,0.2,0.2,0.8,4.67,9.67,0.33,6.0,2.67,1.33,1.0,1.33,0.33,0.33,0.33,7.33,9.67,0.0,17.33,6.0,0.67,0.33,0.67,0.0,0.33,1.0,3.464,0.837,0.548,1.949,1.517,1.304,0.837,1.14,0.447,0.548,0.548,3.647,2.074,0.0,2.168,2.28,0.548,0.447,0.548,0.447,0.447,0.447,4.619,0.577,0.577,2.0,2.082,1.528,1.0,1.528,0.577,0.577,0.577,2.517,1.528,0.0,2.517,2.0,0.577,0.577,0.577,0.0,0.577,0.0,Udinese,11.96,6.16,1.24,2017-04-15,I1,0.0,3.0,H,D,Napoli,14.13,6.82,1.25,1.24,1.25,0.182917758646,0.239512524256,0.577569717098,0.577569717098,H,0.24,0.25,0,1.24,-0.228881895805
37489,3.2,13.2,0.6,9.4,2.0,3.0,0.8,1.2,0.2,0.4,0.4,7.6,14.8,0.0,17.6,5.6,0.2,0.0,0.2,0.8,0.0,2.2,3.33,11.33,0.33,9.67,2.0,2.67,0.67,0.67,0.33,0.33,0.33,8.0,15.67,0.0,17.0,5.67,0.0,0.0,0.0,1.0,0.0,2.33,2.387,4.438,0.894,3.05,1.225,1.581,0.447,1.095,0.447,0.548,0.548,3.435,3.271,0.0,2.702,0.548,0.447,0.0,0.447,0.447,0.0,0.837,3.215,4.726,0.577,4.163,1.732,2.082,0.577,0.577,0.577,0.577,0.577,2.646,4.041,0.0,3.606,0.577,0.0,0.0,0.0,0.0,0.0,1.155,3.6,15.8,0.2,14.6,4.6,1.8,2.0,0.8,0.6,0.2,0.2,6.8,12.6,0.0,12.8,4.6,0.6,0.8,0.4,0.0,0.6,2.4,4.33,14.0,0.0,14.33,5.67,2.0,2.33,0.67,0.67,0.33,0.0,8.33,12.0,0.0,13.0,4.67,0.33,0.67,0.33,0.0,0.67,2.33,1.14,5.357,0.447,4.775,2.966,0.837,1.414,0.447,0.548,0.447,0.447,3.768,1.517,0.0,2.588,1.14,0.894,0.447,0.548,0.0,0.548,0.548,0.577,1.732,0.0,3.055,3.055,1.0,1.155,0.577,0.577,0.577,0.0,4.163,1.0,0.0,3.606,1.528,0.577,0.577,0.577,0.0,0.577,0.577,Bologna,2.78,3.19,2.63,2017-04-15,I1,0.0,0.0,D,D,Palermo,2.9,3.18,2.77,3.19,3.18,0.243396252536,0.28364491856,0.472958828904,0.472958828904,H,-1.0,-1.0,0,2.63,0.0927306920217
37490,3.2,12.8,0.0,10.4,4.6,1.8,1.4,0.4,0.6,0.4,0.0,3.2,13.4,0.2,11.2,3.8,0.6,0.2,0.6,0.2,0.2,1.2,4.67,13.0,0.0,7.33,3.0,1.0,1.0,0.67,0.33,0.67,0.0,3.33,11.33,0.0,12.33,4.67,0.67,0.33,0.67,0.0,0.33,1.33,2.683,4.438,0.0,4.879,3.847,1.924,0.548,0.548,0.548,0.548,0.0,2.387,5.413,0.447,4.55,1.304,0.548,0.447,0.548,0.447,0.447,0.837,2.517,6.083,0.0,2.887,2.0,1.0,0.0,0.577,0.577,0.577,0.0,1.528,5.508,0.0,4.041,0.577,0.577,0.577,0.577,0.0,0.577,0.577,7.4,13.8,0.0,17.6,5.4,2.2,2.4,2.0,0.6,0.2,0.2,3.4,15.0,0.0,9.2,4.2,0.8,1.4,0.2,0.4,0.4,2.6,6.33,12.67,0.0,16.33,4.33,2.33,1.33,2.33,0.33,0.33,0.33,4.67,17.33,0.0,9.33,4.0,0.67,1.33,0.33,0.33,0.33,3.0,4.393,2.775,0.0,6.504,2.966,1.095,2.302,1.732,0.548,0.447,0.447,1.817,6.325,0.0,3.899,1.643,0.837,1.14,0.447,0.548,0.548,1.949,3.055,3.215,0.0,8.505,2.082,1.155,1.528,2.309,0.577,0.577,0.577,0.577,7.572,0.0,2.309,1.732,0.577,1.528,0.577,0.577,0.577,1.732,Juventus,1.29,5.69,9.94,2017-04-15,I1,2.0,0.0,A,A,Pescara,1.3,6.21,10.93,1.29,1.3,0.477764423568,0.308864312525,0.213371263907,0.477764423568,A,0.29,0.3,0,1.29,-0.297429374881
37491,6.6,14.4,0.2,15.6,6.8,1.8,2.4,1.8,0.6,0.2,0.2,4.8,15.0,0.2,13.0,5.8,1.2,1.4,0.6,0.0,0.4,2.2,8.0,14.0,0.33,13.33,7.0,2.0,2.67,2.33,0.67,0.0,0.33,5.33,13.67,0.33,13.33,6.67,1.33,1.67,0.67,0.0,0.33,2.33,2.51,3.286,0.447,6.348,3.899,1.304,1.673,2.95,0.548,0.447,0.447,2.168,4.528,0.447,4.359,2.049,0.837,2.074,0.548,0.0,0.548,1.095,1.732,3.464,0.577,7.572,5.292,1.732,2.082,4.041,0.577,0.0,0.577,2.082,5.508,0.577,6.11,2.309,0.577,2.887,0.577,0.0,0.577,1.155,5.2,10.2,0.0,11.8,3.4,2.0,0.8,2.8,0.2,0.0,0.8,8.4,11.6,0.0,21.4,6.4,0.4,1.2,0.2,0.0,0.8,1.2,5.67,9.0,0.0,11.33,3.67,1.67,1.0,2.0,0.33,0.0,0.67,10.33,11.33,0.0,21.33,5.67,0.67,1.0,0.33,0.0,0.67,1.33,1.643,3.421,0.0,1.643,0.894,0.707,0.837,1.304,0.447,0.0,0.447,3.912,4.159,0.0,1.342,1.817,0.548,0.837,0.447,0.0,0.447,1.304,1.528,3.0,0.0,2.082,0.577,0.577,1.0,1.0,0.577,0.0,0.577,4.041,5.508,0.0,1.155,2.082,0.577,1.0,0.577,0.0,0.577,1.528,Atalanta,6.19,4.43,1.5,2017-04-15,I1,1.0,1.0,D,A,Roma,6.94,4.72,1.51,4.43,4.72,0.274319008117,0.242136394784,0.483544597099,0.483544597099,H,-1.0,-1.0,0,1.5,-0.183122069568
37492,3.4,13.0,0.0,11.0,3.2,2.2,1.0,0.6,0.6,0.2,0.2,8.2,14.0,0.2,14.8,5.2,0.0,0.4,0.0,0.6,0.4,2.4,3.0,11.0,0.0,11.67,3.33,2.0,1.33,0.67,0.67,0.33,0.0,9.33,13.67,0.0,13.67,4.67,0.0,0.67,0.0,0.33,0.67,2.67,1.517,5.099,0.0,2.449,0.447,1.483,0.707,0.548,0.548,0.447,0.447,4.55,2.121,0.447,5.07,1.304,0.0,0.548,0.0,0.548,0.548,1.14,1.732,4.583,0.0,1.155,0.577,2.0,0.577,0.577,0.577,0.577,0.0,5.859,2.517,0.0,5.859,1.528,0.0,0.577,0.0,0.577,0.577,1.155,5.4,12.8,0.0,13.8,4.6,3.2,1.8,0.4,1.0,0.0,0.0,6.8,17.4,0.2,10.8,4.2,1.0,0.4,0.4,0.6,0.0,2.8,6.0,14.67,0.0,12.0,3.67,4.0,1.33,0.33,1.0,0.0,0.0,7.67,17.67,0.0,11.33,4.33,0.67,0.33,0.33,0.67,0.0,3.67,2.302,3.768,0.0,3.114,2.302,1.483,0.837,0.548,0.0,0.0,0.0,4.438,2.966,0.447,2.683,1.095,0.707,0.548,0.548,0.548,0.0,2.168,2.646,2.517,0.0,1.0,2.517,1.0,0.577,0.577,0.0,0.0,0.0,6.028,4.041,0.0,2.082,1.155,0.577,0.577,0.577,0.577,0.0,2.082,Sampdoria,3.18,3.49,2.2,2017-04-15,I1,1.0,2.0,H,A,Sassuolo,3.24,3.69,2.27,2.2,2.27,0.36963356389,0.317458157679,0.31290827843,0.36963356389,A,-1.0,-1.0,0,3.18,0.0551681550853
