,league,season,historical_training_year,features,best_score,learning_rate,n_estimators,max_depth,min_child_weight,gamma,subsample,colsample_bytree,objective,scale_pos_weight,reg_alpha
0,F1,2014,9,all_features,0.451944240646,0.01,185,4,7,0.75,0.79,0.55,i,1,0.4
1,F1,2015,9,all_features,0.467470760234,0.01,120,4,7,0.72,0.73,0.49,f,1,0.41
2,F1,2016,9,all_features,0.468521229868,0.01,120,4,7,0.61,0.73,0.55,:,1,0.56
