,league,season,historical_training_year,features,ll,acc,prec_A,prec_D,prec_H,rec_A,rec_D,rec_H,f1_A,f1_D,f1_H,bet_all,bet_lte_19,bet_lte_4,bet_btw_19_4,bet_btw_19_5,bet_btw_15_4,bet_btw_15_5
0,D1,2014,1,all_features,1.24401838272,0.43253968254,0.306666666667,0.282051282051,0.54347826087,0.338235294118,0.180327868852,0.609756097561,0.321678321678,0.22,0.574712643678,-0.0742857142857,-0.163375,-0.0499563318777,0.0177702702703,-0.0063125,-0.0317297297297,-0.0482741116751
1,D1,2014,1,best_features_MLP,1.0630833803,0.488095238095,0.391891891892,0.285714285714,0.548780487805,0.426470588235,0.0655737704918,0.731707317073,0.408450704225,0.106666666667,0.627177700348,-0.00170634920635,-0.0836559139785,-0.0163445378151,0.0339583333333,0.0275167785235,0.00100529100529,-0.00309278350515
2,D1,2014,1,all_five_features,1.03331011387,0.5,0.40625,0.285714285714,0.521126760563,0.191176470588,0.0327868852459,0.90243902439,0.26,0.0588235294118,0.660714285714,0.0405952380952,-0.106333333333,0.00384615384615,0.0802097902098,0.0806622516556,0.0229946524064,0.0256923076923
3,D1,2014,1,all_three_features,1.05342930051,0.464285714286,0.321428571429,1.0,0.532934131737,0.397058823529,0.016393442623,0.723577235772,0.355263157895,0.0322580645161,0.613793103448,-0.0760714285714,-0.109052631579,-0.0759322033898,-0.0468571428571,-0.0220689655172,-0.0644680851064,-0.0453886010363
4,D1,2014,3,all_features,1.01407289653,0.503968253968,0.375,0.0,0.558659217877,0.397058823529,0.0,0.813008130081,0.385714285714,0.0,0.662251655629,-0.00357142857143,-0.0803921568627,-0.0345267489712,0.00578571428571,0.00708333333333,-0.0145360824742,-0.0131818181818
5,D1,2014,3,best_features_MLP,1.00642298952,0.52380952381,0.456140350877,0.0,0.54358974359,0.382352941176,0.0,0.861788617886,0.416,0.0,0.666666666667,0.0271031746032,-0.0717307692308,-0.0261632653061,0.0146428571429,0.0469444444444,-0.00336787564767,0.0206091370558
6,D1,2014,3,all_five_features,1.15298018245,0.452380952381,0.367088607595,0.241379310345,0.541666666667,0.426470588235,0.114754098361,0.634146341463,0.394557823129,0.155555555556,0.584269662921,-0.0748412698413,-0.1528125,-0.0574789915966,0.0141134751773,0.0120666666667,-0.0274210526316,-0.0270854271357
7,D1,2014,3,all_three_features,1.09609411168,0.480158730159,0.355263157895,0.315789473684,0.56050955414,0.397058823529,0.0983606557377,0.715447154472,0.375,0.15,0.628571428571,-0.0238095238095,-0.103711340206,-0.0150627615063,0.0529078014184,0.0246308724832,0.0103684210526,-0.00919191919192
8,D1,2014,5,all_features,1.01573258455,0.52380952381,0.446428571429,0.0,0.545918367347,0.367647058824,0.0,0.869918699187,0.403225806452,0.0,0.670846394984,0.0319444444444,-0.0604761904762,-0.0282113821138,0.00292857142857,0.0501408450704,-0.00882653061224,0.0251515151515
9,D1,2014,5,best_features_MLP,1.00572487629,0.515873015873,0.415384615385,0.0,0.550802139037,0.397058823529,0.0,0.837398373984,0.406015037594,0.0,0.664516129032,0.00873015873016,-0.0706730769231,-0.026693877551,0.0129285714286,0.0211188811189,-0.0040414507772,0.00219387755102
10,D1,2014,5,all_five_features,1.07335873157,0.480158730159,0.413793103448,0.263157894737,0.525714285714,0.352941176471,0.0819672131148,0.747967479675,0.380952380952,0.125,0.61744966443,-0.0371428571429,-0.11504950495,-0.0469672131148,0.00816901408451,0.0163448275862,-0.0167692307692,-0.010404040404
11,D1,2014,5,all_three_features,1.02297573212,0.488095238095,0.378787878788,0.0,0.52688172043,0.367647058824,0.0,0.79674796748,0.373134328358,0.0,0.63430420712,-0.0482142857143,-0.0825,-0.0845901639344,-0.0795683453237,-0.0693661971831,-0.08,-0.0726395939086
12,D1,2014,8,all_features,1.01365675567,0.511904761905,0.410714285714,0.0,0.540816326531,0.338235294118,0.0,0.861788617886,0.370967741935,0.0,0.664576802508,0.00289682539683,-0.0782524271845,-0.0471721311475,-0.0175,0.00868965517241,-0.0299479166667,-0.0103553299492
13,D1,2014,8,best_features_MLP,1.00368025379,0.531746031746,0.439393939394,0.0,0.564516129032,0.426470588235,0.0,0.853658536585,0.432835820896,0.0,0.679611650485,0.055,-0.0546153846154,-0.0144081632653,0.0225,0.0834027777778,0.0115544041451,0.0562944162437
14,D1,2014,8,all_five_features,1.01711868093,0.503968253968,0.389830508475,0.0,0.544502617801,0.338235294118,0.0,0.845528455285,0.362204724409,0.0,0.662420382166,-0.0265476190476,-0.0787378640777,-0.0583265306122,-0.0367375886525,-0.0100684931507,-0.0441968911917,-0.0243434343434
15,D1,2014,8,all_three_features,1.05420895058,0.488095238095,0.362068965517,0.4,0.536312849162,0.308823529412,0.0983606557377,0.780487804878,0.333333333333,0.157894736842,0.635761589404,0.0223412698413,-0.0781720430108,-0.0134453781513,0.0352083333333,0.0287248322148,0.00879581151832,0.00454081632653
16,D1,2014,9,all_features,1.07340630044,0.464285714286,0.407407407407,0.272727272727,0.521212121212,0.323529411765,0.147540983607,0.69918699187,0.360655737705,0.191489361702,0.597222222222,-0.0355952380952,-0.105777777778,-0.040970464135,0.00554794520548,-0.0380891719745,-0.0149468085106,-0.0482412060302
