,X_fscore,X_money,X_precision,X_recall,best_score,features_list,league,model,naive_bet,nb_training_season,odds,season_fscore,season_money,season_nb_bets,season_precision,season_recall,test_season,y_test_fscore,y_test_precision,y_test_recall
0,0.403741231489,-0.0741955835962,0.408517350158,0.39907550077,0.381176370076,home_away_features_no_div,ALL,GaussianNB,-0.132298739088,1,1-10,0.443890274314,-0.0280492091388,569,0.469244288225,0.421135646688,2016/2017,0.386243386243,0.386243386243,0.386243386243
1,0.518518518519,0.171351351351,0.472972972973,0.573770491803,0.459881909136,home_away_features_no_div,D1,GaussianNB,-0.104428571429,1,1-10,0.360902255639,-0.210985915493,71,0.338028169014,0.387096774194,2016/2017,0.3,0.272727272727,0.333333333333
2,0.447368421053,0.0696052631579,0.447368421053,0.447368421053,0.254764710259,home_away_features_no_div,E0,GaussianNB,-0.239585062241,1,1-10,0.458598726115,-0.166265060241,83,0.433734939759,0.486486486486,2016/2017,0.466666666667,0.466666666667,0.466666666667
3,0.441666666667,0.100588235294,0.389705882353,0.509615384615,0.28041359203,home_away_features_no_div,E1,GaussianNB,-0.0863243243243,1,1-10,0.341232227488,0.00524752475248,101,0.356435643564,0.327272727273,2016/2017,0.27397260274,0.238095238095,0.322580645161
4,0.528301886792,0.285918367347,0.47619047619,0.593220338983,0.410562287826,home_away_features_no_div,E2,GaussianNB,-0.251464088398,1,1-10,0.417777777778,-0.0750769230769,130,0.361538461538,0.494736842105,2016/2017,0.487179487179,0.452380952381,0.527777777778
5,0.462585034014,0.270422535211,0.478873239437,0.447368421053,0.30611949256,home_away_features_no_div,F1,GaussianNB,-0.120916334661,1,1-10,0.372093023256,-0.0841071428571,56,0.428571428571,0.328767123288,2016/2017,0.340425531915,0.347826086957,0.333333333333
6,0.466666666667,0.172461538462,0.538461538462,0.411764705882,0.419266400266,home_away_features_no_div,I1,GaussianNB,0.0154621848739,1,1-10,0.441558441558,-0.0420895522388,67,0.507462686567,0.390804597701,2016/2017,0.380952380952,0.470588235294,0.32
7,0.517006802721,0.0969863013699,0.520547945205,0.513513513514,0.358206614286,home_away_features_no_div,SP1,GaussianNB,-0.114795081967,1,1-10,0.510638297872,0.263442622951,61,0.590163934426,0.45,2016/2017,0.45,0.473684210526,0.428571428571
8,0.495726495726,0.330806451613,0.467741935484,0.527272727273,0.3854885092,home_away_features_no_div,SC0,GaussianNB,-0.10602739726,1,1-10,0.356589147287,-0.254210526316,76,0.302631578947,0.433962264151,2016/2017,0.3,0.25,0.375
9,0.34025974026,0.0448902821317,0.41065830721,0.290465631929,0.314699627612,home_away_features_no_div,ALL,GaussianNB,-0.131085141903,1,1.8-4,0.268330733229,-0.166576923077,260,0.330769230769,0.225721784777,2016/2017,0.252173913043,0.308510638298,0.213235294118
10,0.469387755102,0.0720338983051,0.389830508475,0.589743589744,0.431201550388,home_away_features_no_div,D1,GaussianNB,-0.0753968253968,1,1.8-4,0.383838383838,-0.0559322033898,59,0.322033898305,0.475,2016/2017,0.322580645161,0.227272727273,0.555555555556
11,0.626262626263,0.5542,0.62,0.632653061224,0.228787878788,home_away_features_no_div,E0,GaussianNB,-0.379572649573,1,1.8-4,0.271186440678,-0.313870967742,31,0.258064516129,0.285714285714,2016/2017,0.625,0.588235294118,0.666666666667
12,0.455696202532,0.345753424658,0.493150684932,0.423529411765,0.287076527077,home_away_features_no_div,E1,GaussianNB,-0.0600403225806,1,1.8-4,0.278481012658,-0.179324324324,74,0.297297297297,0.261904761905,2016/2017,0.28,0.35,0.233333333333
13,0.531914893617,0.446888888889,0.555555555556,0.510204081633,0.372980730754,home_away_features_no_div,E2,GaussianNB,-0.221992031873,1,1.8-4,0.304635761589,-0.273896103896,77,0.298701298701,0.310810810811,2016/2017,0.363636363636,0.434782608696,0.3125
14,0.541666666667,0.45625,0.541666666667,0.541666666667,0.124410540915,home_away_features_no_div,F1,GaussianNB,-0.186643835616,1,1.8-4,0.3,-0.166052631579,38,0.315789473684,0.285714285714,2016/2017,0.322580645161,0.357142857143,0.294117647059
15,0.489795918367,0.267659574468,0.510638297872,0.470588235294,0.44733044733,home_away_features_no_div,I1,GaussianNB,-0.0133333333333,1,1.8-4,0.488372093023,0.148863636364,44,0.477272727273,0.5,2016/2017,0.285714285714,0.266666666667,0.307692307692
16,0.577777777778,0.5212,0.52,0.65,0.408322859936,home_away_features_no_div,SP1,GaussianNB,-0.000672268907563,1,1.8-4,0.285714285714,-0.250408163265,49,0.265306122449,0.309523809524,2016/2017,0.347826086957,0.285714285714,0.444444444444
17,0.571428571429,0.95,0.689655172414,0.487804878049,0.278499278499,home_away_features_no_div,SC0,GaussianNB,-0.0451807228916,1,1.8-4,0.412698412698,0.0326470588235,34,0.382352941176,0.448275862069,2016/2017,0.333333333333,0.444444444444,0.266666666667
18,0.364055299539,0.05109375,0.411458333333,0.326446280992,0.317679045238,home_away_features_no_div,ALL,GaussianNB,-0.12542962963,1,1.8-4.5,0.314207650273,-0.0761006289308,318,0.361635220126,0.277777777778,2016/2017,0.34456928839,0.373983739837,0.319444444444
19,0.559139784946,0.416346153846,0.5,0.634146341463,0.445425840587,home_away_features_no_div,D1,GaussianNB,-0.052803030303,1,1.8-4.5,0.32967032967,-0.121836734694,49,0.30612244898,0.357142857143,2016/2017,0.344827586207,0.333333333333,0.357142857143
20,0.504854368932,0.264038461538,0.5,0.509803921569,0.370663153272,home_away_features_no_div,E0,GaussianNB,-0.45828358209,1,1.8-4.5,0.233333333333,-0.455,32,0.21875,0.25,2016/2017,0.333333333333,0.375,0.3
